id,Feature_ID,Vehicles_Per_Hour,geometry
vehicles_per_segment_combined_simp.2858,2858,2.0,"LINESTRING (349154.68231061765 3336632.327622481, 349165.8254644592 3336619.4820004455, 349871.198926314 3336830.634250178, 349872.6457326319 3336844.8589377776)"
vehicles_per_segment_combined_simp.2859,2859,4.0,"LINESTRING (349154.68231061765 3336632.327622481, 349143.5391832352 3336645.1732571027, 349155.8075375194 3336556.4338171324, 349154.1580157544 3336478.4165108707)"
vehicles_per_segment_combined_simp.2860,2860,31.0,"LINESTRING (349154.68231061765 3336632.327622481, 349165.8254644592 3336619.4820004455, 349886.8537251544 3336834.189216914, 350358.2308610953 3336976.5189454784, 350719.8899792185 3337091.759604707)"
vehicles_per_segment_combined_simp.2861,2861,2.0,"LINESTRING (349437.2715279268 3338408.4595530843, 349444.6460458183 3338524.7533823336, 349450.5477319545 3338568.791673676, 349460.695753374 3338613.436836423, 349478.27299018303 3338673.0560348947, 349488.39758917014 3338701.96050116, 349511.41957842937 3338758.290352712, 349503.6324246137 3338766.3785104947, 349501.79610412475 3338772.94398388, 349502.2740172999 3338779.6994256116, 349505.1518202433 3338785.867694403, 349509.9388925063 3338790.7904055025, 349516.62459449365 3338793.6917405436, 349522.69906222454 3338794.162708285, 349533.71272124024 3338789.577600691, 349539.10758356657 3338782.63078683, 349566.2124150343 3338778.4902236206)"
vehicles_per_segment_combined_simp.2862,2862,10.0,"LINESTRING (349437.2715279268 3338408.4595530843, 349451.1482696018 3338408.934318112, 349475.3719789275 3338412.371059947, 349498.8814781123 3338419.9191840496, 349520.6067767724 3338430.817388185, 349573.2962026397 3338452.043882084, 349594.87037897116 3338458.9536150014, 349617.89424982294 3338459.1923891697, 349638.52334992593 3338453.3671444533)"
vehicles_per_segment_combined_simp.2863,2863,2.0,"LINESTRING (349566.2124150343 3338778.4902236206, 349593.31726340146 3338774.3497281843, 349669.60762342054 3338760.778096602, 349734.7508208116 3338742.0387222054, 349740.05834947503 3338740.4507007883)"
vehicles_per_segment_combined_simp.2864,2864,8.0,"LINESTRING (349566.2124150343 3338778.4902236206, 349593.31726340146 3338774.3497281843, 349674.01919372973 3338759.3874387466, 349825.6973155715 3338715.519527792, 349944.7844267679 3338683.073703696, 349945.78408694535 3338676.372326482)"
vehicles_per_segment_combined_simp.2865,2865,6.0,"LINESTRING (349586.13203042373 3337779.0503177885, 349578.74996751605 3337753.4891818077, 349639.5776435329 3337623.180613903, 349665.6929963279 3337560.634950356, 349747.73880530277 3337291.2498926194, 349870.64008851536 3336874.3175299717, 349874.0925364498 3336859.0836256896, 349872.6457326319 3336844.8589377776)"
vehicles_per_segment_combined_simp.2866,2866,4.0,"LINESTRING (349586.13203042373 3337779.0503177885, 349593.5140627778 3337804.611458225, 349749.70647988655 3337941.8137489683, 349873.7744871607 3338068.7047228785, 350079.90997109935 3338259.3241771325, 350097.3905657583 3338276.821749381, 350124.49954944855 3338308.155219189, 350170.76569032355 3338345.76749038, 350174.90271076706 3338352.4729872067, 350176.259039753 3338360.103257695, 350174.72930256266 3338367.994627824, 350115.35682508396 3338442.7435262725, 350115.154189534 3338449.0648575057, 350180.48265167326 3338521.3352123, 350225.79581166274 3338566.831165927, 350233.4661122896 3338578.36594943, 350239.4211269185 3338591.2543670544, 350238.69608976354 3338594.58981934, 349961.92605415016 3338668.7611219813, 349945.78408694535 3338676.372326482)"
vehicles_per_segment_combined_simp.2867,2867,2.0,"LINESTRING (349638.52334992593 3338453.3671444533, 349875.7778900362 3338285.6148597645, 349896.2307993178 3338273.917374303, 349912.70717818884 3338267.262646471, 349929.05393503676 3338258.1709711314, 349994.3663763141 3338209.2792688, 349998.72519664676 3338204.00965665, 350000.8478126206 3338197.2186765755, 350000.5628156753 3338190.460597814, 349997.87171592994 3338183.846251693, 349823.91935640865 3338022.3853829172, 349754.951817384 3337952.0512041864, 349593.5140627778 3337804.611458225, 349586.13203042373 3337779.0503177885)"
vehicles_per_segment_combined_simp.2868,2868,8.0,"LINESTRING (349638.52334992593 3338453.3671444533, 349813.0029140923 3338329.8168144543, 349910.60169956717 3338479.573208391, 349989.04076633696 3338439.8134610797)"
vehicles_per_segment_combined_simp.2869,2869,68.0,"LINESTRING (349802.8258766619 3325568.9954425027, 349809.37790466094 3325469.4736586385, 349818.5970157424 3325325.021299317)"
vehicles_per_segment_combined_simp.2870,2870,68.0,"LINESTRING (349818.5970157424 3325325.021299317, 349831.67959819967 3325322.6261432874, 349843.801191538 3325327.56019126, 349834.64293785347 3325448.178916708, 349838.5512455956 3325466.0834084237, 349852.5548780478 3325495.933096572)"
vehicles_per_segment_combined_simp.2871,2871,32.0,"LINESTRING (350060.8825009351 3326653.920213868, 350092.0413787494 3326683.3150919313, 350223.62689021364 3326801.5769122182, 350266.6922622833 3326841.562908589)"
vehicles_per_segment_combined_simp.2872,2872,32.0,"LINESTRING (350266.6922622833 3326841.562908589, 350282.06555333233 3326858.868379561, 350298.10753940453 3326882.8157903487, 350310.76623965247 3326913.238473962)"
vehicles_per_segment_combined_simp.2873,2873,2.0,"LINESTRING (350096.87078203866 3321459.45664991, 350095.4108743549 3321138.678672411, 350090.13248987205 3320600.466566547, 350088.59016735904 3320565.015764764, 350083.4799524845 3320543.912923821, 350056.7727984804 3320488.296561324, 350047.4391462376 3320475.897293655, 350042.4581999189 3320464.3257416394, 350040.07263466774 3320452.0538659575, 350040.2899809361 3320439.63580902, 350043.113256262 3320427.2932288297, 350046.4865346982 3320419.9313966106, 350055.6656728013 3320406.7266077357, 350067.30297096714 3320396.9247903125, 350078.32522623194 3320391.5652982322, 350090.2472172401 3320388.521440636, 350102.2972534124 3320387.8036904996, 350114.28691716224 3320389.7471514675, 350125.8258479031 3320394.024571249, 350140.63214934466 3320404.4652306507, 350166.0595647591 3320415.537796989, 350206.4935535374 3320437.602691138, 350238.4500431919 3320446.3699089726, 350267.32459397084 3320448.417195924, 350903.3564451431 3320438.041400642, 350946.89193772327 3320432.68743791, 350991.0548464303 3320423.7780295354, 351047.3606327645 3320406.723973713, 351072.4096844321 3320396.96413905, 351118.91050926613 3320375.387001756, 351149.74222479435 3320358.011721871, 351221.09567157674 3320312.0460895444, 351243.8250044014 3320294.7802058784, 351608.71403995575 3319921.856950022, 351714.5199640029 3319811.47276904, 351726.58937670046 3319790.5822051805, 351728.9933713448 3319782.7905774396, 351731.7681655339 3319766.6803644043, 351731.0213346952 3319754.1645451775, 351727.619568934 3319745.1206422085, 351726.7214412488 3319735.710601359, 351728.4353203238 3319726.8197533996, 351732.5742287879 3319718.894001149, 351738.75676833605 3319712.2710090806, 351746.41157973214 3319707.5126867276, 351755.2552104104 3319705.0662320927, 351799.6709550365 3319700.369088762, 352168.93165820185 3319694.647053276, 352200.0396992408 3319690.4621094065, 352214.8272501286 3319685.1653330224, 352243.3769752838 3319670.040790299, 352269.9401578998 3319629.004489667, 352277.735004437 3319613.0490484093, 352284.1423067864 3319594.3409659388, 352286.96999285114 3319574.9048009655, 352287.8846475434 3319556.713533973, 352285.80467304145 3318910.1663501267, 352279.79741254204 3318778.3378648977, 352265.08144158195 3318168.0965191456, 352268.08084200363 3318038.6973047364, 352251.6729340042 3317496.7611964466, 352253.40003771975 3317431.0055577615, 352259.44435601716 3317392.23903974, 352273.35348515084 3317342.615271507, 352290.2609629321 3317300.710808339, 352312.2080991127 3317260.4017956266, 352337.46260415314 3317222.043934772, 352361.2190197295 3317194.3474897314, 352404.96698449284 3317153.3043231918, 352416.4453369408 3317138.4084610236, 352424.2275987329 3317121.3449795274, 352428.22762066225 3317102.8909512023, 352426.3825381029 3317073.097632749, 352409.89590874966 3316994.726840877, 352423.70793470804 3316981.130028941, 352440.9547857065 3316971.810460397, 352459.81349672226 3316967.568396849, 352479.31914834015 3316968.4167138455, 352542.3785732848 3316993.1816140874, 352622.0662898739 3317020.1639316077, 352677.1662959776 3317034.2834445173, 352779.1442769753 3317053.875778137, 352838.171057064 3317058.5218035565, 353257.44735151134 3317055.500930398, 353269.3104717572 3317047.695117191, 353284.2636482576 3317032.754129988, 353299.76052096253 3317015.145629776, 353314.4502594531 3316994.8875333806, 353313.0127009688 3316988.3666328355)"
vehicles_per_segment_combined_simp.2874,2874,3.0,"LINESTRING (350096.87078203866 3321459.45664991, 350097.2721419583 3321439.2766300887, 350094.180045953 3321005.343745998, 350102.0577742398 3321002.9089983967, 350113.481583814 3321005.857746354, 350116.48773673363 3321412.1902904557, 350129.51169584226 3321412.235235318, 350132.0413785083 3321492.0123850657, 350148.3066738897 3321553.202161438, 350169.36013014417 3321597.588748027, 350183.2693027548 3321620.2349856044, 350212.3205120869 3321656.864540047, 350229.79688723915 3321672.25724012, 350333.5700339291 3321777.154641706, 350341.2326924534 3321787.359760527, 350352.15290489583 3321810.1575456187, 350391.453891135 3321841.549551701, 350410.2505364 3321858.3102380144)"
vehicles_per_segment_combined_simp.2875,2875,5.0,"LINESTRING (350069.7670076019 3321564.909746184, 350065.769329763 3321556.096076946, 350080.2089023052 3321525.4164729794, 350092.3232099328 3321493.992512755, 350096.87078203866 3321459.45664991)"
vehicles_per_segment_combined_simp.2876,2876,2.0,"LINESTRING (350069.7670076019 3321564.909746184, 350131.81330545957 3321567.6146956244, 350119.4847256866 3321490.852607065, 350117.0728626975 3321455.3027198752, 350114.81863866607 3321104.384561446, 350111.222931671 3320882.0698326784, 350109.94796840486 3320574.813224767, 350111.47821221064 3320559.6061286503, 350117.6718014806 3320539.6800979082, 350138.91101097944 3320490.950885967, 350141.95411702234 3320487.6949808723, 350204.29037286434 3320467.229268323, 350217.26885730686 3320463.838672193, 350232.3935035225 3320462.1925813984, 350710.8731131642 3320451.5040184767, 350908.60641405813 3320448.168628148, 350950.0204888645 3320450.0484692967, 350975.1216916833 3320444.167403183, 351070.321086284 3320406.6361228847, 351119.1398951942 3320385.249433313, 351143.09812332323 3320373.2874941416, 351168.0478791578 3320363.3075260217, 351198.15187318274 3320356.361952183, 351206.0123621692 3320352.598081375, 351221.6557456885 3320339.307279903, 351259.7852820065 3320290.685623329, 351523.23084520595 3320022.325357908, 351614.47536609473 3319926.989445668, 351749.2142468947 3319794.1583243473, 351774.2292432445 3319767.3300418463, 351801.80463519745 3319751.552295059, 351842.0986931359 3319734.495606067, 351869.3938774194 3319726.5920073856, 351897.09872622916 3319720.4565564026, 351925.2236223015 3319716.865052561, 352168.7800542306 3319712.1630492816, 352186.35903212277 3319713.5906103477, 352207.9449717697 3319718.844283225, 352219.97191282327 3319723.5607422, 352251.18332053453 3319741.544127894, 352264.8603444185 3319754.219616364, 352280.11353621265 3319762.107592235, 352296.5644579249 3319765.767360392, 352313.63433608995 3319765.20666243, 352325.5589800594 3319762.276098785, 352336.6808076673 3319757.0284722224, 352351.4803801938 3319745.413391096, 352362.2745594446 3319730.0830201395, 352367.405436671 3319716.934430147, 352369.62755229225 3319702.7162255454, 352368.9557024593 3319688.536684292, 352365.61686298146 3319676.942273041, 352356.2156870777 3319659.3322301214, 352341.8485922372 3319645.5573725067, 352334.67475981015 3319635.7877775035, 352324.4410488897 3319613.6441231, 352319.4431559536 3319593.4257655735, 352317.2874121079 3319569.289754523, 352314.6034821344 3318877.4140089746, 352301.3394788101 3318722.4044776205, 352289.92049800174 3318185.500267582, 352295.48121318396 3318038.3312457674, 352278.1680579679 3317486.3201392316, 352278.28658093105 3317451.8449886926, 352280.74566504423 3317426.428070377, 352290.4970580513 3317376.194772936, 352296.8585684777 3317353.9403213533, 352315.12284382747 3317312.461169458, 352336.8667104611 3317271.378990836, 352349.158482502 3317252.3708308944, 352365.1570829583 3317229.1010061298, 352383.9790331371 3317207.677932611, 352418.19950795406 3317175.851462438, 352473.83794691437 3317136.312646977, 352517.4326033555 3317112.6750332764, 352542.97139260126 3317102.8016660837, 352572.11722306814 3317095.651463896, 352607.3728676209 3317090.7477140855, 352652.9183125353 3317090.362581536, 352671.2319029417 3317088.677618604, 353273.77316110436 3317078.5621995097, 353304.693482425 3317081.4774808963, 353346.25589214894 3317093.673723832, 353353.4111923041 3317102.003215767, 353362.27828614594 3317108.4256212465, 353375.76062600827 3317113.5675361287, 353389.9546254795 3317114.155313522, 353403.7083226268 3317110.647612116, 353415.7673893536 3317103.0610541664, 353422.90558383404 3317095.539720255, 353428.75419647596 3317085.3751567737, 353431.7870401175 3317073.91774691, 353431.819942269 3317061.8350092834, 353428.6746023618 3317050.2377740983, 353422.8452022533 3317040.0062692245, 353417.0657276511 3317033.542896785, 353408.325041965 3317014.8147755396, 353399.7254411351 3316984.8892625635, 353397.6390505283 3316958.5353746666, 353394.91019994556 3316803.6077239974, 353395.1399505717 3316711.712703275, 353390.27539955935 3316679.631609813, 353380.89626969316 3316649.1622065157, 353367.84681816265 3316654.8775046747, 353356.57242919144 3316663.451305176, 353366.0578529815 3316709.216138217, 353370.3444488578 3316755.93666195, 353373.56240451266 3316918.6171082617, 353362.7834870644 3316920.866083348, 353341.7693353308 3316922.696533417, 353341.86533720663 3316937.216195307, 353328.073762628 3316966.995165835, 353311.5751410366 3316981.845732468, 353313.0127009688 3316988.3666328355)"
vehicles_per_segment_combined_simp.2877,2877,8.0,"LINESTRING (350069.7670076019 3321564.909746184, 350131.81330545957 3321567.6146956244, 350146.01926523383 3321597.9054648783, 350170.83740402444 3321635.3683094233, 350203.65615217877 3321672.3901203345, 350324.4462100759 3321787.2547414964, 350391.453891135 3321841.549551701, 350410.2505364 3321858.3102380144)"
vehicles_per_segment_combined_simp.2878,2878,3.0,"LINESTRING (350069.7670076019 3321564.909746184, 350059.38390892313 3321561.83609167, 350052.39256908075 3321572.6834075926, 350048.7016133302 3321585.0378032643, 350048.5868377008 3321597.8978857696, 350052.13264021906 3321610.375713557, 350059.3194453977 3321621.0305138114, 350068.9853359462 3321629.545520891, 350076.21296321205 3321632.5511723747)"
vehicles_per_segment_combined_simp.2879,2879,2.0,"LINESTRING (350310.76623965247 3326913.238473962, 350321.90492917015 3326952.438966264, 350335.4194069166 3326953.5856389985, 350342.1465455928 3326951.942389441, 350354.3099688896 3326945.9021789664, 350361.618642085 3326937.3783441023, 350370.2980362285 3326930.387805828, 350387.36753017025 3326923.505079457, 350482.19273430126 3326898.274680594, 350510.7767083494 3326993.8830047795, 350524.92528371414 3326942.471781064)"
vehicles_per_segment_combined_simp.2906,2906,5.0,"LINESTRING (353104.87344082945 3337780.676807173, 353101.38492487755 3337782.7187915174, 353147.5708857473 3337786.2023331095, 353192.0691959095 3337785.939727825, 353237.55872023804 3337780.5649420507, 353355.70700804074 3337755.8184204693, 353398.9801543282 3337750.36306975, 353422.11758115113 3337751.8277241415, 353449.1620308387 3337757.341723918, 353464.1946831754 3337765.011415863, 353476.67879589915 3337776.594894639, 353484.5593785988 3337789.68087584, 353490.6589244745 3337806.448683433, 353493.9432087677 3337828.796568337, 353493.43899367633 3337848.7563117556, 353490.05742923426 3337869.6412574025, 353416.7780315646 3338116.595965362, 353419.70690500445 3338133.960329762)"
vehicles_per_segment_combined_simp.2880,2880,30.0,"LINESTRING (350310.76623965247 3326913.238473962, 350331.6518482295 3326981.460163203, 350383.22901148535 3327165.546879635, 350420.1060176146 3327303.8305454976, 350432.938589588 3327340.015186003, 350454.77381422144 3327378.8489136384, 350518.86491629074 3327469.3197516045, 350552.1405139053 3327519.970261431, 350568.33153371053 3327547.9065833343, 350581.07771620154 3327577.774088212, 350595.47867481486 3327623.0273190797, 350658.15058077086 3327865.050055413, 350675.5809514457 3327920.4605103885, 350709.42488115525 3327984.7382627474, 350718.60518849094 3328014.7650683704, 350721.25830497284 3328032.686819928, 350719.4547998441 3328049.0062084673, 350722.0283189269 3328061.053988545, 350727.5780039377 3328072.1746433545, 350735.8975465539 3328081.3733220785, 350751.63632397086 3328090.2497932427, 350760.5344955976 3328092.346250401, 350780.8288975968 3328110.1398981973, 350797.4149595585 3328131.752702307, 350810.0818932378 3328155.857301432, 350828.1006720477 3328197.8471389934, 350841.8188676519 3328249.7608773774, 350845.9262713473 3328275.422458563, 350848.4426785111 3328311.74718067, 350846.5334142423 3328362.9857255854, 350813.0608061077 3328617.8398151845, 350801.2440441503 3328656.4648423237, 350792.7808224234 3328672.209344592, 350782.5676340482 3328686.8690616763, 350757.1850373959 3328713.2627320644, 350738.7564871685 3328726.3710643463, 350718.4620742229 3328736.9551661084, 350658.2947661886 3328757.5021358104)"
vehicles_per_segment_combined_simp.2881,2881,43.0,"LINESTRING (350524.92528371414 3326942.471781064, 350551.3283256938 3326919.7286949432, 350612.0453472446 3327138.16666875, 350625.0806732088 3327187.567605362)"
vehicles_per_segment_combined_simp.2882,2882,59.0,"LINESTRING (350524.92528371414 3326942.471781064, 350543.79641837603 3326933.132819306, 350584.97651270987 3327083.1086614924, 350582.54116085754 3327074.1628347156)"
vehicles_per_segment_combined_simp.2883,2883,2.0,"LINESTRING (350250.86330444855 3321760.3183913156, 350344.9718213499 3321849.7171934117, 350385.29573684384 3321885.4184276154, 350416.77622312645 3321894.968338847, 350426.2280452943 3321894.840297093, 350430.05590608274 3321892.5714605027, 350431.0507689763 3321887.6806200366, 350429.0471246359 3321875.0709543796, 350410.2505364 3321858.3102380144)"
vehicles_per_segment_combined_simp.2884,2884,3.0,"LINESTRING (350250.86330444855 3321760.3183913156, 350314.78640106076 3321821.8597964807, 350385.29573684384 3321885.4184276154, 350521.78417504625 3322027.2303440436, 350981.4303328487 3322477.271313813, 351028.8574492107 3322517.86701186, 351057.4938696766 3322538.4310558084, 351092.01907080685 3322559.3591272943, 351124.07183237013 3322575.7758389255, 351170.45750466187 3322596.4333434682, 351209.205603783 3322608.6586145954, 351246.45771769626 3322617.24616411, 351295.05988290114 3322623.4639541125, 351335.2074838206 3322625.0293159485, 351593.4779375723 3322621.7757453, 352216.6634482117 3322612.5283103636, 352788.6757264063 3322599.5644767373)"
vehicles_per_segment_combined_simp.2885,2885,9.0,"LINESTRING (350410.2505364 3321858.3102380144, 350429.0471246359 3321875.0709543796, 350475.7218737297 3321923.8775229314, 350543.5447560826 3322002.881499067, 350793.9049400872 3322241.146270171, 350863.60585450893 3322302.3907937193, 350903.80839149747 3322343.6378526087, 350996.8503853115 3322447.6881934875, 351020.00780038896 3322469.656292962, 351068.38426025165 3322509.130853014, 351108.8328106471 3322532.971988557, 351155.8376838946 3322556.6140102874, 351190.5443806768 3322569.5588103286, 351252.1063550976 3322585.467274697, 351301.49958847224 3322593.1154752094, 351339.04638274945 3322594.9375889674)"
vehicles_per_segment_combined_simp.2886,2886,114.0,"LINESTRING (350625.0806732088 3327187.567605362, 350654.3009854795 3327246.6702720923, 350723.33329322585 3327331.8653245084, 350743.3665702343 3327358.7521905922, 350767.8249995394 3327402.705467173)"
vehicles_per_segment_combined_simp.2887,2887,60.0,"LINESTRING (351138.06703712745 3325628.5944936513, 351525.65517295303 3325659.3947814237, 351563.7834076857 3325662.2069181334)"
vehicles_per_segment_combined_simp.2888,2888,64.0,"LINESTRING (351563.7834076857 3325662.2069181334, 351579.0063499365 3325661.226056907, 351603.71012678905 3325655.3511049743, 351646.3727387854 3325636.8194712424)"
vehicles_per_segment_combined_simp.2889,2889,17.0,"LINESTRING (351749.93937077664 3347255.765351851, 352420.6526500344 3347976.548462208, 352745.64349240524 3348327.116815995)"
vehicles_per_segment_combined_simp.2890,2890,17.0,"LINESTRING (351749.93937077664 3347255.765351851, 351726.9301040983 3347226.812093041, 351700.87472936837 3347186.1497966717, 351775.06146028906 3346929.1861108993, 351778.28692548326 3346911.516877507, 351779.2766496651 3346892.215144417, 351777.1558492533 3346856.4385328447, 351762.83603595477 3346772.717217933, 351673.42213097366 3346367.8763258406, 351664.63550964475 3346323.21103647, 351662.8404156015 3346304.3904556176, 351648.7094806915 3345936.441188289, 351648.7189957133 3345901.6334174774, 351650.3101556004 3345884.0971800466, 351660.84415126126 3345844.601836593, 351664.7979443358 3345809.629770029, 351663.8961115208 3345785.697886562, 351661.9339323278 3345775.858618736, 351645.5351523159 3345730.6313959826, 351642.5519900486 3345716.4827268464, 351639.0715252476 3345672.7432259913, 351610.8215431443 3344916.4484438747, 351620.59174957976 3344841.823359539, 351628.6199944571 3344802.029489578, 351663.5900571094 3344683.1656054086, 351666.4160819708 3344671.4878490465, 351668.68448359444 3344647.0696498365, 351666.3885624191 3344626.8148054406, 351661.91647016193 3344609.360742397, 351629.4710555178 3344509.589931515, 351611.99440068327 3344434.6689605005, 351604.8155807173 3344395.0811620415, 351601.65354711877 3344360.648991028, 351603.1326740385 3344320.611328664, 351609.62494894455 3344252.681864824, 351607.5808389578 3344194.1796437833, 351603.31783742376 3344163.753071711, 351589.52043824625 3344104.634138527, 351584.92041492264 3344077.7594067454, 351565.0760840657 3343600.8101309766, 351551.146242579 3343155.373805583, 351530.8128116452 3342670.7829026184, 351528.93790190166 3342575.032262429, 351525.6195003623 3342521.9791643065, 351508.050467061 3342035.3558461363, 351509.3601189946 3341996.983376972, 351513.65569188586 3341958.681314551, 351521.0439966648 3341921.2241798076, 351531.1309690932 3341883.952207004, 351544.3167331504 3341847.9685039073, 351560.21322257875 3341813.056634198, 351578.62641156913 3341779.1083858497, 351599.7623661241 3341747.118648323, 351856.6052264702 3341407.7645228794, 352081.9525623008 3341088.130383959, 352318.1103800229 3340740.7541874223, 352369.2653369681 3340677.8779259017, 352386.63878803304 3340659.3536264985, 352454.1909120795 3340598.3632893716, 352478.28144582966 3340570.8806999708, 352521.4987781447 3340511.9918120787, 352537.5182464621 3340485.8372705635, 352567.9800095431 3340416.4784215824, 352581.75431587803 3340373.7264956855, 352601.6725727604 3340322.356502195, 352613.0842459891 3340297.261685374, 352645.86736761295 3340235.7423468735, 352749.4258103376 3340022.959029634, 352778.3229766075 3339951.6266381466, 352864.55608841905 3339703.2725092866, 352961.18806604075 3339440.0368514606, 353008.87017420295 3339325.6652273876, 353038.1609541229 3339261.8663424444, 353052.9401625158 3339214.7786225956, 353073.69423283724 3339103.206778953)"
vehicles_per_segment_combined_simp.2891,2891,17.0,"LINESTRING (352745.64349240524 3348327.116815995, 352759.39477984735 3348340.677334833, 352783.012114502 3348357.9848792977, 352798.0163315858 3348364.5448920354, 352808.1389657174 3348373.0551116015, 352821.0689388327 3348389.9523197147, 352828.10819004837 3348412.471420556, 352833.033724453 3348420.94074964, 352842.70951406844 3348432.006609714, 352911.2174646865 3348502.917115209, 353033.5510954997 3348619.329787542, 353299.87963347137 3348918.0468515186, 353574.3131232275 3349241.0486104595, 353649.6498592079 3349326.836838994, 353666.9081743527 3349343.7878506747, 353677.47465902707 3349349.632417797, 353698.64891977893 3349357.219511405, 353707.9943690249 3349365.2974833245, 353713.2148521439 3349374.3174735853, 353726.42793959705 3349390.9901471627, 353887.89004895266 3349578.27655904, 354051.44390019367 3349771.3014711966)"
vehicles_per_segment_combined_simp.2892,2892,26.0,"LINESTRING (351925.11596027995 3334391.4992918833, 351968.29155026714 3334342.060444963, 352015.3485844898 3334273.1430197344, 352051.9059106632 3334211.572413704, 352084.3765490126 3334139.8587232023, 352078.70714887907 3334121.9030017583)"
vehicles_per_segment_combined_simp.2893,2893,2.0,"LINESTRING (351927.33614270005 3337475.9709006026, 351930.1534760799 3337481.3091719644, 351924.518806719 3337470.6326298933, 351973.6715447169 3337486.81916124, 352639.56128997914 3337686.149745586, 352733.96123023995 3337722.1288151387, 352854.9686057119 3337774.157864629, 352932.4882528407 3337815.685653762, 353308.57763784094 3337926.824788351, 353306.81597479037 3337928.344806941)"
vehicles_per_segment_combined_simp.2894,2894,22.0,"LINESTRING (351927.33614270005 3337475.9709006026, 351930.1534760799 3337481.3091719644, 351941.14114563575 3337488.9205555427, 352051.75896683475 3337520.0195411867)"
vehicles_per_segment_combined_simp.2895,2895,14.0,"LINESTRING (353306.81597479037 3337928.344806941, 353308.57763784094 3337926.824788351, 353313.6091904836 3337935.736419094, 353322.7758566636 3337958.55992298, 353330.47120134754 3337986.613050587, 353315.25449177215 3338073.27953419, 353312.7445073147 3338101.690730614, 353313.50295226637 3338129.614850816, 353325.8898697043 3338263.6889511435, 353324.1918586016 3338287.9878442213)"
vehicles_per_segment_combined_simp.2896,2896,2.0,"LINESTRING (352119.3758637411 3338320.5046620625, 352111.2685295923 3338326.433567802, 352118.1059980255 3338312.0416777614, 352152.83494861843 3338201.609766682, 352329.733841914 3337604.070985342, 352051.75896683475 3337520.0195411867)"
vehicles_per_segment_combined_simp.2897,2897,12.0,"LINESTRING (352119.3758637411 3338320.5046620625, 352127.48320653674 3338314.5757627054, 352339.496821023 3337606.600089463, 352595.1970506245 3337682.0895961476)"
vehicles_per_segment_combined_simp.2898,2898,20.0,"LINESTRING (352051.75896683475 3337520.0195411867, 352595.1970506245 3337682.0895961476)"
vehicles_per_segment_combined_simp.2899,2899,7.0,"LINESTRING (352078.70714887907 3334121.9030017583, 352084.3765490126 3334139.8587232023, 352104.77257733094 3334087.373838012, 352126.39066067495 3334003.9453598433)"
vehicles_per_segment_combined_simp.2900,2900,2.0,"LINESTRING (352435.4305576193 3328938.841996883, 352810.74771542667 3328991.1285978765, 352904.55426138773 3329013.3752728463, 353152.90713879303 3329087.4334696173, 353236.47179398854 3329108.045884185, 353346.5428734734 3329128.4167504776, 354104.935631807 3329246.0407832838, 354520.06636369065 3329307.3901587636, 354599.35312266106 3329318.314569311, 354681.59678146103 3329326.872710568, 354763.63134582184 3329326.8989168108, 354844.76919342857 3329317.404625403, 354909.50051693467 3329306.464376872, 355199.85666982085 3329233.6951810834, 355665.28029655805 3329102.4382176567, 355753.43349634774 3329083.7693078523, 355821.93880565645 3329073.7827353925, 355890.7855744598 3329067.7826339584, 355959.87154707743 3329065.3269539066, 356029.0111359919 3329066.9723591404, 356149.49212308484 3329065.6196554084, 356298.57457665005 3329069.437383878, 356344.4901719664 3329071.72037099, 356391.20570129325 3329076.210060092, 356483.3204838121 3329087.756663372, 356615.66877624375 3329116.8481815406, 356909.01151090104 3329191.2906580735, 357360.25560359255 3329311.0258233566, 357395.53473177826 3329318.3281626618, 357430.88148952124 3329323.4128038827, 357466.58073341136 3329325.9435216817, 357502.4411624775 3329326.033642875, 357538.27004100854 3329323.685663738, 357622.0863740089 3329312.514590859, 357721.8436311767 3329289.1667660284, 358362.63951393845 3329105.8799691694, 358449.86602165777 3329082.3675469686, 358491.6723617482 3329072.519203125, 358603.74489377683 3329054.5636358606, 358641.41449711134 3329052.860742989, 358717.98707691836 3329055.425203381, 358749.4544111752 3329058.6794715845, 358846.4559488695 3329075.725318403, 359199.3094684339 3329146.6942460015)"
