id,Feature_ID,Vehicles_Per_Hour,geometry
vehicles_per_segment_combined_simp.81,81,10.0,"LINESTRING (329273.5957396369 3328504.4167694408, 329286.4379415385 3328518.0389780686, 329285.28674364835 3328505.9728006036, 329286.44200432335 3328499.635732041, 329291.39820453734 3328489.692159834, 329296.14938046836 3328485.184032013, 329306.6638085072 3328479.2562518325, 329335.0412473467 3328468.72808564, 329365.7357173144 3328458.385830519, 329541.54687328247 3328385.9315333897, 329623.2955964375 3328366.152901924, 329711.99898583326 3328347.1542877494, 329758.4755915425 3328341.003716021, 329756.6518312348 3328329.0587787824)"
vehicles_per_segment_combined_simp.82,82,197.0,"LINESTRING (329444.9617395735 3328879.7666852726, 329472.66133053147 3328950.0680689197, 329482.5774636906 3328992.70746975, 329488.37662090873 3329062.128480079, 329495.4160055091 3329112.018491849, 329501.37737038196 3329135.8725050455, 329519.59604629106 3329191.686902858, 329546.70277517615 3329254.9024039637, 329547.1828517639 3329257.8882611715)"
vehicles_per_segment_combined_simp.83,83,6.0,"LINESTRING (331226.2660039539 3326985.534781194, 331211.43686915224 3326974.3431709376, 331405.61321155773 3327060.060064407, 331813.1702216425 3327226.7760578413, 331876.3085723167 3327256.853704446, 332175.23459211714 3327383.113044287, 332266.4804720618 3327422.7422498926, 332329.5994838414 3327451.7140446254, 332455.71850413876 3327501.9002392148, 332676.10592937167 3327600.5431429227, 332711.0300993293 3327614.4247265933, 332726.50518689037 3327617.515610562, 332765.0835257178 3327618.0386557626, 332772.8126482479 3327619.0299588833, 332805.79173147725 3327631.8327483637, 332819.4563978537 3327642.711446146, 332827.21912590717 3327645.919480905, 333125.8203476637 3327752.253459787, 333568.65618070296 3327896.3251064043, 333688.9128206068 3327942.178947115, 333713.09660218935 3327947.3569157524, 333744.9756708349 3327951.310217303, 333808.8173138049 3327964.758817665, 333876.3810964549 3327969.2828837973, 333875.4678006522 3327969.4629437784)"
vehicles_per_segment_combined_simp.84,84,244.0,"LINESTRING (331226.2660039539 3326985.534781194, 331255.629862365 3327007.589980734, 331395.4262871891 3327068.6413343283)"
vehicles_per_segment_combined_simp.85,85,26.0,"LINESTRING (331226.2660039539 3326985.534781194, 331211.7311912328 3326974.6712470273, 331406.0022392309 3327060.275835521, 331813.37656827073 3327227.659795103, 331876.32209886156 3327257.7403841084, 332175.62190428475 3327383.2180065596, 332267.3481232468 3327422.729043578, 332329.89207281906 3327451.9313138304)"
vehicles_per_segment_combined_simp.86,86,189.0,"LINESTRING (331226.2660039539 3326985.534781194, 331211.7311912328 3326974.6712470273, 331343.3773259433 3327032.410105508, 332099.78148390865 3327354.7734392807)"
vehicles_per_segment_combined_simp.87,87,327.0,"LINESTRING (338118.145991901 3327394.8151710853, 338101.16253483295 3327372.6161188013, 338502.4641808985 3327417.5002000993, 338536.28580577334 3327428.552543)"
vehicles_per_segment_combined_simp.88,88,10.0,"LINESTRING (338118.145991901 3327394.8151710853, 338101.16253483295 3327372.6161188013, 338314.31276834174 3327395.8706712467, 338977.4165645471 3327474.73587736)"
vehicles_per_segment_combined_simp.89,89,18.0,"LINESTRING (338118.145991901 3327394.8151710853, 338095.85411300085 3327398.523798591, 338500.1617883472 3327438.042452363, 338505.50943865173 3327441.068072062, 338514.3416365845 3327451.580893194, 338520.78323506913 3327463.459033146, 338524.6365622206 3327476.3728142753, 338525.299891958 3327495.319608071, 338506.07881144766 3327677.295630869, 338517.2160929793 3327680.6243968247)"
vehicles_per_segment_combined_simp.90,90,0.0,"LINESTRING (338536.28580577334 3327428.552543, 338567.87045807135 3327426.1863949248, 338575.520993736 3327283.6233920236, 338649.48676194553 3326599.108983955, 338658.73662872694 3326559.0652237376, 338675.2981133292 3326498.073438326, 338679.85807537474 3326460.4263344505, 338680.2916463757 3326410.9779699245, 338677.7739350654 3326377.3144250643, 338679.2846383906 3326355.3427238734, 338721.08231463574 3325969.2831827546, 338739.6264797647 3325780.001742809, 338725.68921466393 3325766.9449391486)"
vehicles_per_segment_combined_simp.91,91,158.0,"LINESTRING (338536.28580577334 3327428.552543, 338580.84345752595 3327449.4979920983, 339312.256311186 3327525.054626754, 339362.2577840433 3327526.1547351363)"
vehicles_per_segment_combined_simp.92,92,5.0,"LINESTRING (338536.28580577334 3327428.552543, 338596.00794556265 3327451.2712916727, 338866.448258959 3327482.344202495, 339092.71433100465 3327506.086936978, 339598.1600109129 3327565.564259155, 339639.41773226653 3327540.1020546444)"
vehicles_per_segment_combined_simp.93,93,5.0,"LINESTRING (338536.28580577334 3327428.552543, 338504.22705249384 3327419.3589308327, 338514.4230612494 3327417.6575178816, 338523.9052721988 3327413.3060108405, 338531.9138324485 3327407.0915394495, 338537.96023116796 3327398.5778310667, 338541.7714961788 3327388.8774497434, 338547.7298048476 3327361.1868166327, 338555.44857908296 3327308.860197682, 338634.03351655224 3326597.4506288925, 338635.4824181904 3326571.2672619503, 338631.48521159025 3326495.832437862, 338634.086900173 3326462.7590922634, 338655.63245733036 3326386.5069836564, 338660.86173718213 3326355.058047446, 338704.8632569435 3325954.887388847, 338718.99106581794 3325839.5008837655, 338724.1688750071 3325778.121548326, 338908.6906718792 3325800.366885143, 339380.83374035056 3325852.2328186817, 339774.30979109334 3325892.956586895, 339820.31175010686 3325899.715532604, 340874.38906377007 3326022.1348684696, 340844.9777068092 3326023.8896551984)"
vehicles_per_segment_combined_simp.94,94,139.0,"LINESTRING (338536.28580577334 3327428.552543, 338433.5038526479 3327409.753348483, 338977.4165645471 3327474.73587736)"
vehicles_per_segment_combined_simp.95,95,54.0,"LINESTRING (338536.28580577334 3327428.552543, 338502.4641808985 3327417.5002000993, 338520.1954295073 3327403.604974342, 338532.6770855532 3327386.7935638665, 338536.218626893 3327378.4274141914, 338544.55959588964 3327329.0847990653)"
vehicles_per_segment_combined_simp.96,96,20.0,"LINESTRING (338536.28580577334 3327428.552543, 338567.4197041186 3327388.8342670673, 338581.1646723909 3327181.7742454344)"
vehicles_per_segment_combined_simp.97,97,42.0,"LINESTRING (330608.3195386391 3326423.154662573, 330633.5977913235 3326471.3601451186, 330794.56122571067 3326641.6102489387, 330803.85832050047 3326654.6600387557)"
vehicles_per_segment_combined_simp.98,98,208.0,"LINESTRING (330608.3195386391 3326423.154662573, 330628.7883289031 3326465.8909674063, 330692.8734116794 3326531.977669178)"
vehicles_per_segment_combined_simp.99,99,4.0,"LINESTRING (330608.3195386391 3326423.154662573, 330588.5880004318 3326366.400830054, 330701.9069526784 3326366.6555326222, 330814.18002766103 3326361.606108314, 330915.39110607025 3326339.544004085, 330943.477432588 3326347.316997777, 330969.3000896594 3326301.800551581, 331036.0999389775 3326255.6560927616, 331095.34321411507 3326219.8270592913, 331157.9899792144 3326179.511805247, 331274.2778275739 3326108.9977528756, 331341.00591482973 3326070.6166612566, 331334.6940480103 3326074.0944744097)"
vehicles_per_segment_combined_simp.100,100,10.0,"LINESTRING (330608.3195386391 3326423.154662573, 330589.7671293231 3326367.8239084785, 330580.11232895043 3326178.8427510583, 330755.3948736639 3326169.6097942353, 330798.4037714633 3326169.3930985453, 330820.32109831105 3326171.052257516, 330885.1217324174 3326189.458789319, 330976.85728955176 3326222.308108044, 330966.66198679665 3326258.241526481)"
vehicles_per_segment_combined_simp.101,101,83.0,"LINESTRING (330608.3195386391 3326423.154662573, 330646.0629786217 3326359.9746879744, 330743.7013742629 3326356.4797101635)"
vehicles_per_segment_combined_simp.102,102,216.0,"LINESTRING (330692.8734116794 3326531.977669178, 330794.2753890131 3326641.8363591544, 330806.7245532805 3326661.267723388, 330803.85832050047 3326654.6600387557)"
vehicles_per_segment_combined_simp.103,103,8.0,"LINESTRING (330692.8734116794 3326531.977669178, 330731.4944027256 3326472.184622786, 330770.285970472 3326461.168094456, 330743.7013742629 3326356.4797101635)"
vehicles_per_segment_combined_simp.104,104,213.0,"LINESTRING (334356.10881965765 3328269.362325805, 334359.35505622916 3328276.85195608, 334397.75904610014 3328310.8627243517, 334413.29919315234 3328318.389287512, 334429.7666400509 3328323.463028218, 334446.86720840796 3328325.7557939496, 334464.1172604313 3328325.163996343, 334510.52198242437 3328301.823781594)"
vehicles_per_segment_combined_simp.105,105,145.0,"LINESTRING (327511.2930785242 3321854.4563266626, 327580.0215794268 3321795.826466766, 327691.965830839 3321809.932473529, 327810.93063540955 3321828.808065732, 327838.6795979274 3321838.7964672, 327858.96019270015 3321843.1642301152)"
vehicles_per_segment_combined_simp.106,106,3.0,"LINESTRING (327511.2930785242 3321854.4563266626, 327529.76461321337 3321802.5978692006, 327543.25047061365 3321813.5843656636, 327568.33624373464 3321838.358416189, 327575.2751041036 3321850.223220271, 327578.65718517767 3321862.919602332, 327578.97043121257 3321882.9808307122, 327561.6252544967 3322082.0282648904, 327562.5679849141 3322100.6938875746)"
vehicles_per_segment_combined_simp.107,107,92.0,"LINESTRING (327511.2930785242 3321854.4563266626, 327553.1976208447 3321814.2050595228, 327605.7202464846 3321841.3223194345, 327619.901934873 3321853.628389198, 327633.08312724496 3321869.8302802914, 327748.518532914 3322039.754915732, 327737.9416024152 3321997.700169993)"
vehicles_per_segment_combined_simp.108,108,6.0,"LINESTRING (327511.2930785242 3321854.4563266626, 327608.2847711722 3321838.7324448177, 327617.3970953736 3321847.680916099, 327748.518532914 3322039.754915732, 327854.04222535045 3322186.7757277717, 327911.88049553265 3322276.559535808, 327960.40469907125 3322356.8437074623, 327966.7436706369 3322373.596012176, 327969.9478219225 3322387.2930195504, 327993.6747106466 3322634.5898957457, 327995.1132803634 3322623.702965814)"
vehicles_per_segment_combined_simp.109,109,115.0,"LINESTRING (340810.50765501516 3331991.085513661, 340813.92392872076 3331965.206588285, 340883.860503018 3331855.999280995, 340981.294595601 3331701.9417811288)"
vehicles_per_segment_combined_simp.110,110,66.0,"LINESTRING (340810.50765501516 3331991.085513661, 340824.1758201014 3332014.2784036114, 340915.16241283086 3331861.0894309734)"
vehicles_per_segment_combined_simp.111,111,100.0,"LINESTRING (340810.50765501516 3331991.085513661, 340813.92392872076 3331965.206588285, 340890.5628661389 3331846.2578676012, 340981.294595601 3331701.9417811288, 341021.29360628745 3331635.182712431, 341041.4162340268 3331600.3049106672)"
vehicles_per_segment_combined_simp.112,112,6.0,"LINESTRING (329631.14266632963 3325600.376095412, 329426.510645777 3325562.8320676615, 329642.0117113751 3325571.6956176125, 329663.0781355654 3325574.363463401, 329684.85031984013 3325579.0159614393, 329706.1968520691 3325587.333514433, 329725.3632792792 3325598.1237294264, 329743.50666682736 3325611.3687302233, 329761.79776467656 3325627.937331696, 329774.2983401551 3325644.262761262, 329787.3853510425 3325667.341719441, 329814.15872858936 3325727.348145605, 329827.07325143006 3325751.76014579, 329841.4534913483 3325771.1607607603, 329970.7703026232 3325914.0621990776, 330128.3440207544 3326075.930368209, 330172.9408266512 3326128.678642546, 330508.80526549136 3326490.018196348, 330653.8695697492 3326648.426937476, 330711.7014118412 3326709.2884169533, 330855.79821644735 3326855.29790003, 330886.1443180983 3326878.4457186228, 330900.07222487114 3326887.433518911, 330939.51255882496 3326906.229227068, 331009.403301204 3326948.7259073798, 331087.87866158737 3326985.1049304255, 331089.0380972938 3326997.8361987444, 331090.9310330283 3327001.798192085, 331096.3049115323 3327006.372008134, 331005.81960746745 3326892.6074684225)"
vehicles_per_segment_combined_simp.113,113,386.0,"LINESTRING (329631.14266632963 3325600.376095412, 329820.14676503744 3325765.392178704, 329926.8531275366 3325880.48324076, 329945.9594416125 3325879.606530261)"
vehicles_per_segment_combined_simp.114,114,0.0,"LINESTRING (329631.14266632963 3325600.376095412, 329480.1068352016 3325579.741087112, 329471.99437990715 3325616.4509822037, 329495.4100057282 3325633.8268171465, 329502.2281246333 3325638.155874772, 329515.77866846725 3325641.2722294577, 329565.00546996517 3325643.837135517, 329608.4811497915 3325648.7083617607, 329662.6659494192 3325660.0660385005, 329684.9628748165 3325667.481967256, 329720.92999986745 3325685.7730191895, 329792.2076113826 3325742.3207110963, 329827.3811403867 3325771.710512678, 329860.7799810759 3325811.1053572027, 329926.4588992034 3325879.9350128593, 330032.2840817992 3325988.0562831336, 330094.0529195339 3326053.62125108, 330124.48912946193 3326088.62798866, 330435.4023205206 3326426.403893216, 330479.4708774718 3326470.0707395286, 330513.8635728756 3326511.6692730426, 330678.58063914906 3326687.624851508, 330725.6417051042 3326737.898289196, 330777.48890783684 3326785.8811986097, 330734.66523711244 3326823.122979016, 330758.9272056149 3326895.9189347792, 330788.1965749548 3326980.8328064587, 330680.6939461923 3327013.524961164, 330656.63599695155 3326954.0293884496, 330640.495050019 3326907.7155813784, 330620.22501905623 3326843.727410555, 330616.2323040123 3326834.919850376, 330617.0942258785 3326828.2549177813, 330765.0137768283 3327066.097485454)"
vehicles_per_segment_combined_simp.131,131,46.0,"LINESTRING (340343.28263538715 3331067.4383466872, 340345.49472908 3331154.206758826, 340377.2225240064 3331361.2695626984)"
vehicles_per_segment_combined_simp.132,132,376.0,"LINESTRING (340273.8134090381 3332855.9520934974, 340270.8394120233 3332836.9833702208, 340401.44919908943 3332625.90095008, 340396.3901894915 3332653.651911812)"
vehicles_per_segment_combined_simp.133,133,33.0,"LINESTRING (331395.4262871891 3327068.6413343283, 331721.3984274419 3327203.454987245, 332143.3832687556 3327387.4782710727, 332253.82530198136 3327440.229124716)"
vehicles_per_segment_combined_simp.134,134,211.0,"LINESTRING (331395.4262871891 3327068.6413343283, 331501.2999890873 3327112.2534726183, 331536.6553512764 3327128.896444627, 332039.3467628964 3327343.8322698832)"
vehicles_per_segment_combined_simp.261,261,26.0,"LINESTRING (328430.67839150224 3328671.1691056914, 328412.5812132355 3328673.0773599404, 328463.2678808111 3328658.7626126404, 328520.8542611376 3328654.0966419047, 328535.7476180091 3328656.968964928, 328573.19658677396 3328678.0043807263, 328549.0216692059 3328659.071623969)"
vehicles_per_segment_combined_simp.115,115,0.0,"LINESTRING (329631.14266632963 3325600.376095412, 329485.3437940201 3325544.1842847457, 329489.35950093943 3325492.0170812528, 329488.0445465001 3325344.5910545904, 329494.8160919816 3325283.5123143867, 329501.55822330114 3325158.134153675, 329497.2214005626 3325127.1598724206, 329495.4908776026 3325015.216143406, 329502.04008453555 3324939.728849922, 329501.71456798614 3324918.67013279, 329493.7309903811 3324838.9730223734, 329488.263326351 3324734.8474297067, 329480.91354234633 3324696.159407965, 329457.53502972 3324618.9175478956, 329443.5719625157 3324589.200732332, 329425.7001369387 3324556.218514455, 329374.6513365847 3324436.168557635, 329359.5349366713 3324394.274863621, 329343.71126802283 3324369.0214025527, 329325.73595036555 3324329.3892065277, 329294.6066874374 3324250.0502852695, 329263.5627744738 3324176.2532055597, 329253.3875150978 3324142.043493443, 329252.89009474264 3324109.90125186, 329260.57454654516 3324045.4824618734, 329263.1285590861 3323961.1879462013, 329274.3792209561 3323877.8675016044, 329278.8581516186 3323855.625842782, 329315.8218461465 3323750.8439487903, 329339.9703618399 3323690.605110495, 329400.8275620231 3323508.959560266, 329406.3791353592 3323431.270579835, 329421.3523727816 3323339.0239784503, 329433.3983607626 3323244.605431376, 329435.5380115955 3323195.7932604197, 329433.0438983093 3323159.2474778956, 329426.5378421342 3323112.7861546637, 329399.3037749533 3322973.5214599315, 329346.31248735986 3322728.227870704, 329328.93959848536 3322665.3053554245, 329317.6962098802 3322624.4604050266, 329310.27644288365 3322581.3391112713, 329243.34223694925 3322183.2725301078, 329222.81739465275 3322103.769655515, 329210.86581698235 3322079.564974202, 329168.14755765337 3321875.13192362, 329138.56764956244 3321709.2972526564, 329129.94217539707 3321650.674095948, 329133.47464317037 3321629.555747999, 329073.55356388696 3321311.201792087, 328989.59602410684 3321060.845726673, 328954.1385230098 3320889.5593634862, 328935.50485885155 3320807.810381431, 328930.8567277478 3320756.8860629564, 328929.9127310271 3320695.926850422, 328932.25748833554 3320660.414860118, 328945.23437776044 3320563.7644280344, 328954.9877526874 3320508.1826840104, 328974.1993103111 3320440.2597822645, 329000.06101308647 3320365.582321564, 329070.295385733 3320102.862728133, 329081.04897209106 3320049.4829503493, 329114.9093782026 3319930.3376734443, 329119.23595439835 3319898.1209996603, 329128.4890436058 3319872.4798260704, 329134.1231807934 3319862.415194793, 329150.3693720978 3319852.1864901977, 329159.01768243336 3319849.8355584005, 329180.0190429133 3319835.0989375026, 329188.5817114096 3319827.2062936528, 329191.3559888386 3319819.4031269504, 329208.2244311066 3319786.9926593276, 329244.06237269926 3319733.225474563, 329271.2693324795 3319682.9176021256, 329314.67188136315 3319619.0563346595, 329377.28451762773 3319549.3556265547, 329409.4874641042 3319510.0571455653, 329491.6774542803 3319395.710628156, 329502.03345255577 3319378.921725165, 329555.3674716512 3319270.564029963, 329590.78170369787 3319189.0895359865, 329592.57457809884 3319180.19302665, 329591.4901769332 3319172.449485507, 329585.74348598556 3319112.673226424, 329579.76675039943 3319100.570680465, 329560.3170364116 3319090.893093163, 329472.0760170883 3319063.430246226, 329583.0949440467 3318940.879770973, 329686.9100901665 3318851.6997870663, 329756.3687576883 3318787.4392780205, 329882.99675132334 3318487.274947028, 329902.6105721196 3318444.846159941, 329929.84109784715 3318395.6486235405, 329943.1104065364 3318379.9240487954, 329956.4479375337 3318368.6328631826, 330121.7504842045 3318260.774431901, 330169.4149813346 3318222.349693626, 330201.7780086291 3318193.0289744423, 330220.7861325175 3318173.8908404927, 330233.10826554394 3318159.289806639, 330271.12480622495 3318121.013694688, 330293.9076411566 3318096.274750822, 330467.3710264101 3317890.739834991, 330560.99385074736 3317765.1416751733, 330620.4759284324 3317678.8682838953, 330660.81325522775 3317602.865796269, 330774.44837746484 3317397.1443008156, 330783.72471398104 3317372.6132116294, 330802.10797452205 3317312.4676778284, 330811.18101362255 3317274.6365574384, 330834.62547537195 3317166.743991567, 330858.22197098326 3317005.636527788, 330856.2242361269 3317001.2326856847, 330856.8841600375 3316981.2678456134, 330950.3991122383 3316468.775502922, 330955.0040652944 3316454.293398991, 330984.1070143472 3316400.6361956093, 331022.3696877605 3316314.689939953, 331038.8263441402 3316254.5745010306, 331047.5459376289 3316193.468642425, 331053.04898739315 3316111.3486151393, 331062.66620451515 3316045.794710651, 331072.58877830335 3315937.0009925375, 331077.07573309133 3315914.7606163826, 331101.23710470233 3315853.419160389, 331168.35513261193 3315697.191928006, 331174.9416591411 3315686.005519007, 331188.31762419397 3315676.9327369547, 331192.9063858342 3315661.342441752, 331233.93371330295 3315566.4863564554, 331278.737738394 3315466.0299453666, 331314.9748483491 3315373.464480614, 331335.6162216435 3315334.349213071, 331378.0502812135 3315268.2957908865, 331377.898322157 3315258.3207849483, 331372.8869741581 3315246.2026253194, 331363.01621849975 3315231.941317836, 331368.722545931 3315226.311426453, 331342.2081803765 3315196.7834280003, 331442.19649769546 3315106.5731227435, 331500.1925058807 3315048.0434629056, 331625.4670192866 3314906.455030827, 331658.82601742295 3314878.232979756, 331691.25372828235 3314852.242376556, 331754.33087452827 3314810.2658041413, 331970.9263354762 3314706.094819752, 332047.5177298011 3314663.9149404787, 332193.97955136443 3314581.875918281, 332329.8432146881 3314501.108048309, 332379.56302831986 3314469.3148639086, 332534.5656039575 3314377.174132568, 332628.2332893942 3314314.785820331, 332968.082828884 3314060.223464052, 332997.6536759004 3314036.4972957536, 333021.4165857126 3314011.7502103182, 333037.5246259575 3313991.552910116, 333128.182299876 3313857.157013645, 333159.4006668988 3313814.5606853575, 333250.6454253048 3313718.9573630667, 333274.3595470055 3313690.885909513, 333326.34757392085 3313616.9373304006, 333601.5762335619 3313171.5861013457, 333827.27778529143 3312834.5175852957, 333866.02508076234 3312778.507853392, 333944.2370510311 3312649.8495561234, 333959.2672472298 3312621.910010916, 333975.1798279312 3312588.4144135336, 334060.43949812 3312349.90306276, 334107.867554088 3312164.06172862, 334145.391307998 3312026.0374428737, 334161.07322458853 3311977.0257116663, 334182.5145416843 3311925.7106998707, 334211.530106621 3311864.305317402, 334279.1335823201 3311735.808876794, 334431.45853249717 3311460.8248032317, 334464.30553133227 3311397.145915916, 334496.95435018116 3311320.1673215316, 334519.00013610045 3311244.455706951, 334534.45342613093 3311179.928219906, 334546.8120049952 3311102.1441762205, 334571.0832660626 3310916.6515889517, 334581.2138782416 3310818.946727093, 334582.466878257 3310773.476882303, 334579.1367167806 3310615.001849635, 334580.1913707706 3310556.232207019, 334581.4940820219 3310514.087331826, 334596.3837381451 3310282.175350323, 334596.8367957866 3310247.8031183346, 334587.29080736265 3309996.301595065, 334589.72465127404 3309965.2255217414, 334595.0552382445 3309934.1062472234, 334612.7069699683 3309887.283347347, 334703.5434452015 3309696.3649539454, 334728.7887470548 3309640.5606437223, 334737.99886619096 3309610.4922398375, 334745.27783189155 3309580.4526201235, 334756.67488896055 3309502.683511207, 334756.6333279575 3309435.061882335, 334744.6080437293 3309341.0133149186, 334696.47331495804 3309092.3042080197, 334659.0671527728 3308915.4918488627, 334646.4385354229 3308845.840710355, 334641.7334124142 3308789.3742211484, 334643.3915858002 3308706.2074354393, 334658.544223448 3308556.325925775, 334664.693041358 3308515.217563567, 334709.77513383474 3308299.485263267, 334779.75487211277 3307939.2699525696, 334792.7727702837 3307840.4144383227, 334796.0913866956 3307803.782607447, 334797.6689355575 3307715.0744497674, 334796.29227798665 3307557.6796670114, 334790.895052559 3307454.664095985, 334778.90217145195 3307362.8322836882, 334775.1964596842 3307308.568102798, 334774.05823433277 3307232.094555501, 334778.7479155732 3307157.751393269, 334791.65179313935 3307051.137839371, 334796.65510967013 3306997.8526358367, 334799.72682583786 3306944.5961833647, 334799.4486965165 3306796.0536819873, 334794.32492103364 3306646.474751594, 334765.63374857296 3306406.344881364, 334762.69599043153 3306338.766653162, 334778.4451666534 3306033.679406165, 334810.7191117976 3305605.2969876816, 334824.21313019475 3305473.1783048813, 334838.54173572705 3305332.1788399755, 334843.8926912033 3305302.168320188, 334848.5248525144 3305288.796804431, 334883.1788051609 3305215.117116224, 334970.5128476273 3305045.3193270233, 335038.2052067706 3304919.0475765136, 335072.9275240236 3304849.8018567027, 335091.606284659 3304806.2910779947, 335118.4531155794 3304727.1854756083, 335170.15019946964 3304564.56997298, 335188.38606561546 3304491.1351215933, 335238.5868585878 3304162.2597836484, 335253.7122107268 3304074.460114465, 335357.393610218 3303637.263979958, 335381.8539232882 3303527.15542711, 335387.05985401757 3303487.17060156, 335389.21972099727 3303437.253956557, 335386.3519811294 3303374.1091888156, 335365.4840936038 3303204.8103887257, 335355.2130107793 3303098.5419133953, 335353.5082600913 3303048.6825166866, 335354.2774774233 3303035.368554655, 335350.28148659854 3303026.559350903, 335348.21783605334 3303017.72153153, 335349.0527042961 3303008.840787381, 335353.7522728561 3302999.9028115785, 335360.4170238201 3302993.15283249, 335370.0131318525 3302988.5765471854, 335379.65847711265 3302987.3251835885, 335389.3530508808 3302989.3987414245, 335397.148086614 3302993.7175239963, 335423.30043246876 3302997.7645633835, 335441.64134413935 3302996.384541143, 335463.7977523563 3302991.6224435056, 335483.9398291608 3302981.34746341, 335537.65220860665 3302953.9477036754, 335612.37500843103 3302909.6093723, 336132.82984241354 3302618.1397717264, 336206.6725458801 3302579.3614044064, 336280.46679245867 3302537.258649267, 336436.78547258157 3302455.14338322, 336528.9232655687 3302411.664058074, 336726.77691916726 3302327.8340893243, 336775.69665816985 3302302.7281379304, 336852.5072549615 3302268.34491907, 336941.9281068358 3302237.1029737694, 337191.35535332235 3302176.913403879, 337350.46057652053 3302152.4146961053, 337555.8326665071 3302119.4826979465, 337609.0569150169 3302124.2480929787, 337692.33162792004 3302135.226341338, 338100.6980373296 3302171.3983332007, 338138.46188676974 3302176.3913041423, 338718.2310513441 3302303.2086934755, 338792.919327182 3302322.079244063, 338824.0311232952 3302334.930604542, 338860.1184650887 3302357.6866831905, 339003.7247512647 3302464.2421982326, 339013.3386872667 3302460.777439105, 339031.77683860064 3302466.053152774, 339043.4836107128 3302473.6433751383, 339050.35933988664 3302481.303530675, 339067.15373739426 3302506.5565380384, 339065.55185430293 3302930.0363402152, 339063.403767976 3303048.679675306, 339059.3716614066 3303170.675885372, 339058.40551602445 3303170.6898717815)"
