id,Feature_ID,Passengers_Per_Hour,geometry
passenger_flow_mpp.149,149,1115.0,"LINESTRING (325091.01324804017 3319391.6663054945, 325145.7888696783 3319295.3204819164)"
passenger_flow_mpp.150,150,1116.0,"LINESTRING (340187.0312529569 3330105.36699858, 340189.66842491215 3330087.813428322)"
passenger_flow_mpp.151,151,1117.0,"LINESTRING (340410.2065928705 3327617.6265020985, 340422.6597615954 3327631.968247553)"
passenger_flow_mpp.152,152,1118.0,"LINESTRING (334555.7678086559 3318925.791987704, 334580.19524955295 3318903.8823122694, 334582.25836845534 3318893.43080881, 334586.6002241401 3318886.9360864647, 334606.8866622564 3318869.006158608, 334635.06128697295 3318849.406259243, 334667.09553942655 3318823.3189648227, 334682.19201403717 3318810.398873437)"
passenger_flow_mpp.153,153,1119.0,"LINESTRING (340568.83271994087 3327665.2152761808, 340751.59372808866 3327688.290906884)"
passenger_flow_mpp.154,154,1120.0,"LINESTRING (330806.2883023865 3327078.8891050727, 330805.04351444053 3327098.30895594, 330807.46057181584 3327117.5617311723, 330819.70963465195 3327174.2455856977, 330829.13894425135 3327229.420674512)"
passenger_flow_mpp.155,155,1122.0,"LINESTRING (329521.33295674424 3336517.386557905, 329527.2744687811 3336477.380086708, 329548.4185168942 3336374.6139198053, 329574.8872681265 3336211.3445473197, 329610.0397206867 3335961.7996493024)"
passenger_flow_mpp.156,156,1128.0,"LINESTRING (336465.25373896654 3328228.0959393717, 336595.50828435924 3328276.7410580907)"
passenger_flow_mpp.157,157,1130.0,"LINESTRING (335521.868457538 3330219.3081186567, 335576.3426262242 3330284.3446176746)"
passenger_flow_mpp.158,158,1131.0,"LINESTRING (325157.26597569825 3323530.6976975705, 325259.1317022032 3323493.940314487, 325266.9079608974 3323490.7750743944)"
passenger_flow_mpp.159,159,1134.0,"LINESTRING (338827.56660062855 3331508.7207244015, 338855.28543820564 3331489.2096114857, 338865.62394843146 3331477.750772041)"
passenger_flow_mpp.160,160,1137.0,"LINESTRING (333613.1246037277 3324510.779587649, 333621.01958663017 3324522.633311575, 333626.1966348219 3324539.738415677)"
passenger_flow_mpp.161,161,1145.0,"LINESTRING (333692.2455535111 3334999.60798441, 333730.78164623166 3334979.9568156367)"
passenger_flow_mpp.162,162,1146.0,"LINESTRING (341219.24369977927 3332715.1656854064, 341342.0290886697 3332802.1894579777, 341449.9728403179 3332882.6662372854)"
passenger_flow_mpp.163,163,1147.0,"LINESTRING (331381.0848119203 3322072.705149164, 331405.2233905444 3322067.6804163773, 331418.16838388966 3322075.1321174204)"
passenger_flow_mpp.164,164,1148.0,"LINESTRING (336390.1069696601 3331376.7477784897, 336723.21959917655 3331272.0950635984, 336732.794136035 3331267.7403859315, 336748.72354928695 3331256.4182166625)"
passenger_flow_mpp.165,165,1153.0,"LINESTRING (334898.11655758624 3318506.471901148, 334911.32752380765 3318447.6310031363)"
passenger_flow_mpp.166,166,1154.0,"LINESTRING (330768.8137059297 3323718.8201559195, 330835.83038668765 3323773.8881661026)"
passenger_flow_mpp.167,167,1155.0,"LINESTRING (340432.98489911243 3327299.5842200257, 340476.1834190107 3326939.897497092, 340507.6347023914 3326641.130075239)"
passenger_flow_mpp.168,168,1158.0,"LINESTRING (335028.8468653682 3329818.833913041, 335117.57728230464 3329763.405510723, 335180.62456601654 3329729.458794128)"
passenger_flow_mpp.169,169,1159.0,"LINESTRING (338642.86319333396 3331646.1105608474, 338643.011001416 3331645.08185368, 338651.02660086966 3331632.991709735, 338827.56660062855 3331508.7207244015)"
passenger_flow_mpp.170,170,1161.0,"LINESTRING (327528.3164153592 3318130.1971911355, 327532.3731699694 3318111.8416916323, 327536.7473838017 3318101.4633043013, 327561.7739591264 3318060.054078572)"
passenger_flow_mpp.171,171,1163.0,"LINESTRING (327807.7025159969 3327350.3819260257, 327860.5458450535 3327066.3008424356, 327880.5002759376 3326973.1967195803, 328006.1820333599 3326338.3176532555)"
passenger_flow_mpp.172,172,1164.0,"LINESTRING (338734.437109606 3325814.2214131514, 338746.0768247764 3325805.6260946095, 338755.29398662323 3325802.830748527, 338779.23140964017 3325804.2544244, 338970.3478138405 3325829.064889679)"
passenger_flow_mpp.173,173,1166.0,"LINESTRING (333444.5791128448 3335184.9624344963, 333449.70221057755 3335196.5118969185)"
passenger_flow_mpp.174,174,1167.0,"LINESTRING (326124.59265392425 3325449.8783187135, 326231.43826082663 3325577.129049631, 326237.5912126986 3325588.118493707, 326244.1678987554 3325607.6377906245, 326253.5866357004 3325623.8972556805, 326271.9706208517 3325646.002136855, 326280.98574299563 3325667.2568588937, 326323.03181417246 3325715.929016089, 326336.8932032073 3325726.464508694, 326459.3771202087 3325873.3155236775, 326520.76015260455 3325943.524204101, 326592.23702387116 3326030.0931400387, 326606.4870165845 3326059.2479459876, 326619.19882602064 3326076.4536623713, 326624.5960285703 3326082.3554371353, 326663.66749286116 3326113.7807499794, 326702.1276581484 3326155.415265033)"
passenger_flow_mpp.175,175,1169.0,"LINESTRING (341170.10056459066 3333936.7346294485, 341186.5705061428 3333942.8155048313)"
passenger_flow_mpp.176,176,1170.0,"LINESTRING (327225.6938185184 3320336.7584037534, 327230.54039172473 3320325.818089623, 327230.7604748156 3320321.3801478795, 327232.207356184 3320225.4503763607)"
passenger_flow_mpp.177,177,1171.0,"LINESTRING (336613.42648691 3328283.4327486674, 336688.2897900932 3328331.8762304424, 336828.0990800457 3328385.2279298613, 337045.11890002945 3328468.0467426674)"
passenger_flow_mpp.178,178,1174.0,"LINESTRING (329488.5108832035 3325630.4967735796, 329502.3279744105 3325638.376054845, 329516.08335752576 3325642.265276359)"
passenger_flow_mpp.179,179,1176.0,"LINESTRING (338396.55213218054 3325704.65348829, 338411.2704673654 3325715.301737046, 338424.86483642133 3325721.64306687, 338493.6399010987 3325742.3633914106, 338550.528387152 3325754.833071677, 338656.41961468547 3325768.1378908367, 338739.38177518186 3325776.4579166113, 338939.81798156153 3325805.45498235, 339023.05583187076 3325812.886234455, 339029.03045773634 3325812.577297506, 339038.3359989618 3325809.226620116)"
passenger_flow_mpp.180,180,1184.0,"LINESTRING (327325.57745595864 3318521.975215344, 327392.49820079026 3318320.227699479)"
passenger_flow_mpp.181,181,1191.0,"LINESTRING (330938.99110870296 3331457.1074191206, 330939.0181032197 3331428.121025219)"
passenger_flow_mpp.182,182,1192.0,"LINESTRING (332362.2988013268 3326469.658521225, 332597.21227901755 3326691.5783818043)"
passenger_flow_mpp.183,183,1193.0,"LINESTRING (339038.3359989618 3325809.226620116, 339125.68305903015 3325820.7003337094)"
passenger_flow_mpp.184,184,1195.0,"LINESTRING (336186.5487432444 3328929.314043962, 336192.0542436718 3328878.1264313413)"
passenger_flow_mpp.185,185,1196.0,"LINESTRING (337928.0583731601 3329848.0552519406, 337931.6471045169 3329862.6356204306, 337940.2721614494 3329878.804720718, 337948.8446763748 3329887.737820302)"
passenger_flow_mpp.186,186,1197.0,"LINESTRING (336378.3429774899 3326452.485945195, 336494.9614370765 3326518.6826743484)"
passenger_flow_mpp.187,187,1198.0,"LINESTRING (330506.3287946348 3326332.7072832333, 330549.04705728334 3326378.870702969, 330566.4035519647 3326378.71479558, 330596.4821577802 3326365.503492805)"
passenger_flow_mpp.188,188,1204.0,"LINESTRING (331118.0510161856 3333940.329487488, 331122.2754372219 3333958.113425593)"
passenger_flow_mpp.189,189,1205.0,"LINESTRING (340196.04303095443 3333280.720819765, 340207.27051816625 3333290.9471585834)"
passenger_flow_mpp.190,190,1210.0,"LINESTRING (327265.8171227614 3321649.852762637, 327315.55973963265 3321715.038112882, 327350.51033842115 3321753.6261494476)"
passenger_flow_mpp.191,191,1213.0,"LINESTRING (341385.5546349416 3333992.5540563553, 341529.98805192695 3334021.1128604156)"
passenger_flow_mpp.192,192,1221.0,"LINESTRING (338499.6461668218 3330276.2119907625, 338526.6810978239 3330298.8737145443, 338560.3912765597 3330339.0694466927)"
passenger_flow_mpp.193,193,1222.0,"LINESTRING (329118.26466426975 3327690.1748418463, 329143.4570379915 3327697.9880163576, 329162.94106415194 3327698.3510967507, 329184.1725824877 3327693.254860291, 329194.7858677694 3327687.436353248, 329225.7545825694 3327662.9202657863)"
passenger_flow_mpp.194,194,1223.0,"LINESTRING (331078.9899609082 3326027.401092452, 331311.3358752164 3326016.0835639983, 331347.38847923884 3325983.4932395024, 331356.3621943038 3325983.79942305)"
passenger_flow_mpp.195,195,1226.0,"LINESTRING (340479.03607673675 3333523.0461592427, 340662.1703275213 3333651.6449300586)"
passenger_flow_mpp.196,196,1230.0,"LINESTRING (331221.31075270136 3321737.465846577, 331276.1382239369 3321878.1965225013)"
passenger_flow_mpp.197,197,1234.0,"LINESTRING (337459.03155291505 3330140.2066399483, 337485.98252439627 3330163.5323383724)"
passenger_flow_mpp.198,198,1235.0,"LINESTRING (327030.05820539035 3326089.4015446077, 327392.3109300779 3325794.4820330758, 327412.0266684898 3325772.4442253243, 327434.084684948 3325739.83779304, 327443.0637219572 3325721.959159045, 327489.44887120486 3325585.9802798987)"
passenger_flow_mpp.199,199,1236.0,"LINESTRING (336910.3382395881 3325594.8364401483, 336990.5221792356 3325596.472150211)"
passenger_flow_mpp.200,200,1238.0,"LINESTRING (343248.4803033951 3326273.061500124, 343285.48377200624 3326276.9285581517)"
passenger_flow_mpp.201,201,1241.0,"LINESTRING (337045.11890002945 3328468.0467426674, 337109.09501622315 3328491.156674536, 337155.6772881774 3328511.6417829264, 337208.0367141653 3328538.1388754225, 337333.9193119381 3328607.5607211674, 337389.94908097247 3328641.0993174454, 337460.8829176395 3328690.111245711)"
passenger_flow_mpp.202,202,1244.0,"LINESTRING (328638.2730690071 3328434.791706355, 328656.9680263336 3328447.5472605056)"
passenger_flow_mpp.203,203,1250.0,"LINESTRING (334147.0311300434 3325122.9957419815, 334227.44219377346 3325204.709361859, 334272.59312994406 3325244.161744992, 334361.3310325232 3325308.9005602775, 334429.93014753045 3325349.220831675)"
passenger_flow_mpp.204,204,1254.0,"LINESTRING (335247.66389458184 3329662.682779531, 335270.58836434234 3329667.7718901187)"
passenger_flow_mpp.205,205,1255.0,"LINESTRING (337637.5545565885 3330276.3751023286, 337647.4539031056 3330294.2900509257, 337677.28591341234 3330356.152188849, 337687.0806291749 3330373.1907164888)"
passenger_flow_mpp.206,206,1256.0,"LINESTRING (329546.80088141473 3329255.0117480056, 329547.85023972276 3329266.746932204, 329553.89238311804 3329289.601954164, 329566.62125845253 3329317.0363230575)"
passenger_flow_mpp.207,207,1262.0,"LINESTRING (329315.10635198234 3322553.1687858603, 329318.5578528292 3322574.115928864, 329328.7599289655 3322585.044356039)"
passenger_flow_mpp.208,208,1263.0,"LINESTRING (336868.0434021588 3325578.1682859478, 336881.18275533896 3325579.7476359783, 336989.77340831555 3325581.310165769)"
passenger_flow_mpp.209,209,1264.0,"LINESTRING (328543.74118554086 3321869.178025402, 328646.3080302204 3321869.8031700887, 328676.84250694455 3321869.4834807096)"
passenger_flow_mpp.210,210,1265.0,"LINESTRING (334306.56020574144 3332340.323863686, 334307.6979141929 3332358.266062808, 334315.45952396 3332374.445589758, 334328.65027835965 3332386.3306687665, 334344.4640105466 3332393.1875573574)"
passenger_flow_mpp.211,211,1267.0,"LINESTRING (325191.46572096145 3319162.0959969806, 325215.3675795165 3319087.7919599777, 325229.97190976783 3319053.1933345157, 325320.1802223511 3318923.387500834)"
passenger_flow_mpp.212,212,1269.0,"LINESTRING (342901.30418136984 3326236.78782924, 343248.4803033951 3326273.061500124)"
passenger_flow_mpp.213,213,1270.0,"LINESTRING (334363.9359332745 3332073.2848270857, 334365.1995065382 3332061.182060933, 334369.14167915046 3332054.1385284145, 334375.13253757113 3332048.727055144, 334423.33818796754 3332023.944820487, 334449.4872644971 3332013.0196051016)"
passenger_flow_mpp.214,214,1273.0,"LINESTRING (329328.7599289655 3322585.044356039, 329349.7552115314 3322601.4598813592)"
passenger_flow_mpp.215,215,1275.0,"LINESTRING (337979.79426475475 3333543.536890663, 338002.65767891076 3333624.2151122154)"
passenger_flow_mpp.216,216,1278.0,"LINESTRING (336524.2565799911 3331933.105880941, 336542.4354288514 3331988.9302795767)"
passenger_flow_mpp.217,217,1280.0,"LINESTRING (335409.38383018377 3329628.4410403916, 335442.35857862985 3329614.4300500415, 335449.8550960622 3329612.8768534055)"
passenger_flow_mpp.218,218,1281.0,"LINESTRING (342671.3201053374 3326212.7652271185, 342901.30418136984 3326236.78782924)"
passenger_flow_mpp.219,219,1286.0,"LINESTRING (326730.5315211126 3326191.5294955703, 326802.8979297033 3326283.5423557055)"
passenger_flow_mpp.220,220,1289.0,"LINESTRING (340609.8321636163 3332294.4117501387, 340695.3217992327 3332356.0122770984)"
passenger_flow_mpp.221,221,1292.0,"LINESTRING (337704.47303710296 3330434.7929102494, 337712.9902070215 3330443.6468178793)"
passenger_flow_mpp.222,222,1295.0,"LINESTRING (330939.0181032197 3331428.121025219, 330939.0183066749 3331427.5068466133, 330941.0056534783 3331418.8290783362, 330945.5480376885 3331413.3270556745)"
passenger_flow_mpp.223,223,1297.0,"LINESTRING (336837.6057292111 3332751.8010256793, 336857.9035843547 3332742.7420970877, 336862.82612614427 3332740.890910017)"
passenger_flow_mpp.224,224,1299.0,"LINESTRING (338542.90862796846 3330274.801388836, 338568.0453515124 3330284.577290814)"
passenger_flow_mpp.225,225,1301.0,"LINESTRING (342079.23266281176 3334139.695700731, 342103.15598782105 3334141.4583124435)"
passenger_flow_mpp.226,226,1304.0,"LINESTRING (335449.8550960622 3329612.8768534055, 335464.91106997035 3329613.9821758894, 335484.52992450935 3329623.6663429625)"
passenger_flow_mpp.227,227,1309.0,"LINESTRING (333730.78164623166 3334979.9568156367, 333820.40229559573 3334948.359555204)"
passenger_flow_mpp.228,228,1311.0,"LINESTRING (329070.4805533687 3321312.136242706, 329087.171535705 3321399.6292640576)"
passenger_flow_mpp.229,229,1312.0,"LINESTRING (334735.6116347017 3328182.4029293535, 334733.926384078 3328192.183816876, 334735.62503907154 3328202.5790972305, 334739.7253234119 3328212.3840554045)"
passenger_flow_mpp.230,230,1313.0,"LINESTRING (336862.82612614427 3332740.890910017, 337217.64027769887 3332607.4560448225)"
passenger_flow_mpp.231,231,1314.0,"LINESTRING (327328.1718418199 3324327.9898891854, 327413.6454266538 3324346.790733845)"
passenger_flow_mpp.232,232,1318.0,"LINESTRING (336885.1429934184 3334020.206592247, 336929.6837993365 3334047.482234576)"
passenger_flow_mpp.233,233,1321.0,"LINESTRING (333527.4620167271 3328252.25334686, 333541.93481118605 3328323.095857477, 333546.5827113936 3328330.7858220525)"
passenger_flow_mpp.234,234,1324.0,"LINESTRING (338496.59329705674 3331756.313804199, 338513.2461397747 3331735.1173066753)"
passenger_flow_mpp.235,235,1328.0,"LINESTRING (329488.5108832035 3325630.4967735796, 329494.1732941232 3325616.218888819)"
passenger_flow_mpp.236,236,1332.0,"LINESTRING (331366.45681773406 3325641.19592267, 331369.3057623077 3325638.5460179867)"
passenger_flow_mpp.237,237,1336.0,"LINESTRING (339481.91363748524 3330663.8118642974, 339482.1352820825 3330645.960694291)"
passenger_flow_mpp.238,238,1337.0,"LINESTRING (333467.4007911612 3332254.1048242827, 333574.90443257685 3332269.88634818, 333724.1862137257 3332291.0027386714)"
passenger_flow_mpp.239,239,1344.0,"LINESTRING (331356.3621943038 3325983.79942305, 331359.2937705306 3325935.8626931407, 331359.0267111047 3325896.710725068)"
passenger_flow_mpp.240,240,1351.0,"LINESTRING (338002.65767891076 3333624.2151122154, 338020.9541371681 3333662.524171446)"
passenger_flow_mpp.241,241,1352.0,"LINESTRING (337155.082852309 3326487.833935487, 337191.8539367205 3326444.1672611367)"
passenger_flow_mpp.242,242,1357.0,"LINESTRING (328699.4545648684 3326710.009580276, 328722.5015456228 3326695.894506064, 328787.05386922497 3326648.5511207404, 328806.03020724095 3326640.9394680345, 328851.55157708115 3326610.0779992845, 328885.3673445254 3326589.2651933194, 328918.6424851349 3326572.384312367)"
passenger_flow_mpp.243,243,1358.0,"LINESTRING (338909.3909438357 3331412.3693312593, 338936.4882408953 3331413.1921050125, 338947.6458573317 3331411.5876535536, 338968.4377223763 3331403.0799335386, 338982.27567527 3331393.48783542)"
passenger_flow_mpp.244,244,1359.0,"LINESTRING (336335.3506879629 3326460.9185685534, 336351.92999455787 3326471.0154798143)"
passenger_flow_mpp.245,245,1361.0,"LINESTRING (337958.9914388779 3333460.0125442026, 337965.1465068301 3333491.848973294, 337979.79426475475 3333543.536890663)"
passenger_flow_mpp.246,246,1362.0,"LINESTRING (340883.63016533654 3333778.5832269597, 341049.45734133874 3333877.174685524, 341136.3924231344 3333920.0932616335)"
passenger_flow_mpp.247,247,1365.0,"LINESTRING (341136.3924231344 3333920.0932616335, 341170.10056459066 3333936.7346294485)"
passenger_flow_mpp.248,248,1368.0,"LINESTRING (329961.613355941 3327352.30302937, 330020.0692865559 3327347.299350159, 330043.17694435664 3327338.7391787786)"
passenger_flow_mpp.249,249,1369.0,"LINESTRING (333820.40229559573 3334948.359555204, 333866.79288494424 3334932.0035275775, 334161.99646681687 3334833.091751033)"
passenger_flow_mpp.250,250,1371.0,"LINESTRING (336041.49456748803 3326281.9592068777, 336335.3506879629 3326460.9185685534)"
passenger_flow_mpp.251,251,1386.0,"LINESTRING (336093.54903034033 3333888.860893902, 336138.2453276913 3333816.468696021, 336161.4410185874 3333788.6299220887)"
passenger_flow_mpp.252,252,1388.0,"LINESTRING (331737.35444100073 3331597.970371738, 331851.22372339625 3331651.5007757833)"
passenger_flow_mpp.253,253,1389.0,"LINESTRING (336524.22482318606 3333227.9372357675, 336616.9919766125 3333095.412547516)"
passenger_flow_mpp.254,254,1392.0,"LINESTRING (330589.7654261178 3326367.7130732546, 330594.3431604346 3326420.856199296, 330597.6337155403 3326490.648320076)"
passenger_flow_mpp.255,255,1399.0,"LINESTRING (335049.5007786073 3330347.98842213, 335067.652854991 3330388.512672, 335107.58214036166 3330492.7873972435)"
passenger_flow_mpp.256,256,1401.0,"LINESTRING (333415.0983605532 3335049.5911677433, 333409.1919899904 3335079.5023313547, 333409.7055804897 3335100.6690127444, 333414.28441033827 3335116.6744592804, 333444.5791128448 3335184.9624344963)"
passenger_flow_mpp.257,257,1403.0,"LINESTRING (336142.0973801408 3331453.271154923, 336307.24655706255 3331398.778274787)"
passenger_flow_mpp.258,258,1406.0,"LINESTRING (327245.3520578892 3319779.5889031645, 327254.6892903113 3319562.0418016384, 327258.2552800827 3319419.7496625404, 327263.0027206885 3318852.8365534768, 327268.5578373838 3318772.928939421)"
