id,Feature_ID,Stop_Name,Total_Daily_Alighting,board_daily_int_cta_evening,board_daily_int_cta_morning,board_daily_int_p_o_14_evening,board_daily_int_p_o_14_morning,board_daily_int_cta_m_evening,board_daily_int_cta_m_morning,board_daily_int_coop_evening,board_daily_int_coop_morning,board_daily_int_p_b_8_morning,board_daily_int_p_b_8_evening,board_alight_daily_int_cta_evening,board_alight_daily_int_cta_morning,board_alight_daily_int_p_o_14_evening,board_alight_daily_int_p_o_14_morning,board_alight_daily_int_cta_m_evening,board_alight_daily_int_cta_m_morning,board_alight_daily_int_coop_evening,board_alight_daily_int_coop_morning,board_alight_daily_int_p_b_8_morning,board_alight_daily_int_p_b_8_evening,daily_services_period_cta_evening,daily_services_period_cta_morning,daily_services_period_p_o_14_evening,daily_services_period_p_o_14_morning,daily_services_period_cta_m_evening,daily_services_period_cta_m_morning,daily_services_period_coop_evening,daily_services_period_coop_morning,daily_services_period_p_b_8_morning,daily_services_period_p_b_8_evening,routes_cta_evening,routes_cta_morning,routes_p_o_14_evening,routes_p_o_14_morning,routes_cta_m_evening,routes_cta_m_morning,routes_coop_evening,routes_coop_morning,routes_p_b_8_morning,routes_p_b_8_evening,daily_services_morning_all,daily_services_evening_all,daily_services_all,Morning_Formal_BA,Morning_Informal_BA,Morning_All_BA,Daily_Formal_BA,Daily_Informal_BA,Daily_All_BA,geometry,Total_Morning_Boarding,Total_Evening_Boarding,Total_Routes_At_Stop
cairo_maptis_daily_boarding__alighting__by_agency.129,129,Al Bahr Al Aazam St. Exit Start,2650.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1500.0,1258.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,2720.0,2928.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8,8,0,0,0,0,0,0,2928.0,2752.0,5680.0,0.0,1258.0,1258.0,48.0,2758.0,2806.0,POINT (328123.53558177 3318694.030534884),0.0,156.0,17
cairo_maptis_daily_boarding__alighting__by_agency.130,130,Al Baloun Theatre (Al Agouza),1734.0,544.0,560.0,28.0,0.0,168.0,54.0,0.0,0.0,0.0,0.0,912.0,1261.0,416.0,140.0,224.0,135.0,0.0,0.0,0.0,0.0,1408.0,2028.0,736.0,1744.0,224.0,216.0,0.0,0.0,0.0,0.0,16,16,3,3,1,1,0,0,0,0,3988.0,2368.0,6356.0,1396.0,140.0,1536.0,2532.0,556.0,3088.0,POINT (327941.609766676 3326662.7316357484),614.0,740.0,40
cairo_maptis_daily_boarding__alighting__by_agency.131,131,Al Banat Mosque,9591.559839194655,2423.2206128719813,6084.0,784.0,784.0,2288.0,1228.0,0.0,0.0,0.0,0.0,4424.446919482353,13115.0,1288.0,1904.0,3860.0,4774.0,0.0,0.0,0.0,0.0,2832.0,3988.0,800.0,1056.0,3088.0,4232.0,0.0,0.0,0.0,0.0,25,26,2,2,21,21,0,0,0,0,9276.0,6720.0,15996.0,17889.0,1904.0,19793.0,15964.860044047848,3192.0,20675.924629531368,POINT (331670.1476472587 3325230.994627907),8096.0,5495.220612871981,97
cairo_maptis_daily_boarding__alighting__by_agency.132,132,Al Banhawi,4950.0,384.0,423.0,1520.0,2192.0,864.0,642.0,0.0,0.0,0.0,0.0,928.0,1349.0,2660.0,3288.0,1324.0,1426.0,0.0,0.0,0.0,0.0,1808.0,2500.0,304.0,548.0,2864.0,3564.0,0.0,0.0,0.0,0.0,21,21,1,1,21,21,0,0,0,0,6612.0,4976.0,11588.0,2775.0,3288.0,6063.0,5027.0,5948.0,10975.0,POINT (332309.0931908594 3326418.828985799),3257.0,2768.0,86
cairo_maptis_daily_boarding__alighting__by_agency.133,133,Al Barageel Entrance,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,3164.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,10,0,0,0,0,0,0,3164.0,800.0,3964.0,0.0,55.0,55.0,92.0,55.0,147.0,POINT (322775.27865403634 3327331.3202818106),0.0,0.0,15
cairo_maptis_daily_boarding__alighting__by_agency.134,134,Al Barageel Steps (Ring Rd.),175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,0,0,0,0,0,1524.0,0.0,1524.0,0.0,175.0,175.0,0.0,175.0,175.0,POINT (324495.07867870445 3328712.790983656),0.0,0.0,6
cairo_maptis_daily_boarding__alighting__by_agency.135,135,Al Bassous,2388.0,0.0,0.0,672.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2088.0,1732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.0,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,668.0,944.0,1612.0,0.0,1732.0,1732.0,0.0,3820.0,3820.0,POINT (327819.07126754266 3334952.445095718),760.0,672.0,2
cairo_maptis_daily_boarding__alighting__by_agency.136,136,Al Bassous Steps - Ring Road,144.0,16.0,9.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,36.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0,0,36.0,464.0,500.0,9.0,0.0,9.0,25.0,288.0,313.0,POINT (327741.51777308946 3336234.586243186),9.0,160.0,4
cairo_maptis_daily_boarding__alighting__by_agency.137,137,Al Batal Ahmed - Saheb Al Diwan,5360.0,0.0,0.0,2072.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6032.0,2408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,448.0,1264.0,1712.0,0.0,2408.0,2408.0,0.0,8440.0,8440.0,POINT (341656.3137435866 3343972.0525800693),1008.0,2072.0,2
cairo_maptis_daily_boarding__alighting__by_agency.138,138,Al Bibany St.,944.0,236.0,442.0,28.0,84.0,0.0,54.0,0.0,0.0,0.0,0.0,668.0,907.0,28.0,84.0,20.0,81.0,0.0,0.0,0.0,0.0,1472.0,1660.0,480.0,816.0,288.0,400.0,0.0,0.0,0.0,0.0,13,14,2,2,2,2,0,0,0,0,2876.0,2240.0,5116.0,988.0,84.0,1072.0,1676.0,112.0,1788.0,POINT (331794.6796179088 3323930.9973114505),580.0,264.0,35
cairo_maptis_daily_boarding__alighting__by_agency.139,139,Al Bohi (Imbaba),4719.0,64.0,351.0,2144.0,2226.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,596.0,3692.0,4808.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,516.0,2480.0,3592.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,5,5,0,0,0,0,0,0,4108.0,2720.0,6828.0,596.0,4808.0,5404.0,1004.0,8500.0,9504.0,POINT (327730.66089996626 3329880.516243726),2577.0,2208.0,16
cairo_maptis_daily_boarding__alighting__by_agency.140,140,Al Central (Laylat Al Qadr),48.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0.0,304.0,304.0,0.0,0.0,0.0,112.0,0.0,112.0,POINT (297935.1415855412 3314440.9542015684),0.0,64.0,2
cairo_maptis_daily_boarding__alighting__by_agency.141,141,Al Central St. & Abou Al Farag St.,386.0,16.0,18.0,0.0,0.0,168.0,88.0,0.0,0.0,0.0,0.0,64.0,54.0,0.0,0.0,356.0,202.0,0.0,0.0,0.0,0.0,128.0,144.0,0.0,0.0,352.0,456.0,0.0,0.0,0.0,0.0,1,1,0,0,2,2,0,0,0,0,600.0,480.0,1080.0,256.0,0.0,256.0,676.0,0.0,676.0,POINT (329760.0884838354 3328341.7991719074),106.0,184.0,6
cairo_maptis_daily_boarding__alighting__by_agency.142,142,Al Dandarawy St. & Basateen Rd.,82.0,0.0,0.0,0.0,0.0,12.0,22.0,0.0,0.0,0.0,0.0,16.0,22.0,0.0,0.0,12.0,66.0,0.0,0.0,0.0,0.0,208.0,272.0,0.0,0.0,272.0,392.0,0.0,0.0,0.0,0.0,3,3,0,0,2,2,0,0,0,0,664.0,480.0,1144.0,88.0,0.0,88.0,116.0,0.0,116.0,POINT (332675.52588595473 3319878.464571078),22.0,12.0,10
cairo_maptis_daily_boarding__alighting__by_agency.143,143,Al Darb Al Ahmar Police Station,648.0,32.0,132.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,376.0,230.0,0.0,120.0,36.0,77.0,0.0,0.0,0.0,0.0,688.0,792.0,0.0,704.0,144.0,200.0,0.0,0.0,0.0,0.0,10,11,0,2,2,2,0,0,0,0,1696.0,832.0,2528.0,307.0,120.0,427.0,719.0,120.0,839.0,POINT (331482.34093373 3324219.3065227424),159.0,32.0,27
cairo_maptis_daily_boarding__alighting__by_agency.144,144,Al Darraasa Traffic Department,463.0,0.0,57.0,228.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,24.0,123.0,304.0,274.0,136.0,23.0,0.0,0.0,0.0,0.0,336.0,604.0,304.0,548.0,432.0,660.0,0.0,0.0,0.0,0.0,6,6,1,1,4,4,0,0,0,0,1812.0,1072.0,2884.0,146.0,274.0,420.0,306.0,578.0,884.0,POINT (333218.2567006659 3325861.2708619097),57.0,364.0,22
cairo_maptis_daily_boarding__alighting__by_agency.145,145,Al Dawagen (Nile Corniche),1109.0,0.0,0.0,172.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,816.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2160.0,2104.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4,0,0,0,0,0,0,2104.0,2208.0,4312.0,0.0,532.0,532.0,12.0,1348.0,1360.0,POINT (334806.3393885183 3306677.863256614),79.0,172.0,9
cairo_maptis_daily_boarding__alighting__by_agency.146,146,Al Demerdash Hospital,1329.0,88.0,344.0,0.0,0.0,164.0,456.0,0.0,0.0,0.0,0.0,308.0,617.0,48.0,0.0,380.0,1028.0,0.0,0.0,0.0,0.0,1376.0,1868.0,2320.0,0.0,2464.0,2932.0,0.0,0.0,0.0,0.0,20,20,7,0,25,25,0,0,0,0,4800.0,6160.0,10960.0,1645.0,0.0,1645.0,2333.0,48.0,2381.0,POINT (333876.483398257 3327970.312336074),800.0,252.0,97
cairo_maptis_daily_boarding__alighting__by_agency.147,147,Al Demerdash Metro,4751.0,360.0,659.0,0.0,0.0,456.0,675.0,0.0,0.0,0.0,0.0,1472.0,1729.0,524.0,353.0,1628.0,1195.0,0.0,0.0,0.0,0.0,1568.0,2080.0,2896.0,5040.0,2864.0,3704.0,0.0,0.0,0.0,0.0,24,24,11,11,31,31,0,0,0,0,10824.0,7328.0,18152.0,2924.0,353.0,3277.0,6024.0,877.0,6901.0,POINT (333938.64067028137 3328524.043883602),1334.0,816.0,132
cairo_maptis_daily_boarding__alighting__by_agency.148,148,Al Eman Mosque (Makram Ebeid),3137.0,0.0,0.0,0.0,0.0,448.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.0,935.0,680.0,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,2096.0,2776.0,1584.0,2104.0,0.0,0.0,0.0,0.0,0,0,2,2,8,8,0,0,0,0,4880.0,3680.0,8560.0,1122.0,935.0,2057.0,1802.0,2111.0,3913.0,,328.0,448.0,20
cairo_maptis_daily_boarding__alighting__by_agency.149,149,Al Etaby Center,91.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,56.0,96.0,152.0,19.0,0.0,19.0,139.0,0.0,139.0,POINT (303984.5056635384 3325619.7738951165),0.0,48.0,2
cairo_maptis_daily_boarding__alighting__by_agency.150,150,Al Ezaby Pharmacy Al Mehwar Al Markazi (6th of October),0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0.0,352.0,352.0,0.0,0.0,0.0,32.0,0.0,32.0,POINT (300554.6194703458 3316634.3754565716),0.0,32.0,2
cairo_maptis_daily_boarding__alighting__by_agency.151,151,Al Farag Butchery ( Magra Al Oyoun),638.0,360.0,468.0,0.0,0.0,52.0,279.0,0.0,0.0,0.0,0.0,568.0,846.0,0.0,0.0,104.0,279.0,0.0,0.0,0.0,0.0,1264.0,1768.0,0.0,0.0,544.0,740.0,0.0,0.0,0.0,0.0,16,16,0,0,4,4,0,0,0,0,2508.0,1808.0,4316.0,1125.0,0.0,1125.0,1797.0,0.0,1797.0,,747.0,412.0,40
cairo_maptis_daily_boarding__alighting__by_agency.152,152,Al Faragany (Ain Shams St.),495.0,0.0,13.0,0.0,0.0,100.0,246.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,236.0,589.0,0.0,0.0,0.0,0.0,144.0,140.0,0.0,0.0,416.0,604.0,0.0,0.0,0.0,0.0,2,2,0,0,7,7,0,0,0,0,744.0,560.0,1304.0,602.0,0.0,602.0,854.0,0.0,854.0,POINT (337905.96994365245 3333029.1015166873),259.0,100.0,18
cairo_maptis_daily_boarding__alighting__by_agency.153,153,Al Fardous Compound Entrance (6th of October),66.0,0.0,0.0,44.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,0,0,0,0,0,0,264.0,336.0,600.0,0.0,85.0,85.0,0.0,129.0,129.0,POINT (312227.1109537836 3315802.7242298583),19.0,44.0,4
cairo_maptis_daily_boarding__alighting__by_agency.154,154,Al Fath Mosque (Mansheyyet Al Gamal St.),1705.0,48.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,48.0,0.0,240.0,1116.0,168.0,208.0,0.0,0.0,0.0,0.0,144.0,0.0,240.0,372.0,656.0,1008.0,0.0,0.0,0.0,0.0,2,0,1,1,8,8,0,0,0,0,1380.0,1040.0,2420.0,208.0,1116.0,1324.0,424.0,1356.0,1780.0,POINT (331274.9092185731 3330921.810702976),27.0,48.0,20
cairo_maptis_daily_boarding__alighting__by_agency.155,155,Al Fath Superjet,344.0,28.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,28.0,100.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,240.0,260.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,3,3,2,0,0,0,0,0,0,1,260.0,1024.0,1284.0,100.0,0.0,100.0,128.0,396.0,524.0,,80.0,100.0,9
cairo_maptis_daily_boarding__alighting__by_agency.156,156,Al Fath Superjet (Nasr City),259.0,56.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,448.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,436.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,2,0,0,0,0,0,0,804.0,336.0,1140.0,448.0,59.0,507.0,544.0,59.0,603.0,POINT (336866.8901642591 3325111.755994407),288.0,56.0,10
cairo_maptis_daily_boarding__alighting__by_agency.157,157,Al Fayrouz Medical Center (Helwan),1212.0,0.0,0.0,56.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.0,3184.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,6,0,0,0,0,0,0,3184.0,2896.0,6080.0,0.0,856.0,856.0,0.0,1872.0,1872.0,POINT (336145.9053477535 3302619.0523071955),604.0,56.0,12
cairo_maptis_daily_boarding__alighting__by_agency.158,158,Al Fouad Hospital (Abbaseya),977.0,404.0,1075.0,0.0,0.0,184.0,72.0,0.0,0.0,0.0,0.0,668.0,1436.0,0.0,0.0,464.0,144.0,0.0,0.0,0.0,0.0,416.0,564.0,0.0,0.0,384.0,380.0,0.0,0.0,0.0,0.0,6,6,0,0,5,5,0,0,0,0,944.0,800.0,1744.0,1580.0,0.0,1580.0,2712.0,0.0,2712.0,POINT (333991.98031127104 3328753.1806434556),1147.0,588.0,22
cairo_maptis_daily_boarding__alighting__by_agency.159,159,Al Gabal Al Asfar (Marg),524.0,0.0,0.0,800.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,448.0,1264.0,1712.0,0.0,256.0,256.0,0.0,1540.0,1540.0,POINT (341678.82058557693 3342484.451899692),216.0,800.0,2
cairo_maptis_daily_boarding__alighting__by_agency.160,160,Al Galaa Bridge,2426.0,44.0,0.0,312.0,538.0,184.0,262.0,0.0,0.0,0.0,0.0,44.0,45.0,1068.0,1623.0,304.0,682.0,0.0,0.0,0.0,0.0,432.0,828.0,1872.0,2776.0,1904.0,2400.0,0.0,0.0,0.0,0.0,6,6,6,6,16,16,0,0,0,0,6004.0,4208.0,10212.0,727.0,1623.0,2350.0,1075.0,2691.0,3766.0,POINT (340290.9079956729 3330580.8739411007),800.0,540.0,56
cairo_maptis_daily_boarding__alighting__by_agency.161,161,Al Galaa Bridge (Helipolis),880.0,64.0,69.0,0.0,141.0,232.0,219.0,0.0,0.0,0.0,0.0,64.0,69.0,96.0,564.0,296.0,516.0,0.0,0.0,0.0,0.0,64.0,92.0,1104.0,1692.0,720.0,944.0,0.0,0.0,0.0,0.0,1,1,3,3,7,7,0,0,0,0,2728.0,1888.0,4616.0,585.0,564.0,1149.0,945.0,660.0,1605.0,POINT (340214.0854396562 3330561.258739166),429.0,296.0,22
cairo_maptis_daily_boarding__alighting__by_agency.162,162,Al Galaa Military Hospital,443.0,60.0,18.0,0.0,5496.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,112.0,0.0,5809.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,452.0,0.0,1192.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,3,0,0,0,0,0,0,1644.0,368.0,2012.0,112.0,5809.0,5921.0,208.0,5809.0,6017.0,POINT (341083.3759012978 3331005.4123653322),5514.0,60.0,15
cairo_maptis_daily_boarding__alighting__by_agency.163,163,Al Gamaia Al Sharaia (Nasr City),33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0,0,0,0,0,0,0,0,1,0,132.0,0.0,132.0,0.0,33.0,33.0,0.0,33.0,33.0,POINT (337440.0010377959 3325261.9847319033),0.0,0.0,1
cairo_maptis_daily_boarding__alighting__by_agency.164,164,Al Gamaleya Youth Center,3214.0,748.0,1874.0,0.0,0.0,880.0,1488.0,0.0,0.0,0.0,0.0,1744.0,2963.0,0.0,0.0,1540.0,1957.0,0.0,0.0,0.0,0.0,384.0,680.0,0.0,0.0,608.0,920.0,0.0,0.0,0.0,0.0,5,5,0,0,4,4,0,0,0,0,1600.0,992.0,2592.0,4920.0,0.0,4920.0,8204.0,0.0,8204.0,POINT (333115.9773013285 3325585.4240313373),3362.0,1628.0,18
cairo_maptis_daily_boarding__alighting__by_agency.165,165,Al Garage ( Sawah ),942.0,152.0,153.0,0.0,0.0,0.0,132.0,64.0,23.0,0.0,0.0,624.0,537.0,0.0,0.0,64.0,154.0,64.0,23.0,0.0,0.0,432.0,480.0,0.0,0.0,208.0,304.0,128.0,92.0,0.0,0.0,5,5,0,0,2,2,1,1,0,0,876.0,768.0,1644.0,691.0,23.0,714.0,1379.0,87.0,1466.0,POINT (334427.7594948546 3331732.0139640016),308.0,216.0,16
cairo_maptis_daily_boarding__alighting__by_agency.166,166,Al Gazaer Exit (Ring Rd.),1777.0,0.0,37.0,48.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.0,476.0,96.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,272.0,368.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,2,0,0,0,0,0,0,608.0,624.0,1232.0,476.0,212.0,688.0,1660.0,308.0,1968.0,POINT (341998.2503650177 3338304.390714672),143.0,48.0,10
cairo_maptis_daily_boarding__alighting__by_agency.167,167,Al Gazareen (Warraq),1206.0,0.0,13.0,96.0,0.0,56.0,0.0,1032.0,0.0,0.0,0.0,0.0,23.0,288.0,0.0,136.0,90.0,1560.0,306.0,0.0,0.0,0.0,144.0,1728.0,0.0,544.0,576.0,1248.0,1140.0,0.0,0.0,0,2,2,0,3,3,1,1,0,0,1860.0,3520.0,5380.0,113.0,306.0,419.0,249.0,2154.0,2403.0,POINT (328721.7182519323 3331316.6834512455),13.0,1184.0,12
cairo_maptis_daily_boarding__alighting__by_agency.168,168,Al Geish Square,1308.0634679701184,449.3502513277072,714.0,0.0,0.0,428.0,409.0,0.0,0.0,0.0,0.0,790.865527916583,1366.0,0.0,0.0,724.0,1024.0,0.0,0.0,0.0,0.0,1056.0,1632.0,0.0,0.0,1184.0,1536.0,0.0,0.0,0.0,0.0,19,20,0,0,17,17,0,0,0,0,3168.0,2240.0,5408.0,2390.0,0.0,2390.0,3385.0151678082607,0.0,3440.9138027174627,POINT (333040.82642162463 3326962.414790339),1123.0,877.3502513277072,73
cairo_maptis_daily_boarding__alighting__by_agency.169,169,Al Gezira Steps (October Bridge),1758.0,80.0,74.0,448.0,826.0,12.0,0.0,0.0,0.0,0.0,0.0,216.0,191.0,908.0,1759.0,36.0,88.0,0.0,0.0,0.0,0.0,912.0,1364.0,2576.0,3804.0,288.0,304.0,0.0,0.0,0.0,0.0,10,10,7,7,2,2,0,0,0,0,5472.0,3776.0,9248.0,279.0,1759.0,2038.0,531.0,2667.0,3198.0,POINT (329071.4261659601 3325558.967904221),900.0,540.0,38
cairo_maptis_daily_boarding__alighting__by_agency.170,170,Al Gomhoreyya (Al Masraf),440.0,0.0,0.0,296.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,288.0,592.0,880.0,0.0,288.0,288.0,0.0,880.0,880.0,,144.0,296.0,2
cairo_maptis_daily_boarding__alighting__by_agency.171,171,Al Gomhoreyya (Howd Al Shaikh),460.0,0.0,0.0,444.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,448.0,1264.0,1712.0,0.0,288.0,288.0,0.0,1048.0,1048.0,,144.0,444.0,2
cairo_maptis_daily_boarding__alighting__by_agency.172,172,Al Habib Mosque (Al Barageel),266.0,0.0,0.0,384.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,148.0,128.0,276.0,0.0,111.0,111.0,0.0,687.0,687.0,POINT (323550.75270409 3328350.879339344),37.0,384.0,2
cairo_maptis_daily_boarding__alighting__by_agency.173,173,Al Hadaba Al Wosta,3165.0,140.0,380.0,1080.0,1314.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0,1293.0,1632.0,2178.0,0.0,0.0,0.0,0.0,28.0,0.0,448.0,632.0,1120.0,984.0,0.0,0.0,0.0,0.0,112.0,0.0,6,6,4,4,0,0,0,0,1,0,1728.0,1568.0,3296.0,1293.0,2206.0,3499.0,2241.0,3838.0,6079.0,,1694.0,1220.0,21
cairo_maptis_daily_boarding__alighting__by_agency.174,174,Al Hamd Square Station,1033.0,452.0,247.0,0.0,0.0,48.0,108.0,0.0,0.0,0.0,64.0,664.0,718.0,0.0,0.0,108.0,270.0,0.0,0.0,0.0,192.0,512.0,608.0,0.0,0.0,96.0,144.0,0.0,0.0,0.0,256.0,3,3,0,0,1,1,0,0,0,1,752.0,864.0,1616.0,988.0,0.0,988.0,1760.0,192.0,1952.0,POINT (347895.42873029923 3320050.60961746),355.0,564.0,9
cairo_maptis_daily_boarding__alighting__by_agency.175,175,Al Haq Hospital (Arbean St.),1502.0,0.0,0.0,0.0,0.0,140.0,169.0,48.0,0.0,0.0,0.0,0.0,0.0,512.0,149.0,468.0,330.0,220.0,180.0,0.0,0.0,0.0,0.0,736.0,1200.0,448.0,536.0,192.0,360.0,0.0,0.0,0,0,1,1,3,3,2,2,0,0,2096.0,1376.0,3472.0,330.0,329.0,659.0,798.0,1061.0,1859.0,POINT (337610.11009233294 3334737.5590074463),169.0,188.0,12
cairo_maptis_daily_boarding__alighting__by_agency.176,176,Al Harania Footbridge,945.0,0.0,0.0,504.0,1147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,1716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,1532.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,0,0,0,0,0,0,1532.0,1296.0,2828.0,0.0,1716.0,1716.0,0.0,2596.0,2596.0,POINT (324146.87893590983 3316677.9590492155),1147.0,504.0,4
cairo_maptis_daily_boarding__alighting__by_agency.177,177,Al Hawamdeyya,629.0,0.0,0.0,504.0,1243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,0,0,0,0,0,0,916.0,640.0,1556.0,0.0,1776.0,1776.0,0.0,2376.0,2376.0,POINT (333194.98570344504 3307623.246150605),1243.0,504.0,4
cairo_maptis_daily_boarding__alighting__by_agency.178,178,Al Hawamdeyya Bridge St.,1346.0,0.0,0.0,420.0,1302.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,840.0,1860.0,0.0,0.0,144.0,252.0,0.0,0.0,0.0,0.0,640.0,1124.0,0.0,0.0,96.0,56.0,0.0,0.0,0,0,3,3,0,0,1,1,0,0,1180.0,736.0,1916.0,0.0,2112.0,2112.0,0.0,3096.0,3096.0,POINT (333004.17333484336 3308655.032226193),1330.0,420.0,8
