Stop_Name,board_daily_int_cta_morning,board_daily_int_p_o_14_morning,board_daily_int_cta_m_morning,board_daily_int_coop_morning,board_daily_int_p_b_8_morning,board_daily_int_cta_evening,board_daily_int_p_o_14_evening,board_daily_int_cta_m_evening,board_daily_int_coop_evening,board_daily_int_p_b_8_evening,Total_Morning_Boarding,Total_Evening_Boarding
Madbah ( Magra Al Oyoun),216.0,0.0,77.0,0.0,0.0,164.0,0.0,120.0,0.0,0.0,293.0,284.0
Madbah Steps (Ring Rd.),224.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0
Madinat Al Bo'oth Al Eslamyya,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0
Madinat Al Talaba,502.0,1153.0,0.0,0.0,0.0,108.0,275.17342870817265,136.0,0.0,0.0,1655.0,519.1734287081727
Magda Square,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,60.0
Magra Al Oyoun (Salah Salem),657.0,7678.0,345.0,0.0,0.0,420.0,11024.0,396.0,0.0,0.0,8680.0,11840.0
Mahmoudeya Housing (Al Moqattam),36.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,36.0,20.0
Mahmoudeya Station,36.0,185.0,90.0,0.0,696.0,0.0,776.0,36.0,0.0,688.0,1007.0,1500.0
Makram Ebeid and Mostafa Al Nahas,0.0,561.0,181.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,742.0,480.0
Mall of Arabia,46.0,113.0,0.0,0.0,0.0,64.0,200.0,0.0,0.0,0.0,159.0,264.0
Mall of Egypt,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,268.0
Manial Shiha Elementary School,0.0,475.0,0.0,42.0,0.0,0.0,200.0,0.0,0.0,0.0,517.0,200.0
Manial Shiha Post Office,0.0,1144.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0.0,1144.0,416.0
Manshiyat Al Bakri Steps (Ring Rd.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manshiyat Al Bakry General Hospital,0.0,0.0,28.0,0.0,0.0,0.0,16.0,44.0,0.0,0.0,28.0,60.0
Manshiyat Al Gamal,27.0,0.0,507.0,0.0,0.0,28.0,0.0,164.0,0.0,0.0,534.0,192.0
Manshiyat Nasser,109.0,1301.0,284.0,0.0,0.0,76.0,968.0,144.0,0.0,0.0,1694.0,1188.0
Manshiyat Nasser Bus Station - North,109.0,564.0,115.0,0.0,196.0,100.0,1068.0,40.0,0.0,168.0,984.0,1376.0
Marioteya Rd. & Faisal St.,0.0,0.0,205.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,205.0,160.0
Marioteya Tunnel Entrance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marioteya Tunnel Exit,0.0,5292.0,0.0,0.0,0.0,0.0,2440.0,0.0,0.0,0.0,5292.0,2440.0
Marioteyya,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0
Markaz Al Nakheel (6th of October),23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,23.0,432.0
Maryam Pharmacy ( Faisal St.),0.0,0.0,64.0,0.0,0.0,0.0,688.0,320.0,0.0,0.0,64.0,1008.0
Masaken Ain Shams,95.0,3950.0,225.0,0.0,0.0,64.0,3336.0,156.0,0.0,0.0,4270.0,3556.0
Masaken Ain Shams Station,975.0,0.0,1752.0,0.0,0.0,144.0,0.0,560.0,0.0,0.0,2727.0,704.0
Masaken Al Abd (Al Salam),310.0,0.0,0.0,0.0,0.0,136.0,96.0,0.0,0.0,0.0,310.0,232.0
Masaken Al Kendy,50.0,1120.0,0.0,0.0,0.0,84.0,280.0,0.0,0.0,0.0,1170.0,364.0
Masaken Al Shrouq,0.0,0.0,828.0,0.0,0.0,0.0,0.0,976.0,0.0,0.0,828.0,976.0
Masaken Al Wadi Al Qadeem (Al Salam),238.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,238.0,164.0
Masaken Al Wehda,403.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,403.0,192.0
Masaken Almaza,0.0,0.0,0.0,0.0,0.0,16.0,0.0,64.0,0.0,0.0,0.0,80.0
Masaken Betcho Bus Station,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,0.0,672.0,505.0,672.0
Masaken Helmeyet Al Zatoun,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
Masaken Isbiko St.,54.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,54.0,40.0
Masaken Sheraton,0.0,0.0,144.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,144.0,56.0
Masaken Zainhom Station,1525.0,0.0,320.0,0.0,0.0,256.0,0.0,48.0,0.0,0.0,1845.0,304.0
Mashyakhet Al Azhar Al Sharif,233.0,687.0,0.0,0.0,0.0,272.0,120.0,48.0,0.0,0.0,920.0,440.0
Maspero Exit (15th of May Bridge),106.0,34.0,313.0,0.0,0.0,140.0,88.0,312.0,0.0,0.0,453.0,540.0
Masraweya,80.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,80.0,140.0
Massalah Gadeeda (Al Matareyya),0.0,0.0,224.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,224.0,260.0
Mastoura Mosque (Al Moqattam),0.0,120.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,120.0,144.0
Matbaa Station,952.0,6936.0,721.0,0.0,0.0,624.0,2860.0,856.0,0.0,0.0,8609.0,4340.0
Mazallat,455.0,714.0,108.0,0.0,0.0,176.0,840.0,112.0,0.0,0.0,1277.0,1128.0
Mazallat Station,28.0,0.0,570.0,0.0,0.0,100.0,0.0,512.0,0.0,0.0,598.0,612.0
Mazar Mall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mazlaqan Ain Shams,44.0,0.0,354.0,0.0,0.0,144.0,0.0,316.0,0.0,0.0,398.0,460.0
Mazlaqan Al Deweqa,154.0,99.0,222.0,0.0,0.0,252.0,184.0,20.0,0.0,0.0,475.0,456.0
Mazlaqan Om Khinan (Al Hawamdeyya),0.0,175.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,175.0,96.0
MCS Oil (Zahraa Al Maadi ),0.0,0.0,529.0,0.0,0.0,0.0,0.0,576.0,0.0,0.0,529.0,576.0
MCS Oil (Zahraa Al Maadi),0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
Mechanical Kharaata Workshop,0.0,0.0,22.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,22.0,72.0
Metro (Misr Helwan Rd.),54.0,0.0,46.0,0.0,0.0,44.920746948662305,0.0,16.0,0.0,0.0,100.0,60.920746948662305
Mffco Helwan (Helwan Corniche),0.0,318.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,318.0,184.0
Military Academy Stadium (Sheraton),351.0,0.0,18.0,0.0,0.0,268.0,160.0,20.0,0.0,0.0,369.0,448.0
Ministry of Agriculture (Dokki),0.0,574.0,0.0,356.0,0.0,0.0,280.0,12.0,72.0,0.0,930.0,364.0
Ministry Of Higher Education,417.0,0.0,207.0,0.0,0.0,252.0,0.0,132.0,0.0,0.0,624.0,384.0
Ministry of Irrigation (Warraq),0.0,0.0,99.0,396.0,0.0,0.0,0.0,56.0,0.0,0.0,495.0,56.0
Ministry Of Youth And Sports,89.0,1275.0,0.0,0.0,0.0,388.0,1900.0,0.0,0.0,0.0,1364.0,2288.0
Misr 2000,0.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0
Misr Al Gadida Military Hospital,38.0,800.0,243.0,0.0,0.0,4.0,168.0,0.0,0.0,0.0,1081.0,172.0
Misr Al Qadima Police Department,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0
Misr Al Qadimah,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0
Misr Al Qadmina Post Office,160.0,413.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,573.0,44.0
Misr Al Wosta Electricity Company (Al Bahr Al Aazam St.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Misr El Qadima District Presidency,18.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,18.0,520.0
Misr El Qadima Police Department,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Misr Gas Station (Giza Square),0.0,2148.0,1125.0,0.0,0.0,0.0,2160.0,640.0,0.0,0.0,3273.0,2800.0
Misr Petroleum - Masaken Al Wehda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Misr Petroleum (Port Said St.),350.0,0.0,71.0,0.0,0.0,104.0,0.0,140.0,0.0,0.0,421.0,244.0
Misr Petroleum Gas Station (Badrasheen),0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,144.0
Misr Public Library (Port Said St.),232.0,0.0,125.0,0.0,0.0,204.0,0.0,80.0,0.0,0.0,357.0,284.0
Misr Sudan (7th District Nasr City),71.0,0.0,20.0,0.0,0.0,136.0,80.0,48.0,0.0,0.0,91.0,264.0
Misr University for Sciences and Technology (MUST),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mit Halfa - Cairo Alexandria Agriculture Road,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,336.0
Mit Halfa ( Cairo Alexandria Agriculture Rd. ),170.0,0.0,0.0,579.0,0.0,200.0,0.0,0.0,76.0,0.0,749.0,276.0
Mit Nama Steps (Cairo Alexandria Agriculture Rd.),78.0,45.0,0.0,0.0,0.0,96.0,148.0,0.0,0.0,0.0,123.0,244.0
MIU (Obour),0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0
Moasasset Al Zakah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moassasa,518.0,5288.0,0.0,386.0,0.0,1004.0,5216.0,0.0,888.0,0.0,6192.0,7108.0
Moassasa Pedestrian Bridge,78.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0
Mobil - Mall of Arabia,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0
Mobil (Ahmed Esmat St.),0.0,161.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,280.0,476.0,280.0
Mobil (Al Khalafawy),85.0,317.0,0.0,0.0,0.0,240.0,36.0,0.0,0.0,0.0,402.0,276.0
Mobil (Hassan Al Sherif & Nasr City),0.0,0.0,191.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,191.0,132.0
Mobil (Mostafa Kamel Axis & 1st Settlement),117.0,237.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,354.0,228.0
Mobil (Nile Corniche Maasara),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mobil Gas Station (Abdel Hameed Badawy St.),108.0,0.0,501.0,0.0,0.0,96.0,0.0,404.0,0.0,0.0,609.0,500.0
Mobil Gas Station (Salah Salem St),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mobil North 90,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0
Modern School (Ahmed Esmat St.),0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0
Moemen (Nasr St.),0.0,636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,0.0
Mohagreen (Ezbet Al Nakhl),0.0,1389.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,48.0,1533.0,48.0
Mohamed Farid St. & Al Mathan St.,233.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,233.0,124.0
Mohamed Naguib Metro Station,1077.0,0.0,239.0,0.0,0.0,908.0,0.0,208.0,0.0,0.0,1316.0,1116.0
Mohamedan Light Hospital (Ain Shams),0.0,302.0,27.0,9.0,0.0,0.0,0.0,56.0,20.0,0.0,338.0,76.0
Mohammed Farid Post Office,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0
Mohie Al Deen Aboul Ezz St. & Tahrir St.,641.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,641.0,480.0
Mokattam Entrance - Al Gamea Al Haditha St,134.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,134.0,208.0
Mokattam Entrance from Al Gamea Al Haditha St.,18.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,18.0,20.0
Moneeb,5647.0,7751.0,0.0,0.0,0.0,3296.0,5060.0,0.0,144.0,0.0,13398.0,8500.0
Moneeb Station,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montasser (Nile Corniche),0.0,146.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,146.0,248.0
Moqattam Entrance from Salah Salem,130.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,130.0,80.0
Mosheer Ahmed Ismail Station (Sheraton),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mostorad Pedestrian Bridge,0.0,0.0,53.0,384.0,0.0,24.0,0.0,124.0,528.0,0.0,437.0,676.0
Mostorod,266.0,72.0,966.0,0.0,0.0,136.0,0.0,400.0,0.0,0.0,1304.0,536.0
Mostorod Bridge (Ring Rd.),52.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,52.0,72.0
Motseian,0.0,4759.0,0.0,0.0,0.0,4.0,2476.0,0.0,0.0,0.0,4759.0,2480.0
Mountain View Square,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0
MSA University,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0
Mubarak Educational City Entrance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nadi Al Baraka Steps (Ring Rd.),241.0,70.0,0.0,0.0,0.0,32.0,64.0,0.0,0.0,0.0,311.0,96.0
Nahda City Station,0.0,672.0,0.0,0.0,0.0,0.0,1344.0,0.0,0.0,0.0,672.0,1344.0
Nahya Steps (Ring Rd.),0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,336.0
Nasr Al Islam Mosque (Al Nozha St.),146.0,0.0,84.0,0.0,0.0,192.0,384.0,112.0,0.0,0.0,230.0,688.0
Nasr City Sporting Club,866.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,866.0,284.0
Nasr City Towers,159.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,159.0,100.0
Nasr St Exit from Autostrad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nasser Institue For Research (Al Khalafawy),209.0,17.0,0.0,0.0,0.0,184.0,112.0,0.0,0.0,0.0,226.0,296.0
National Authority For Military Production,557.0,0.0,200.0,0.0,0.0,168.0,112.0,164.0,0.0,0.0,757.0,444.0
National Cardiac Institute,0.0,560.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,560.0,48.0
National Institute for Diabetes ( Magra Al Oyoun ),199.0,308.0,204.0,0.0,0.0,176.0,124.0,160.0,0.0,0.0,711.0,460.0
National Institute for Occupational Safety and Health (Al Amn Al Senaey),0.0,0.0,157.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,157.0,32.0
National Institute for Tumor Studies ( Magra Al Oyoun),928.0,0.0,227.0,0.0,0.0,516.0,52.0,272.0,0.0,0.0,1155.0,840.0
National Research Center (Dokki),332.0,0.0,0.0,0.0,0.0,184.0,172.0,0.0,0.0,0.0,332.0,356.0
National Security (Alexandria Desert Rd.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nefertari International School,13.0,636.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,649.0,672.0
New Cairo Academy (5th Settlement),0.0,0.0,18.0,0.0,0.0,64.0,0.0,48.0,0.0,0.0,18.0,112.0
New Giza Gate 1,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,72.0
New Marg,1024.0,1526.0,1270.0,0.0,1274.0,96.0,2912.0,344.0,0.0,1904.0,5094.0,5256.0
New Marg Exit (Ring Rd.),18.0,70.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,88.0,56.0
New Marg Station,192.0,2464.0,280.0,0.0,0.0,600.0,1712.0,320.0,0.0,0.0,2936.0,2632.0
New Market (Asmarat),251.0,0.0,0.0,0.0,198.0,180.0,0.0,0.0,0.0,72.0,449.0,252.0
New Musuem ( Cairo Alex Desert Rd.),0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0
New Police Station Nahda,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Nile Club (Shubra Al Kheima),0.0,0.0,0.0,265.0,0.0,144.0,0.0,0.0,0.0,0.0,265.0,144.0
Nile Towers (Nile Corniche),0.0,0.0,44.0,0.0,0.0,28.0,16.0,16.0,0.0,0.0,44.0,60.0
Nile University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nissan (Kattameya),18.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,18.0,20.0
North Cairo Electricity Distribution Company (Al Helmeya),196.0,0.0,168.0,0.0,0.0,28.0,0.0,124.0,0.0,0.0,364.0,152.0
North Imbaba,0.0,880.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,880.0,336.0
Northen Giza Courthouse,35.0,500.4966721862976,1636.0,0.0,0.0,56.0,115.49405342522248,576.0,0.0,0.0,2171.4966721862975,747.4940534252225
Noubar St.,1031.0,0.0,77.0,0.0,0.0,1392.0,0.0,440.0,0.0,0.0,1108.0,1832.0
Nour Al Huda Automotive (Shubra Al Kheima),252.0,0.0,152.0,0.0,0.0,292.0,0.0,116.0,0.0,0.0,404.0,408.0
Nour Al Islam Azhari Institute (Kafr Al Gabal),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nour Al Islam Mosque ( Shubra Al Kheima),0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0
Nour Al Islam Mosque (Shubra Al Kheima),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nour Al Islam Mosque Steps (Ring Rd.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novartis Pharma (Al Zaytoun),780.0,864.0,1130.0,0.0,0.0,352.0,1052.0,440.0,0.0,0.0,2774.0,1844.0
Nozha - Nabil Al Waqaad,0.0,0.0,295.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,295.0,276.0
Nozha Bridge Entrance,0.0,0.0,23.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,23.0,56.0
Nozha Bridge Exit,80.0,64.0,133.0,0.0,0.0,4.0,0.0,112.0,0.0,0.0,277.0,116.0
Oasis Mall (Sheraton),387.0,267.94518886541056,154.0,0.0,0.0,308.0,229.76732203631232,400.0,0.0,0.0,808.9451888654105,937.7673220363123
Obour,364.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,364.0,224.0
Obour City Authority,26.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0
Obour Market - South,39.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,39.0,48.0
Obour Sporting Club,65.0,172.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,237.0,128.0
Officers Housing ( Al Remaya St.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0
Officers Housing (Al Remaya St),0.0,0.0,44.0,28.0,0.0,144.0,0.0,40.0,0.0,0.0,72.0,184.0
Old 10th of Ramadan,72.0,3220.0,2188.0,0.0,0.0,100.0,3928.0,1152.0,0.0,0.0,5480.0,5180.0
Olowwa Faris St. (Bab Al Shaereyya),486.0,0.0,402.0,0.0,0.0,508.7797230225727,0.0,336.0,0.0,0.0,888.0,844.7797230225726
Om Al Masryeen Metro,1204.0,574.0,373.0,0.0,0.0,264.0,0.0,280.0,0.0,0.0,2151.0,544.0
Om Bayoumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Om Bayoumi Station,342.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,342.0,12.0
Omar Efendi (Ahmed Oraby St.),57.0,157.0,138.0,0.0,0.0,80.0,0.0,256.0,36.0,0.0,352.0,372.0
Omar Ibn Abd El Aziz St. & Al Sekka Al Hadid,0.0,236.0,0.0,0.0,0.0,0.0,544.0,0.0,0.0,0.0,236.0,544.0
Omar Ibn Al Khattab Mosque (Al Matareyya St.),202.0,294.0,242.0,0.0,0.0,88.0,208.0,24.0,0.0,0.0,738.0,320.0
Ommal Square (5th Settlement),117.0,0.0,0.0,0.0,0.0,72.0,0.0,24.0,0.0,0.0,117.0,96.0
Opera House,420.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,420.0,196.0
Orascom Business (Anabib Al Petrol),0.0,86.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,86.0,60.0
Oriental Weavers (6th of October),0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0
Oriental Weavers (Al Haram),226.0,7581.0,30.0,1547.0,0.0,180.0,4028.0,64.0,1872.0,0.0,9384.0,6144.0
Oriental Weavers (Sheraton),252.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,252.0,128.0
Othman Pedestrian Bridge (Ring Rd.),320.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,320.0,64.0
Othman Steps (Ring Rd.),0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,112.0
Palace of Culture (Al Matareyya),341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,0.0
Palestine School (Ain Shams St.),52.0,966.0,23.0,0.0,0.0,8.0,0.0,104.0,0.0,0.0,1041.0,112.0
Palestine School (Ain Shams St),373.0,304.0,289.0,0.0,0.0,288.0,0.0,56.0,0.0,0.0,966.0,344.0
Panasonic (Abbas Al Akkad),0.0,0.0,401.0,0.0,0.0,80.0,0.0,264.0,0.0,0.0,401.0,344.0
Papa Jones (Batal Ahmed St.),0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,120.0,0.0,284.0,120.0
Paradise Al Shorouq Compound,78.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,78.0,64.0
Pepsico (Nasr City),145.0,0.0,0.0,0.0,0.0,88.0,0.0,24.0,0.0,0.0,145.0,112.0
Petroleum Square (Al Marg),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pharaonic Village (Al Bahr Al Aazam St.),0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0
Physical Therapy - Modern Academy,92.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,92.0,264.0
Pizza Hut (Mostafa Al Nahas),361.0,570.0,141.0,0.0,0.0,424.0,1496.0,436.0,0.0,0.0,1072.0,2356.0
Plaza Club (Obour),104.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,104.0,48.0
Police Academy (Abbaseya),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Police Academy (New Cairo),23.0,0.0,316.0,0.0,0.0,84.0,0.0,216.0,0.0,0.0,339.0,300.0
Police Academy (Ring Rd.),0.0,1792.0,0.0,0.0,0.0,0.0,2216.0,0.0,0.0,0.0,1792.0,2216.0
Police Hospital (Agouza),477.0,72.0,81.0,0.0,0.0,280.0,0.0,56.0,0.0,0.0,630.0,336.0
Police Hospital (Al Shaheed Axis),54.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0
Police Hospital (Al Shaheed Corridor),64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0
Police Mosque (Salah Salem St),72.0,108.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,180.0,32.0
Police Officers Club (Zamalek),0.0,0.0,657.0,0.0,0.0,40.0,0.0,412.0,0.0,0.0,657.0,452.0
Police Union Club,410.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,410.0,24.0
Policeman Institute St. (Nile Corniche),0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0
Port Said Square (Maadi),18.0,2884.0,0.0,0.0,0.0,32.0,1064.0,32.0,0.0,0.0,2902.0,1128.0
Port Said St. (Al Sawah),155.0,0.0,67.0,0.0,0.0,84.0,0.0,252.0,0.0,0.0,222.0,336.0
Port Said St. Pedestrian Al Mosky,896.0,0.0,1656.0,0.0,0.0,729.9906463082391,0.0,1532.0,0.0,0.0,2552.0,2261.990646308239
Porto Cairo Mall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Postal Office (1st Settlement),63.0,0.0,37.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,100.0,8.0
Public Taxes Mission (Nasr City),0.0,374.0,291.0,0.0,0.0,0.0,1088.0,400.0,0.0,0.0,665.0,1488.0
Qadry Basha (Al Sayeda Zeinab),1016.0,173.0,1283.0,0.0,0.0,808.0,0.0,1024.0,0.0,0.0,2472.0,1832.0
Qalaa,281.0,0.0,36.0,0.0,0.0,302.3091969751156,0.0,84.0,0.0,0.0,317.0,386.3091969751156
Qalyoub Al Balad Bus Station,1732.0,0.0,0.0,2316.0,0.0,352.0,0.0,0.0,532.0,0.0,4048.0,884.0
Qalyoub District Court,230.0,630.0,0.0,386.0,0.0,72.0,2520.0,0.0,356.0,0.0,1246.0,2948.0
Qalyoub Exit to Ring Rd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qalyub Exit (Cairo Alexandria Agriculture Rd.),186.0,0.0,0.0,193.0,0.0,248.0,168.0,0.0,608.0,0.0,379.0,1024.0
Qalyub Specialized Hospital,257.0,0.0,0.0,386.0,0.0,176.0,0.0,0.0,608.0,0.0,643.0,784.0
Qalyub Steps (Ring Rd.),0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0
Qasr Oraby Furniture (Gamal Abdel Nasser),27.0,129.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,0.0,156.0,32.0
Qatar Ahly Bank (Al Tayaran St.),14.0,0.0,1328.0,0.0,0.0,144.0,80.0,1156.0,0.0,0.0,1342.0,1380.0
