Stop_Name,Morning_Formal_BA,Morning_Informal_BA,Daily_Formal_BA,Daily_Informal_BA,Morning_All_BA,Daily_All_BA,geometry,Formal_Share_Morning,Formal_Share_Daily,Formal_Percentage_Morning,Formal_Percentage_Daily,Dominant_Morning,Dominant_Daily,Dominance_Shifted
New Musuem ( Cairo Alex Desert Rd.),0.0,115.0,0.0,115.0,115.0,115.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
New Police Station Nahda,0.0,287.0,0.0,467.0,287.0,467.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Nile Club (Shubra Al Kheima),92.0,1230.0,360.0,1566.0,1322.0,1926.0,POINT (330771.0009046721 3332353.4195311735),0.06959152798789713,0.18691588785046728,0.06959152798789713,0.18691588785046728,Informal,Informal,False
Nile Towers (Nile Corniche),97.0,92.0,225.0,108.0,189.0,333.0,POINT (329135.15187684307 3328150.2297871336),0.5132275132275133,0.6756756756756757,0.5132275132275133,0.6756756756756757,Formal,Formal,False
Nile University,0.0,0.0,32.0,0.0,0.0,32.0,POINT (305691.02959231613 3321485.4809639584),,1.0,,1.0,Informal,Formal,True
Nissan (Kattameya),18.0,0.0,38.0,88.0,18.0,126.0,POINT (344144.56274047546 3319156.457020658),1.0,0.30158730158730157,1.0,0.30158730158730157,Formal,Informal,True
North Cairo Electricity Distribution Company (Al Helmeya),1202.0,0.0,1622.0,0.0,1202.0,1622.0,POINT (337954.7827099754 3332296.1386352456),1.0,1.0,1.0,1.0,Formal,Formal,False
North Imbaba,0.0,1424.0,0.0,2276.0,1424.0,2276.0,POINT (328119.6813026273 3329155.265327011),0.0,0.0,0.0,0.0,Informal,Informal,False
Northen Giza Courthouse,1784.0,1060.7617371096999,3016.0,1366.8603679139183,2200.737237757538,3313.5068607087514,POINT (327042.94505453185 3327768.518270225),0.8106374397598796,0.9102138992870183,0.8106374397598796,0.9102138992870183,Formal,Formal,False
Noubar St.,2248.0,0.0,5244.0,0.0,2248.0,5244.0,POINT (330497.50271424116 3325027.417416616),1.0,1.0,1.0,1.0,Formal,Formal,False
Nour Al Huda Automotive (Shubra Al Kheima),742.0,276.0,1410.0,340.0,1018.0,1750.0,POINT (331049.3428995601 3332038.2938342583),0.7288801571709234,0.8057142857142857,0.7288801571709234,0.8057142857142857,Formal,Formal,False
Nour Al Islam Azhari Institute (Kafr Al Gabal),0.0,0.0,0.0,48.0,0.0,48.0,POINT (322645.57284890185 3315740.847824413),,0.0,,0.0,Informal,Informal,False
Nour Al Islam Mosque ( Shubra Al Kheima),309.0,155.0,309.0,155.0,464.0,464.0,POINT (334700.66123943054 3332890.346075399),0.665948275862069,0.665948275862069,0.665948275862069,0.665948275862069,Formal,Formal,False
Nour Al Islam Mosque (Shubra Al Kheima),40.0,0.0,100.0,0.0,40.0,100.0,POINT (334717.8771528594 3332880.777319921),1.0,1.0,1.0,1.0,Formal,Formal,False
Nour Al Islam Mosque Steps (Ring Rd.),0.0,0.0,16.0,0.0,0.0,16.0,POINT (330866.71020012605 3319273.265680047),,1.0,,1.0,Informal,Formal,True
Novartis Pharma (Al Zaytoun),3630.0,2016.0,5670.0,3776.0,5646.0,9446.0,POINT (335401.94255923154 3331718.342977174),0.6429330499468651,0.6002540757992801,0.6429330499468651,0.6002540757992801,Formal,Formal,False
Nozha - Nabil Al Waqaad,671.0,0.0,1171.0,0.0,671.0,1171.0,POINT (340063.3233354949 3329036.6225422868),1.0,1.0,1.0,1.0,Formal,Formal,False
Nozha Bridge Entrance,87.0,0.0,175.0,0.0,87.0,175.0,POINT (340113.1004439038 3329566.3166320985),1.0,1.0,1.0,1.0,Formal,Formal,False
Nozha Bridge Exit,361.0,208.0,601.0,208.0,569.0,809.0,POINT (340137.27217662893 3329564.346067353),0.6344463971880492,0.7428924598269468,0.6344463971880492,0.7428924598269468,Formal,Formal,False
Oasis Mall (Sheraton),1597.0,480.287472151779,2641.0,822.6162433918255,1683.5902690569596,2822.527608802393,POINT (343146.5258624865 3332005.402452229),0.9485680865181871,0.9356861529941187,0.9485680865181871,0.9356861529941187,Formal,Formal,False
Obour,715.0,0.0,1595.0,0.0,715.0,1595.0,POINT (354510.81073235045 3349782.9957986404),1.0,1.0,1.0,1.0,Formal,Formal,False
Obour City Authority,52.0,172.0,68.0,172.0,224.0,240.0,POINT (351646.931912043 3346273.3434864),0.23214285714285715,0.2833333333333333,0.23214285714285715,0.2833333333333333,Informal,Informal,False
Obour Market - South,65.0,394.0,145.0,618.0,459.0,763.0,POINT (352510.507864314 3337600.1522661843),0.14161220043572983,0.19003931847968544,0.14161220043572983,0.19003931847968544,Informal,Informal,False
Obour Sporting Club,104.0,516.0,248.0,572.0,620.0,820.0,POINT (351631.4968974689 3345854.527340216),0.16774193548387098,0.3024390243902439,0.16774193548387098,0.3024390243902439,Informal,Informal,False
Officers Housing ( Al Remaya St.),62.0,0.0,298.0,0.0,62.0,298.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Officers Housing (Al Remaya St),44.0,56.0,228.0,56.0,100.0,284.0,,0.44,0.8028169014084507,0.44,0.8028169014084507,Informal,Formal,True
Old 10th of Ramadan,2395.0,3395.0,3815.0,7483.0,5790.0,11298.0,POINT (347645.9095892454 3336295.708151449),0.41364421416234887,0.33767038413878564,0.41364421416234887,0.33767038413878564,Informal,Informal,False
Olowwa Faris St. (Bab Al Shaereyya),1626.0,0.0,2787.903461931831,0.0,1626.0,3140.683380113337,POINT (332215.08864908793 3326536.243714866),1.0,0.8876741538433028,1.0,0.8876741538433028,Formal,Formal,False
Om Al Masryeen Metro,2679.0,656.0,3751.0,800.0,3335.0,4551.0,POINT (327231.19967217674 3320742.4436183902),0.8032983508245877,0.8242144583607999,0.8032983508245877,0.8242144583607999,Formal,Formal,False
Om Bayoumi,188.0,0.0,620.0,0.0,188.0,620.0,POINT (331546.0819937753 3335960.6452026586),1.0,1.0,1.0,1.0,Formal,Formal,False
Om Bayoumi Station,432.0,0.0,480.0,0.0,432.0,480.0,POINT (331638.55452475476 3336605.8090735786),1.0,1.0,1.0,1.0,Formal,Formal,False
Omar Efendi (Ahmed Oraby St.),706.0,1149.0,1758.0,1505.0,1855.0,3263.0,POINT (326903.35679869016 3327213.8376492355),0.3805929919137466,0.5387680049034631,0.3805929919137466,0.5387680049034631,Informal,Formal,True
Omar Ibn Abd El Aziz St. & Al Sekka Al Hadid,0.0,399.0,0.0,1619.0,399.0,1619.0,POINT (337308.18928613764 3302165.7700430383),0.0,0.0,0.0,0.0,Informal,Informal,False
Omar Ibn Al Khattab Mosque (Al Matareyya St.),707.0,1090.0,1003.0,1726.0,1797.0,2729.0,POINT (336546.57200125116 3331967.697026916),0.39343350027824153,0.36753389519970686,0.39343350027824153,0.36753389519970686,Informal,Informal,False
Ommal Square (5th Settlement),189.0,1440.0,369.0,1600.0,1629.0,1969.0,POINT (348774.4353828102 3319476.424896542),0.11602209944751381,0.18740477399695277,0.11602209944751381,0.18740477399695277,Informal,Informal,False
Opera House,1049.0,322.0,1369.0,582.0,1371.0,1951.0,POINT (329046.48857063317 3324914.1865376243),0.7651349380014588,0.7016914402870323,0.7651349380014588,0.7016914402870323,Formal,Formal,False
Orascom Business (Anabib Al Petrol),0.0,215.0,0.0,335.0,215.0,335.0,POINT (343591.1367442951 3334652.7338036587),0.0,0.0,0.0,0.0,Informal,Informal,False
Oriental Weavers (6th of October),0.0,0.0,192.0,0.0,0.0,192.0,POINT (298997.7132425585 3315580.7863121126),,1.0,,1.0,Informal,Formal,True
Oriental Weavers (Al Haram),819.0,12009.0,1603.0,19085.0,12828.0,20688.0,POINT (326800.6786017723 3321309.5715779914),0.063844714686623,0.077484532095901,0.063844714686623,0.077484532095901,Informal,Informal,False
Oriental Weavers (Sheraton),416.0,270.0,604.0,270.0,686.0,874.0,POINT (342518.7102185895 3331899.3924857555),0.6064139941690962,0.6910755148741419,0.6064139941690962,0.6910755148741419,Formal,Formal,False
Othman Pedestrian Bridge (Ring Rd.),320.0,0.0,464.0,56.0,320.0,520.0,POINT (337519.2160052727 3338083.961314455),1.0,0.8923076923076924,1.0,0.8923076923076924,Formal,Formal,False
Othman Steps (Ring Rd.),192.0,84.0,400.0,504.0,276.0,904.0,POINT (337246.85167561006 3338050.639830285),0.6956521739130435,0.4424778761061947,0.6956521739130435,0.4424778761061947,Formal,Informal,True
Palace of Culture (Al Matareyya),581.0,120.0,689.0,152.0,701.0,841.0,POINT (334783.78674317093 3332694.2685474306),0.8288159771754636,0.8192627824019025,0.8288159771754636,0.8192627824019025,Formal,Formal,False
Palestine School (Ain Shams St.),901.0,3059.0,1473.0,3059.0,3960.0,4532.0,POINT (338384.7870098084 3334428.9465352176),0.22752525252525252,0.32502206531332745,0.22752525252525252,0.32502206531332745,Informal,Informal,False
Palestine School (Ain Shams St),925.0,304.0,1397.0,304.0,1229.0,1701.0,,0.7526444263628966,0.8212815990593768,0.7526444263628966,0.8212815990593768,Formal,Formal,False
Panasonic (Abbas Al Akkad),872.0,0.0,1628.0,0.0,872.0,1628.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Papa Jones (Batal Ahmed St.),81.0,2125.0,161.0,2797.0,2206.0,2958.0,POINT (327017.9945136412 3326080.267181873),0.03671804170444243,0.05442866801893171,0.03671804170444243,0.05442866801893171,Informal,Informal,False
Paradise Al Shorouq Compound,143.0,0.0,319.0,0.0,143.0,319.0,POINT (370922.3629567359 3336452.4944497575),1.0,1.0,1.0,1.0,Formal,Formal,False
Pepsico (Nasr City),145.0,0.0,321.0,0.0,145.0,321.0,POINT (340523.7371106106 3324204.1155978423),1.0,1.0,1.0,1.0,Formal,Formal,False
Petroleum Square (Al Marg),148.0,0.0,280.0,0.0,148.0,280.0,POINT (338983.57806350384 3336536.7128463434),1.0,1.0,1.0,1.0,Formal,Formal,False
Pharaonic Village (Al Bahr Al Aazam St.),0.0,165.0,0.0,165.0,165.0,165.0,POINT (327787.3793763452 3319824.5698634093),0.0,0.0,0.0,0.0,Informal,Informal,False
Physical Therapy - Modern Academy,234.0,0.0,630.0,0.0,234.0,630.0,POINT (337105.5460985389 3319148.037033589),1.0,1.0,1.0,1.0,Formal,Formal,False
Pizza Hut (Mostafa Al Nahas),1326.0,2139.0,2462.0,4963.0,3465.0,7425.0,,0.3826839826839827,0.3315824915824916,0.3826839826839827,0.3315824915824916,Informal,Informal,False
Plaza Club (Obour),117.0,172.0,197.0,228.0,289.0,425.0,POINT (352199.5805253517 3347760.659963055),0.40484429065743943,0.46352941176470586,0.40484429065743943,0.46352941176470586,Informal,Informal,False
Police Academy (Abbaseya),317.0,0.0,333.0,0.0,317.0,333.0,POINT (334696.7573151685 3327680.017880999),1.0,1.0,1.0,1.0,Formal,Formal,False
Police Academy (New Cairo),574.0,0.0,926.0,0.0,574.0,926.0,POINT (347048.44693001267 3325766.3900740417),1.0,1.0,1.0,1.0,Formal,Formal,False
Police Academy (Ring Rd.),18.0,3496.0,18.0,7640.0,3514.0,7658.0,POINT (346008.54820163385 3324119.953743394),0.005122367672168469,0.0023504831548707234,0.005122367672168469,0.0023504831548707234,Informal,Informal,False
Police Hospital (Agouza),680.0,536.0,1156.0,592.0,1216.0,1748.0,POINT (328117.5441790348 3325808.2427188368),0.5592105263157895,0.6613272311212814,0.5592105263157895,0.6613272311212814,Formal,Formal,False
Police Hospital (Al Shaheed Axis),135.0,63.0,219.0,63.0,198.0,282.0,,0.6818181818181818,0.776595744680851,0.6818181818181818,0.776595744680851,Formal,Formal,False
Police Hospital (Al Shaheed Corridor),96.0,0.0,96.0,0.0,96.0,96.0,POINT (338811.2044489448 3324229.399983676),1.0,1.0,1.0,1.0,Formal,Formal,False
Police Mosque (Salah Salem St),674.0,216.0,906.0,216.0,890.0,1122.0,,0.7573033707865169,0.8074866310160428,0.7573033707865169,0.8074866310160428,Formal,Formal,False
Police Officers Club (Zamalek),848.0,0.0,1364.0,0.0,848.0,1364.0,POINT (328297.8741647003 3326926.421476896),1.0,1.0,1.0,1.0,Formal,Formal,False
Police Union Club,445.0,274.0,469.0,578.0,719.0,1047.0,POINT (333827.18076705496 3326179.388325759),0.6189151599443672,0.4479465138490926,0.6189151599443672,0.4479465138490926,Formal,Informal,True
Policeman Institute St. (Nile Corniche),0.0,479.0,0.0,1003.0,479.0,1003.0,POINT (333251.1719551139 3313714.1071696556),0.0,0.0,0.0,0.0,Informal,Informal,False
Port Said Square (Maadi),18.0,4198.0,130.0,6062.0,4216.0,6192.0,POINT (332353.5609164158 3315759.8820096296),0.004269449715370019,0.02099483204134367,0.004269449715370019,0.02099483204134367,Informal,Informal,False
Port Said St. (Al Sawah),791.0,354.0,1683.0,1542.0,1145.0,3225.0,POINT (334662.31547320914 3331960.834540886),0.6908296943231441,0.521860465116279,0.6908296943231441,0.521860465116279,Formal,Formal,False
Port Said St. Pedestrian Al Mosky,6432.0,0.0,6650.33932706279,0.0,6432.0,7279.9318636923135,POINT (331841.1160384228 3325597.0718617043),1.0,0.9135166992744078,1.0,0.9135166992744078,Formal,Formal,False
Porto Cairo Mall,36.0,0.0,68.0,32.0,36.0,100.0,POINT (347907.7711329366 3327087.6286698403),1.0,0.68,1.0,0.68,Formal,Formal,False
Postal Office (1st Settlement),278.0,0.0,470.0,0.0,278.0,470.0,POINT (351735.8004151586 3327206.7300496334),1.0,1.0,1.0,1.0,Formal,Formal,False
Public Taxes Mission (Nasr City),1438.0,1296.0,1982.0,4272.0,2734.0,6254.0,POINT (340502.2427304381 3326524.1280492414),0.5259692757863935,0.3169171730092741,0.5259692757863935,0.3169171730092741,Formal,Informal,True
Qadry Basha (Al Sayeda Zeinab),4647.0,173.0,8203.0,277.0,4820.0,8480.0,POINT (330835.85018406017 3323773.9211208513),0.9641078838174274,0.9673349056603774,0.9641078838174274,0.9673349056603774,Formal,Formal,False
Qalaa,975.0,0.0,1399.3738795987715,0.0,975.0,1429.8953121314469,POINT (331997.9641413292 3323362.9494607146),1.0,0.9786547782388494,1.0,0.9786547782388494,Formal,Formal,False
Qalyoub Al Balad Bus Station,2704.0,2964.0,4832.0,4136.0,5668.0,8968.0,POINT (327430.2789631153 3340229.350979455),0.47706422018348627,0.5388046387154326,0.47706422018348627,0.5388046387154326,Informal,Formal,True
Qalyoub District Court,847.0,2762.0,1787.0,6614.0,3609.0,8401.0,POINT (328332.06430790975 3340174.9768766696),0.23469105015239677,0.21271277228901322,0.23469105015239677,0.21271277228901322,Informal,Informal,False
Qalyoub Exit to Ring Rd.,52.0,106.0,52.0,106.0,158.0,158.0,POINT (329423.00510973856 3336637.5340405656),0.3291139240506329,0.3291139240506329,0.3291139240506329,0.3291139240506329,Informal,Informal,False
Qalyub Exit (Cairo Alexandria Agriculture Rd.),729.0,1896.0,1193.0,3504.0,2625.0,4697.0,POINT (329548.4609356418 3336374.6775624906),0.2777142857142857,0.25399190972961466,0.2777142857142857,0.25399190972961466,Informal,Informal,False
Qalyub Specialized Hospital,366.0,579.0,622.0,1187.0,945.0,1809.0,POINT (328787.1478582999 3340157.620453255),0.3873015873015873,0.34383637368711994,0.3873015873015873,0.34383637368711994,Informal,Informal,False
Qalyub Steps (Ring Rd.),39.0,621.0,95.0,1005.0,660.0,1100.0,POINT (329565.5061674843 3336651.348309522),0.05909090909090909,0.08636363636363636,0.05909090909090909,0.08636363636363636,Informal,Informal,False
Qasr Oraby Furniture (Gamal Abdel Nasser),112.0,783.0,196.0,1347.0,895.0,1543.0,POINT (345681.7532267927 3335538.607601691),0.12513966480446928,0.1270252754374595,0.12513966480446928,0.1270252754374595,Informal,Informal,False
Qatar Ahly Bank (Al Tayaran St.),3095.0,280.0,4835.0,920.0,3375.0,5755.0,POINT (338593.600642315 3326879.873444978),0.917037037037037,0.840139009556907,0.917037037037037,0.840139009556907,Formal,Formal,False
Qattameya,495.0,0.0,831.0,0.0,495.0,831.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Qawmeya Arabeya,0.0,891.0,0.0,1595.0,891.0,1595.0,POINT (326990.4577043464 3330620.5162146385),0.0,0.0,0.0,0.0,Informal,Informal,False
Qawmeya Steps (Ring Rd.),28.0,0.0,88.0,132.0,28.0,220.0,POINT (326511.45907596604 3330827.0684534735),1.0,0.4,1.0,0.4,Formal,Informal,True
Qism El Marg,0.0,1752.0,0.0,2972.0,1752.0,2972.0,POINT (340234.79432395415 3336522.6141391196),0.0,0.0,0.0,0.0,Informal,Informal,False
Rabaah Al Adaweya Mosque,1100.0,3060.261799283035,2408.0,1364.3421816321857,5115.990637355599,4134.228039147461,POINT (338596.00307550456 3327450.9387927274),0.2150121213999286,0.5824545664144268,0.2150121213999286,0.5824545664144268,Informal,Formal,True
Rabaah Al Adaweya Mosque (Nasr City),1541.0,442.0,2125.0,1118.0,1983.0,3243.0,,0.7771053958648513,0.6552574776441566,0.7771053958648513,0.6552574776441566,Formal,Formal,False
Radisson Hotel (Sheraton),1090.0,0.0,2362.0,0.0,1090.0,2362.0,POINT (343450.96330602374 3331755.4066453786),1.0,1.0,1.0,1.0,Formal,Formal,False
Radobis Cinema (Haram St.),201.0,209.0,549.0,209.0,410.0,758.0,POINT (325869.3762175835 3320905.3619319964),0.4902439024390244,0.7242744063324539,0.4902439024390244,0.7242744063324539,Informal,Formal,True
Ragab Sons (Al Gazaer St.),150.0,394.0,278.0,1822.0,544.0,2100.0,POINT (333658.46096267924 3317324.1419861065),0.2757352941176471,0.13238095238095238,0.2757352941176471,0.13238095238095238,Informal,Informal,False
Ragab Sons (Al Magzar Mariouteya),0.0,2966.0,0.0,5966.0,2966.0,5966.0,POINT (322750.45401264494 3317717.6125668692),0.0,0.0,0.0,0.0,Informal,Informal,False
Ragab Sons (Al Shabab St. Obour),65.0,86.0,81.0,86.0,151.0,167.0,POINT (353512.04866218206 3349167.7870989745),0.4304635761589404,0.48502994011976047,0.4304635761589404,0.48502994011976047,Informal,Informal,False
Ragab Sons (Mahdy Arafa),489.0,1792.0,1237.0,3524.0,2281.0,4761.0,,0.21437965804471723,0.2598193656794791,0.21437965804471723,0.2598193656794791,Informal,Informal,False
Ragab Sons 7th District (6th of October),46.0,0.0,130.0,0.0,46.0,130.0,POINT (300851.4657916351 3318171.4511829196),1.0,1.0,1.0,1.0,Formal,Formal,False
Ragab Sons Al Mehwar Al Markazi (6th of October),0.0,0.0,32.0,136.0,0.0,168.0,POINT (300861.12420167105 3316916.9523144923),,0.19047619047619047,,0.19047619047619047,Informal,Informal,False
Ramses,16618.0,16304.0,27970.0,38872.0,32922.0,66842.0,POINT (330882.25942977454 3326885.0727484585),0.5047688475791264,0.4184494778731935,0.5047688475791264,0.4184494778731935,Formal,Informal,True
Ramses Extension - Southside,533.0,0.0,809.0,0.0,533.0,809.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Ramses Extension (North of Nasr Rd.),169.0,0.0,553.0,96.0,169.0,649.0,POINT (335977.0337313586 3327061.9961205046),1.0,0.8520801232665639,1.0,0.8520801232665639,Formal,Formal,False
Ramses Extension (South of Nasr Rd.),168.0,87.0,312.0,87.0,255.0,399.0,POINT (336876.0371465677 3325579.1286764187),0.6588235294117647,0.7819548872180451,0.6588235294117647,0.7819548872180451,Formal,Formal,False
Ramses Extension Northside,763.0,291.0,1075.0,327.0,1054.0,1402.0,,0.7239089184060721,0.7667617689015692,0.7239089184060721,0.7667617689015692,Formal,Formal,False
Ramses Language Schools (Khaloussi),1427.0,0.0,3083.0,0.0,1427.0,3083.0,POINT (331339.4113445989 3328751.2825249922),1.0,1.0,1.0,1.0,Formal,Formal,False
Ramses Railway Station,14788.0,17073.0,26412.0,30921.0,31861.0,57333.0,POINT (331128.8458357315 3326934.733770479),0.46414111295941746,0.46067709695986603,0.46414111295941746,0.46067709695986603,Informal,Informal,False
Raslan (6th of October),28.0,93.0,92.0,93.0,121.0,185.0,POINT (298730.79277718166 3315389.4060839876),0.23140495867768596,0.4972972972972973,0.23140495867768596,0.4972972972972973,Informal,Informal,False
Real Estate Registration Mission (Shobra),1464.0,0.0,2548.0,0.0,1464.0,2548.0,POINT (331131.15052061644 3328300.3252273123),1.0,1.0,1.0,1.0,Formal,Formal,False
Real Estate Registration Office (Shobra),491.0,0.0,719.0,0.0,491.0,719.0,POINT (331139.9695157978 3328298.5847748183),1.0,1.0,1.0,1.0,Formal,Formal,False
Realestate Regulation Authoity (6th of October),56.0,0.0,380.0,204.0,56.0,584.0,POINT (298471.0907732953 3313717.872988071),1.0,0.6506849315068494,1.0,0.6506849315068494,Formal,Formal,False
Red Crescent ( Masaken Zainhom),380.0,0.0,552.0,0.0,380.0,552.0,POINT (330815.23723980447 3322480.703004528),1.0,1.0,1.0,1.0,Formal,Formal,False
Red Kiosk (6th of October),115.0,0.0,387.0,0.0,115.0,387.0,POINT (299094.28634721186 3316842.506530203),1.0,1.0,1.0,1.0,Formal,Formal,False
Rehab Gate 13,525.0,165.0,909.0,213.0,690.0,1122.0,POINT (352973.2743268157 3326847.3593128463),0.7608695652173914,0.8101604278074866,0.7608695652173914,0.8101604278074866,Formal,Formal,False
Rehab Gate 6,935.0,0.0,1447.0,0.0,935.0,1447.0,POINT (354493.0157404145 3325663.696052182),1.0,1.0,1.0,1.0,Formal,Formal,False
Rehab Square,105.0,55.0,105.0,79.0,160.0,184.0,POINT (352928.0782510569 3325862.8290690123),0.65625,0.5706521739130435,0.65625,0.5706521739130435,Formal,Formal,False
Remaya 28,833.0,1178.1423907869928,1089.0,2109.7740583239224,1621.617696547412,3066.753639015045,POINT (319955.8121482752 3319147.0434408747),0.5136845766875517,0.3550986248604424,0.5136845766875517,0.3550986248604424,Informal,Informal,False
Research Institute of Ophthalmology - Giza,464.0,1321.0,856.0,3001.0,1785.0,3857.0,POINT (328005.99061130907 3321880.098444599),0.25994397759103643,0.22193414570910033,0.25994397759103643,0.22193414570910033,Informal,Informal,False
Research Institute of Ophthalmology (Al Giza),0.0,395.0,48.0,395.0,395.0,443.0,POINT (328016.9328718529 3321866.815226039),0.0,0.10835214446952596,0.0,0.10835214446952596,Informal,Informal,False
Rihana Plaza (Sheikh Zayed),10.0,0.0,10.0,0.0,10.0,10.0,POINT (307549.6217996483 3326218.328617234),1.0,1.0,1.0,1.0,Formal,Formal,False
Rimo Car (Ahmed Helmy St.),256.0,1332.0,376.0,1908.0,1588.0,2284.0,POINT (331891.1642415208 3328797.889133874),0.16120906801007556,0.1646234676007005,0.16120906801007556,0.1646234676007005,Informal,Informal,False
Ring Rd Exit to Mansoureyya Rd,0.0,35.0,0.0,275.0,35.0,275.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Ring Rd. Entrance from Moneeb,0.0,2124.0,0.0,4680.0,2124.0,4680.0,POINT (327210.7827752729 3318605.210335521),0.0,0.0,0.0,0.0,Informal,Informal,False
Ring Rd. Exit to Al Warraq,0.0,0.0,0.0,16.0,0.0,16.0,POINT (326766.4148083739 3334058.2283881446),,0.0,,0.0,Informal,Informal,False
Ring Rd. Exit to Bashtil,0.0,164.0,0.0,200.0,164.0,200.0,POINT (325493.2926601112 3329356.6016807165),0.0,0.0,0.0,0.0,Informal,Informal,False
Ring Rd. Exit to Cairo Alexandria Agriculture Road,13.0,53.0,85.0,101.0,66.0,186.0,POINT (329863.0193794868 3336679.7097841445),0.19696969696969696,0.45698924731182794,0.19696969696969696,0.45698924731182794,Informal,Informal,False
Ring Rd. Exit to Khosous,2880.0,0.0,5188.0,184.0,2880.0,5372.0,POINT (336472.6983157735 3337556.113563625),1.0,0.9657483246463142,1.0,0.9657483246463142,Formal,Formal,False
Ring Rd. Exit to Moneeb,0.0,1758.0,0.0,3038.0,1758.0,3038.0,POINT (327197.92565950635 3318579.13693759),0.0,0.0,0.0,0.0,Informal,Informal,False
Ring Rd. Exit to Remaya,0.0,223.0,0.0,375.0,223.0,375.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Ring Rd. Exit to Safe Al Laban,0.0,61.0,0.0,69.0,61.0,69.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Ring Rd. Exit to Saft Al Laban,0.0,82.0,0.0,130.0,82.0,130.0,POINT (323095.25899585185 3323932.7475435254),0.0,0.0,0.0,0.0,Informal,Informal,False
Ring Rd. Exit to Zahraa Masr Al Qadeema,54.0,867.0,78.0,1275.0,921.0,1353.0,,0.05863192182410423,0.057649667405764965,0.05863192182410423,0.057649667405764965,Informal,Informal,False
Ring Rd. Pedestrian Al Abeet,42.0,0.0,42.0,0.0,42.0,42.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Ring Rd. Pedestrian Ezbet Anwar,13.0,0.0,13.0,0.0,13.0,13.0,POINT (332903.5939578919 3336716.5057722544),1.0,1.0,1.0,1.0,Formal,Formal,False
Ring Rd. Steps 1 (26th of July Corridor),93.0,72.0,337.0,412.0,165.0,749.0,POINT (323856.2317911128 3327116.12161599),0.5636363636363636,0.4499332443257677,0.5636363636363636,0.4499332443257677,Formal,Informal,True
Ring Rd. Steps 2 (26th of July Corridor),195.0,201.0,607.0,289.0,396.0,896.0,POINT (324125.9406484453 3327047.016878541),0.49242424242424243,0.6774553571428571,0.49242424242424243,0.6774553571428571,Informal,Formal,True
Ring Rd. Steps to Ezbet Kayrallah,93.0,0.0,93.0,164.0,93.0,257.0,,1.0,0.36186770428015563,1.0,0.36186770428015563,Formal,Informal,True
Ring Rd. Steps to Nahya,0.0,68.0,0.0,748.0,68.0,748.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Ring Rd. Steps to New Marg,2489.0,300.0,3289.0,812.0,2789.0,4101.0,POINT (340315.89206208184 3338075.7644351157),0.8924345643599857,0.8019995123140697,0.8924345643599857,0.8019995123140697,Formal,Formal,False
Ring Rd. Steps to Nour City,0.0,185.0,0.0,269.0,185.0,269.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Ring Road Entrance from Cairo Alexandria Agriculture Rd.,152.0,215.0,296.0,403.0,367.0,699.0,POINT (329079.00885022676 3336633.2111946405),0.4141689373297003,0.4234620886981402,0.4141689373297003,0.4234620886981402,Informal,Informal,False
Ring Road Exit to Qalyub,14.0,194.0,50.0,402.0,208.0,452.0,POINT (329068.0489186143 3336607.69345901),0.0673076923076923,0.11061946902654868,0.0673076923076923,0.11061946902654868,Informal,Informal,False
Ring Road Steps to 26th of July Mehwar,196.0,345.0,400.0,429.0,541.0,829.0,POINT (323857.98652420775 3327127.500548831),0.36229205175600737,0.4825090470446321,0.36229205175600737,0.4825090470446321,Informal,Informal,False
River Transport Authority ( Zahraa ),751.0,1217.0,1327.0,2361.0,1968.0,3688.0,,0.38160569105691056,0.3598156182212581,0.38160569105691056,0.3598156182212581,Informal,Informal,False
Rod Al Farag Metro Station,9248.0,0.0,15156.0,0.0,9248.0,15156.0,POINT (330881.57867359906 3329013.224371718),1.0,1.0,1.0,1.0,Formal,Formal,False
Rod Al Farag Youth Center,36.0,525.0,140.0,525.0,561.0,665.0,POINT (329235.91468213254 3328457.0893486114),0.06417112299465241,0.21052631578947367,0.06417112299465241,0.21052631578947367,Informal,Informal,False
Rotana Motors (Maadi),240.0,0.0,340.0,0.0,240.0,340.0,POINT (333959.58649830805 3318524.224591223),1.0,1.0,1.0,1.0,Formal,Formal,False
Roushdy Pharmacy (Al Remaya Square),93.0,455.0,117.0,455.0,548.0,572.0,POINT (319666.38301114447 3319265.40040692),0.16970802919708028,0.20454545454545456,0.16970802919708028,0.20454545454545456,Informal,Informal,False
Roxy,4562.0,6733.0,8342.0,13913.0,11295.0,22255.0,POINT (337643.7907430186 3330288.1471264036),0.4038955289951306,0.37483711525499885,0.4038955289951306,0.37483711525499885,Informal,Informal,False
