Feature_ID,Grid_ID,Jobs_Accessible_60min,H3_Hex_ID,Population_2018,Pop_Male,Pop_Female,Jobs_In_Hex,Jobs_Pct_Accessible_60min,geometry
916,916,786079,883e628d29fffff,3245,1671,1573,3572,14.1,"MULTIPOLYGON (((325520.07652230986 3314180.7774566454, 326095.5587343991 3314219.075057211, 326418.0013561471 3313738.4400201235, 326164.97374455724 3313219.4988832236, 325589.49240753247 3313181.187810529, 325267.0368165178 3313661.830253237, 325520.07652230986 3314180.7774566454)))"
917,917,8116,883e628d2dfffff,3215,1656,1559,3721,0.1,"MULTIPOLYGON (((324691.5329602492 3313623.5241158167, 325267.0368165178 3313661.830253237, 325589.49240753247 3313181.187810529, 325336.4551956821 3312662.2318513785, 324760.9512443344 3312623.911133605, 324438.48362678895 3313104.5609701066, 324691.5329602492 3313623.5241158167)))"
918,918,6702,883e628d41fffff,25988,13336,12652,2356,0.1,"MULTIPOLYGON (((326140.3758024809 3317736.6910471176, 326715.83493439836 3317774.9375819545, 327038.2587489181 3317294.2936223242, 326785.23437971063 3316775.393510851, 326209.7750581666 3316737.1324179564, 325887.33930536045 3317217.7849009056, 326140.3758024809 3317736.6910471176)))"
919,919,18006,883e628d43fffff,14657,7545,7112,1469,0.3,"MULTIPOLYGON (((327038.2587489181 3317294.2936223242, 327613.69642352645 3317332.546236537, 327936.1099158806 3316851.9132801774, 327683.0986497818 3316333.0214001304, 327107.66079607897 3316294.7542454437, 326785.23437971063 3316775.393510851, 327038.2587489181 3317294.2936223242)))"
920,920,1276,883e628d47fffff,4927,2553,2374,558,0.0,"MULTIPOLYGON (((326209.7750581666 3316737.1324179564, 326785.23437971063 3316775.393510851, 327107.66079607897 3316294.7542454437, 326854.63888233475 3315775.8464961033, 326279.1794117174 3315737.571956069, 325956.74101366854 3316218.2175188167, 326209.7750581666 3316737.1324179564)))"
921,921,1389686,883e628d49fffff,59648,30698,28949,10463,24.9,"MULTIPOLYGON (((326070.980654657 3318736.2456426523, 326646.4395912357 3318774.4787251684, 326968.86171766516 3318293.8278378886, 326715.83493439836 3317774.9375819545, 326140.3758024809 3317736.6910471176, 325817.9417115855 3318217.34825036, 326070.980654657 3318736.2456426523)))"
922,922,1127188,883e628d4bfffff,45234,23191,22043,4665,20.2,"MULTIPOLYGON (((326968.86171766516 3318293.8278378886, 327544.2992074278 3318332.06701741, 327866.71010659233 3317851.429376114, 327613.69642352645 3317332.546236537, 327038.2587489181 3317294.2936223242, 326715.83493439836 3317774.9375819545, 326968.86171766516 3318293.8278378886)))"
923,923,8949,883e628d4dfffff,27713,14232,13480,1986,0.2,"MULTIPOLYGON (((325242.46012667613 3318179.106720295, 325817.9417115855 3318217.34825036, 326140.3758024809 3317736.6910471176, 325887.33930536045 3317217.7849009056, 325311.8575202252 3317179.528795139, 324989.41242464434 3317660.193410761, 325242.46012667613 3318179.106720295)))"
924,924,763054,883e628d55fffff,8757,4513,4244,1215,13.7,"MULTIPOLYGON (((327936.1099158806 3316851.9132801774, 328511.52518157056 3316890.171970223, 328833.92934017396 3316409.5521952338, 328580.9301703128 3315890.6674483865, 328005.5147362023 3315852.39423546, 327683.0986497818 3316333.0214001304, 327936.1099158806 3316851.9132801774)))"
925,925,1061360,883e628d57fffff,8340,4315,4024,1830,19.0,"MULTIPOLYGON (((328833.92934017396 3316409.5521952338, 329409.32317516976 3316447.816927574, 329731.7170066988 3315967.209217009, 329478.72990854934 3315448.3315983773, 328903.33593278984 3315410.053469129, 328580.9301703128 3315890.6674483865, 328833.92934017396 3316409.5521952338)))"
926,926,1317479,883e628d5bfffff,54617,27796,26821,8080,23.6,"MULTIPOLYGON (((329592.9122923455 3317966.1594796903, 330168.28338102583 3318004.40126755, 330490.66375152767 3317523.796261987, 330237.6839434415 3317004.9420998814, 329662.31267831754 3316966.686927511, 329339.92042503034 3317447.2993161236, 329592.9122923455 3317966.1594796903)))"
927,927,40465,883e628d5dfffff,21292,10929,10363,2502,0.7,"MULTIPOLYGON (((327866.71010659233 3317851.429376114, 328442.1261456171 3317889.6735257413, 328764.5277360191 3317409.049076714, 328511.52518157056 3316890.171970223, 327936.1099158806 3316851.9132801774, 327613.69642352645 3317332.546236537, 327866.71010659233 3317851.429376114)))"
928,928,15307,883e628d63fffff,5157,2674,2483,1458,0.3,"MULTIPOLYGON (((325450.6657278938 3315180.364163958, 326026.14782660303 3315218.6483049733, 326348.5878534594 3314738.007459268, 326095.5587343991 3314219.075057211, 325520.07652230986 3314180.7774566454, 325197.6245000968 3314661.425702024, 325450.6657278938 3315180.364163958)))"
929,929,179128,883e628d67fffff,3356,1729,1626,3005,3.2,"MULTIPOLYGON (((324622.1197793004 3314623.1330544096, 325197.6245000968 3314661.425702024, 325520.07652230986 3314180.7774566454, 325267.0368165178 3313661.830253237, 324691.5329602492 3313623.5241158167, 324369.0689026348 3314104.178655848, 324622.1197793004 3314623.1330544096)))"
930,930,889,883e628d69fffff,5247,2715,2531,394,0.0,"MULTIPOLYGON (((324483.3078706697 3316622.343251957, 325058.8113379635 3316660.6078495705, 325381.25906889304 3316179.947948316, 325128.2153604942 3315661.01824408, 324552.7117462666 3315622.7401667167, 324230.2519971009 3316103.406381222, 324483.3078706697 3316622.343251957)))"
931,931,114321,883e628d83fffff,6427,3282,3145,571,2.0,"MULTIPOLYGON (((334359.02148453565 3311757.002137047, 334934.2823042248 3311795.3282784503, 335256.62167212635 3311314.8082556515, 335003.71206038597 3310795.9548082747, 334428.45022726984 3310757.614286802, 334106.0990115771 3311238.1415923247, 334359.02148453565 3311757.002137047)))"
932,932,1361,883e628d85fffff,4031,2089,1941,576,0.0,"MULTIPOLYGON (((332633.1495276934 3311642.018530124, 333208.4551042989 3311680.347262118, 333530.8157960555 3311199.806949088, 333277.88376964215 3310680.931698728, 332702.57911248575 3310642.588525131, 332380.2055544041 3311123.1350430385, 332633.1495276934 3311642.018530124)))"
933,933,1062966,883e628d8bfffff,13572,6945,6626,1896,19.0,"MULTIPOLYGON (((334289.5964908769 3312756.387022387, 334864.8572560373 3312794.699875047, 335187.19424698467 3312314.1741492995, 334934.2823042248 3311795.3282784503, 334359.02148453565 3311757.002137047, 334036.67265438376 3312237.535154759, 334289.5964908769 3312756.387022387)))"
934,934,3535,883e628d8dfffff,5064,2644,2420,1957,0.1,"MULTIPOLYGON (((332563.72472683946 3312641.445563521, 333139.03023425036 3312679.7598658563, 333461.389497455 3312199.214923546, 333208.4551042989 3311680.347262118, 332633.1495276934 3311642.018530124, 332310.7783889368 3312122.570780411, 332563.72472683946 3312641.445563521)))"
935,935,261374,883e628d95fffff,7656,3902,3754,892,4.7,"MULTIPOLYGON (((335256.62167212635 3311314.8082556515, 335831.8601677539 3311353.1402886114, 336154.1900457955 3310872.632128944, 335901.2923053133 3310353.7857883642, 335326.05282329104 3310315.440501155, 335003.71206038597 3310795.9548082747, 335256.62167212635 3311314.8082556515)))"
936,936,829,883e628d9dfffff,1010,516,494,846,0.0,"MULTIPOLYGON (((335187.19424698467 3312314.1741492995, 335762.4336475306 3312352.491788467, 336084.7602082863 3311871.977951038, 335831.8601677539 3311353.1402886114, 335256.62167212635 3311314.8082556515, 334934.2823042248 3311795.3282784503, 335187.19424698467 3312314.1741492995)))"
937,937,9367,883e628da1fffff,9808,5082,4726,3456,0.2,"MULTIPOLYGON (((331874.30946928915 3310085.344646213, 332449.6365449859 3310123.696349633, 332772.01250596653 3309643.15556247, 332519.07231643307 3309124.254684951, 331943.7452471364 3309085.889650394, 331621.3573708432 3309566.4377303016, 331874.30946928915 3310085.344646213)))"
938,938,264237,883e628da3fffff,11702,6073,5628,5188,4.7,"MULTIPOLYGON (((332772.01250596653 3309643.15556247, 333347.3181349287 3309681.5120376833, 333669.6835987131 3309200.9831660036, 333416.75532703765 3308682.0905385185, 332841.450663931 3308643.719626929, 332519.07231643307 3309124.254684951, 332772.01250596653 3309643.15556247)))"
939,939,439340,883e628da7fffff,12233,6349,5884,5506,7.9,"MULTIPOLYGON (((331943.7452471364 3309085.889650394, 332519.07231643307 3309124.254684951, 332841.450663931 3308643.719626929, 332588.51287582575 3308124.8111566794, 332013.1848535619 3308086.431699862, 331690.79554787674 3308566.974026735, 331943.7452471364 3309085.889650394)))"
940,940,1520,883e628da9fffff,6464,3336,3128,563,0.0,"MULTIPOLYGON (((331804.87754673953 3311084.797796302, 332380.2055544041 3311123.1350430385, 332702.57911248575 3310642.588525131, 332449.6365449859 3310123.696349633, 331874.30946928915 3310085.344646213, 331551.9240213549 3310565.8995744665, 331804.87754673953 3311084.797796302)))"
941,941,209181,883e628dabfffff,4228,2189,2038,627,3.7,"MULTIPOLYGON (((332702.57911248575 3310642.588525131, 333277.88376964215 3310680.931698728, 333600.2478211203 3310200.397092671, 333347.3181349287 3309681.5120376833, 332772.01250596653 3309643.15556247, 332449.6365449859 3310123.696349633, 332702.57911248575 3310642.588525131)))"
942,942,2227,883e628dadfffff,6617,3414,3202,433,0.0,"MULTIPOLYGON (((330976.57453684596 3310527.5537843066, 331551.9240213549 3310565.8995744665, 331874.30946928915 3310085.344646213, 331621.3573708432 3309566.4377303016, 331046.0078821679 3309528.0785914175, 330723.61048829637 3310008.6397166904, 330976.57453684596 3310527.5537843066)))"
943,943,3421,883e628db1fffff,24206,12329,11876,3019,0.1,"MULTIPOLYGON (((334497.88367477676 3309758.2234565816, 335073.14553278405 3309796.578369922, 335395.4886232809 3309316.0686541805, 335142.5827115291 3308797.198962728, 334567.3218174228 3308758.8296457487, 334244.96686198015 3309239.3466256014, 334497.88367477676 3309758.2234565816)))"
944,944,205306,883e628db3fffff,26748,13625,13122,5238,3.7,"MULTIPOLYGON (((335395.4886232809 3309316.0686541805, 335970.7271703749 3309354.4294382683, 336293.06073737494 3308873.932672103, 336040.1676171188 3308355.068978193, 335464.92812966346 3308316.6949450397, 335142.5827115291 3308797.198962728, 335395.4886232809 3309316.0686541805)))"
945,945,120485,883e628db7fffff,23670,12062,11608,5266,2.2,"MULTIPOLYGON (((334567.3218174228 3308758.8296457487, 335142.5827115291 3308797.198962728, 335464.92812966346 3308316.6949450397, 335212.0255182484 3307797.816557345, 334636.7636963257 3307759.433976368, 334314.4063880766 3308239.9441405777, 334567.3218174228 3308758.8296457487)))"
946,946,183979,883e628db9fffff,25649,13062,12586,2208,3.3,"MULTIPOLYGON (((334428.45022726984 3310757.614286802, 335003.71206038597 3310795.9548082747, 335326.05282329104 3310315.440501155, 335073.14553278405 3309796.578369922, 334497.88367477676 3309758.2234565816, 334175.5310554709 3310238.745037084, 334428.45022726984 3310757.614286802)))"
947,947,417754,883e628dbbfffff,33028,16817,16210,2763,7.5,"MULTIPOLYGON (((335326.05282329104 3310315.440501155, 335901.2923053133 3310353.7857883642, 336223.62260412914 3309873.284455988, 335970.7271703749 3309354.4294382683, 335395.4886232809 3309316.0686541805, 335073.14553278405 3309796.578369922, 335326.05282329104 3310315.440501155)))"
948,948,539711,883e628dc1fffff,84399,79573,4825,3360,9.7,"MULTIPOLYGON (((332424.88855034113 3314640.2907326757, 333000.19386668975 3314678.5772762448, 333322.548259333 3314198.020882875, 333069.61015135504 3313679.170604387, 332494.30471956526 3313640.869625958, 332171.9375034006 3314121.433360451, 332424.88855034113 3314640.2907326757)))"
949,949,855715,883e628dc3fffff,51391,39858,11533,2257,15.3,"MULTIPOLYGON (((333322.548259333 3314198.020882875, 333897.83124638774 3314236.3133904887, 334220.17622143205 3313755.768929041, 333967.2500626884 3313236.925753925, 333391.96697080554 3313198.6188290366, 333069.61015135504 3313679.170604387, 333322.548259333 3314198.020882875)))"
950,950,3345,883e628dc5fffff,5065,2644,2421,1461,0.1,"MULTIPOLYGON (((331596.61068368284 3314083.1383324955, 332171.9375034006 3314121.433360451, 332494.30471956526 3313640.869625958, 332241.3560237939 3313122.0035477956, 331666.02813587594 3313083.6940846485, 331343.65000418585 3313564.265134359, 331596.61068368284 3314083.1383324955)))"
951,951,1530,883e628dc7fffff,5065,2644,2421,1818,0.0,"MULTIPOLYGON (((332494.30471956526 3313640.869625958, 333069.61015135504 3313679.170604387, 333391.96697080554 3313198.6188290366, 333139.03023425036 3312679.7598658563, 332563.72472683946 3312641.445563521, 332241.3560237939 3313122.0035477956, 332494.30471956526 3313640.869625958)))"
952,952,505943,883e628dc9fffff,9167,4563,4604,6883,9.1,"MULTIPOLYGON (((332355.4771941595 3315639.7088697175, 332930.7823719295 3315677.980975853, 333253.134304708 3315197.4188545337, 333000.19386668975 3314678.5772762448, 332424.88855034113 3314640.2907326757, 332102.52380279463 3315120.8602044014, 332355.4771941595 3315639.7088697175)))"
953,953,5306,883e628dcbfffff,5189,2672,2516,2051,0.1,"MULTIPOLYGON (((333253.134304708 3315197.4188545337, 333828.4171804962 3315235.6980506247, 334150.75972068205 3314755.1478721006, 333897.83124638774 3314236.3133904887, 333322.548259333 3314198.020882875, 333000.19386668975 3314678.5772762448, 333253.134304708 3315197.4188545337)))"
954,954,520782,883e628dd5fffff,19711,10203,9507,2124,9.3,"MULTIPOLYGON (((334220.17622143205 3313755.768929041, 334795.4368924282 3313794.0673820595, 335117.77149007644 3313313.5359517597, 334864.8572560373 3312794.699875047, 334289.5964908769 3312756.387022387, 333967.2500626884 3313236.925753925, 334220.17622143205 3313755.768929041)))"
955,955,1117258,883e628dddfffff,8957,4699,4257,1080,20.0,"MULTIPOLYGON (((334150.75972068205 3314755.1478721006, 334726.0212395379 3314793.4319084426, 335048.35344401654 3314312.895880305, 334795.4368924282 3313794.0673820595, 334220.17622143205 3313755.768929041, 333897.83124638774 3314236.3133904887, 334150.75972068205 3314755.1478721006)))"
956,956,294201,883e628de1fffff,12585,6548,6036,619,5.3,"MULTIPOLYGON (((330837.7204555725 3312526.495306633, 331413.069845584 3312564.8132831943, 331735.4514033993 3312084.247963689, 331482.494509951 3311565.357357888, 330907.1450695565 3311527.0260274047, 330584.751582892 3312007.597562544, 330837.7204555725 3312526.495306633)))"
957,957,3161,883e628de5fffff,3806,1958,1848,1485,0.1,"MULTIPOLYGON (((330009.38069645 3311969.2721667965, 330584.751582892 3312007.597562544, 330907.1450695565 3311527.0260274047, 330654.17861404305 3311008.1206752313, 330078.8076559808 3310969.779693893, 329756.40225183073 3311450.359664622, 330009.38069645 3311969.2721667965)))"
958,958,442246,883e628debfffff,6196,3232,2964,1794,7.9,"MULTIPOLYGON (((331666.02813587594 3313083.6940846485, 332241.3560237939 3313122.0035477956, 332563.72472683946 3312641.445563521, 332310.7783889368 3312122.570780411, 331735.4514033993 3312084.247963689, 331413.069845584 3312564.8132831943, 331666.02813587594 3313083.6940846485)))"
959,959,1299890,883e628e01fffff,18640,9429,9210,12653,23.3,"MULTIPOLYGON (((332489.87236295815 3326190.586436042, 333065.1542839484 3326228.710138489, 333387.4719180517 3325748.101355287, 333134.5193810493 3325229.3625521446, 332559.23805866856 3325191.225495053, 332236.90866682027 3325671.8405952468, 332489.87236295815 3326190.586436042)))"
960,960,1467703,883e628e03fffff,10710,5458,5252,2638,26.3,"MULTIPOLYGON (((333387.4719180517 3325748.101355287, 333962.73165045155 3325786.231214457, 334285.03919205104 3325305.634485005, 334032.09971808875 3324786.9026853875, 333456.83963059937 3324748.7595037776, 333134.5193810493 3325229.3625521446, 333387.4719180517 3325748.101355287)))"
961,961,2306693,883e628e05fffff,17240,8616,8623,23136,41.3,"MULTIPOLYGON (((331661.60511511925 3325633.70858749, 332236.90866682027 3325671.8405952468, 332559.23805866856 3325191.225495053, 332306.27563766734 3324672.469849612, 331730.9717329502 3324634.3244868536, 331408.63057760365 3325114.947015721, 331661.60511511925 3325633.70858749)))"
962,962,1609472,883e628e07fffff,10881,6510,4371,4353,28.8,"MULTIPOLYGON (((332559.23805866856 3325191.225495053, 333134.5193810493 3325229.3625521446, 333456.83963059937 3324748.7595037776, 333203.8893352478 3324230.011996383, 332628.607653634 3324191.860493519, 332306.27563766734 3324672.469849612, 332559.23805866856 3325191.225495053)))"
963,963,2930064,883e628e09fffff,35604,18128,17476,15100,52.4,"MULTIPOLYGON (((332420.51155731076 3327189.9444108317, 332995.793072731 3327228.053662308, 333318.10809173505 3326747.440250988, 333065.1542839484 3326228.710138489, 332489.87236295815 3326190.586436042, 332167.5456116438 3326671.207281965, 332420.51155731076 3327189.9444108317)))"
964,964,1954143,883e628e0bfffff,10138,4966,5171,7627,35.0,"MULTIPOLYGON (((333318.10809173505 3326747.440250988, 333893.36742921424 3326785.555676759, 334215.6733449005 3326304.9543155604, 333962.73165045155 3325786.231214457, 333387.4719180517 3325748.101355287, 333065.1542839484 3326228.710138489, 333318.10809173505 3326747.440250988)))"
965,965,3489776,883e628e0dfffff,30251,15632,14618,26977,62.4,"MULTIPOLYGON (((331592.24148883624 3326633.0897549014, 332167.5456116438 3326671.207281965, 332489.87236295815 3326190.586436042, 332236.90866682027 3325671.8405952468, 331661.60511511925 3325633.70858749, 331339.2656447749 3326114.3368860716, 331592.24148883624 3326633.0897549014)))"
966,966,1262774,883e628e11fffff,17020,8728,8291,2277,22.6,"MULTIPOLYGON (((335113.20635478897 3325862.486576853, 335688.4213595471 3325900.613186865, 336010.7071234558 3325420.0369925215, 335757.7895654257 3324901.3267910243, 335182.57420358015 3324863.1868911847, 334860.2767324957 3325343.769373859, 335113.20635478897 3325862.486576853)))"
