Feature_ID,Grid_ID,Jobs_Accessible_60min,H3_Hex_ID,Population_2018,Pop_Male,Pop_Female,Jobs_In_Hex,Jobs_Pct_Accessible_60min,geometry
1071,1071,44577,883e628f4dfffff,57707,30229,27477,11005,0.8,"MULTIPOLYGON (((324756.8097680317 3325176.054697629, 325332.29032058263 3325214.197435128, 325654.70645809325 3324733.502802351, 325401.6549089445 3324214.657923687, 324826.17401174095 3324176.501700744, 324503.7459648963 3324657.203826148, 324756.8097680317 3325176.054697629)))"
1072,1072,2816489,883e628f53fffff,17062,8343,8718,30218,50.4,"MULTIPOLYGON (((329176.60654155485 3323962.930644281, 329751.9769820052 3324001.0876225047, 330074.3426962658 3323520.4502114337, 329821.3498104279 3323001.649491266, 329245.9790376518 3322963.4780046754, 328923.60149236466 3323444.122854499, 329176.60654155485 3323962.930644281)))"
1073,1073,2444574,883e628f55fffff,3702,1861,1840,21697,43.7,"MULTIPOLYGON (((327450.40625979076 3323848.4542530244, 328025.82167934475 3323886.614505453, 328348.2083942493 3323405.9564214805, 328095.19351265166 3322887.132816517, 327519.77872703713 3322848.9580080486, 327197.37916290393 3323329.622453435, 327450.40625979076 3323848.4542530244)))"
1074,1074,2570774,883e628f57fffff,13177,6325,6852,13487,46.0,"MULTIPOLYGON (((328348.2083942493 3323405.9564214805, 328923.60149236466 3323444.122854499, 329245.9790376518 3322963.4780046754, 328992.9763122961 3322444.6603726535, 328417.5838760176 3322406.480509612, 328095.19351265166 3322887.132816517, 328348.2083942493 3323405.9564214805)))"
1075,1075,2003643,883e628f59fffff,7303,3689,3614,16382,35.8,"MULTIPOLYGON (((328209.4725419655 3325404.8982919357, 328784.86493096506 3325443.0356703885, 329107.23809070047 3324962.380346755, 328854.230707209 3324443.58129185, 328278.83795209695 3324405.4293848327, 327956.4529560186 3324886.0921691707, 328209.4725419655 3325404.8982919357)))"
1076,1076,1257496,883e628f5bfffff,5343,2538,2804,16933,22.5,"MULTIPOLYGON (((329107.23809070047 3324962.380346755, 329682.6081927803 3325000.5239223447, 330004.9712403717 3324519.88073773, 329751.9769820052 3324001.0876225047, 329176.60654155485 3323962.930644281, 328854.230707209 3324443.58129185, 329107.23809070047 3324962.380346755)))"
1077,1077,3354681,883e628f5dfffff,11857,5989,5868,31535,60.0,"MULTIPOLYGON (((327381.03885440243 3324847.9464452863, 327956.4529560186 3324886.0921691707, 328278.83795209695 3324405.4293848327, 328025.82167934475 3323886.614505453, 327450.40625979076 3323848.4542530244, 327128.0093874522 3324329.123393016, 327381.03885440243 3324847.9464452863)))"
1078,1078,566034,883e628f61fffff,88873,45814,43058,12333,10.1,"MULTIPOLYGON (((324066.9814587506 3322619.8959352095, 324642.4844529953 3322658.075151112, 324964.91800191335 3322177.3835837725, 324711.8604979038 3321658.50532264, 324136.35720024677 3321620.3115030793, 323813.9117022103 3322101.0105478372, 324066.9814587506 3322619.8959352095)))"
1079,1079,754655,883e628f63fffff,67737,35483,32254,16462,13.5,"MULTIPOLYGON (((324964.91800191335 3322177.3835837725, 325540.39955418033 3322215.568986653, 325862.8229209921 3321734.889621793, 325609.7776449607 3321216.018481922, 325034.29678200884 3321177.819586101, 324711.8604979038 3321658.50532264, 324964.91800191335 3322177.3835837725)))"
1080,1080,199660,883e628f65fffff,14824,7802,7022,7638,3.6,"MULTIPOLYGON (((323238.38693870546 3322062.8229161343, 323813.9117022103 3322101.0105478372, 324136.35720024677 3321620.3115030793, 323883.2899163248 3321101.4184537814, 323307.76486203604 3321063.2162034004, 322985.30737459415 3321543.9216205226, 323238.38693870546 3322062.8229161343)))"
1081,1081,991902,883e628f67fffff,77564,40026,37538,14459,17.7,"MULTIPOLYGON (((324136.35720024677 3321620.3115030793, 324711.8604979038 3321658.50532264, 325034.29678200884 3321177.819586101, 324781.2417184454 3320658.9325613887, 324205.7381581827 3320620.725249101, 323883.2899163248 3321101.4184537814, 324136.35720024677 3321620.3115030793)))"
1082,1082,464576,883e628f69fffff,76908,39840,37068,11589,8.3,"MULTIPOLYGON (((323997.60992596776 3323619.475236387, 324573.1126113692 3323657.6409543906, 324895.544390709 3323176.9446476954, 324642.4844529953 3322658.075151112, 324066.9814587506 3322619.8959352095, 323744.5377388328 3323100.599728669, 323997.60992596776 3323619.475236387)))"
1083,1083,39174,883e628f6bfffff,67664,35340,32323,12206,0.7,"MULTIPOLYGON (((324895.544390709 3323176.9446476954, 325471.02466254274 3323215.115477189, 325793.4462848571 3322734.431383926, 325540.39955418033 3322215.568986653, 324964.91800191335 3322177.3835837725, 324642.4844529953 3322658.075151112, 324895.544390709 3323176.9446476954)))"
1084,1084,1610503,883e628f6dfffff,65653,33716,31937,9365,28.8,"MULTIPOLYGON (((323169.01327152114 3323062.4256098866, 323744.5377388328 3323100.599728669, 324066.9814587506 3322619.8959352095, 323813.9117022103 3322101.0105478372, 323238.38693870546 3322062.8229161343, 322915.9312378721 3322543.5330913025, 323169.01327152114 3323062.4256098866)))"
1085,1085,37856,883e6291b7fffff,5607,2857,2750,5290,0.7,"MULTIPOLYGON (((320055.8832892028 3342940.005604339, 320631.4459035598 3342977.899280606, 320953.8603974982 3342497.0746605755, 320700.7240788292 3341978.3475632444, 320125.16068937787 3341940.439181303, 319802.7343677066 3342421.271493499, 320055.8832892028 3342940.005604339)))"
1086,1086,134,883e629435fffff,4265,2223,2042,51,0.0,"MULTIPOLYGON (((337039.235569797 3348072.9615805494, 337614.35400907445 3348110.7711318773, 337936.54440236575 3347630.1262634033, 337683.62870530435 3347111.6620432334, 337108.50936330174 3347073.8369935886, 336786.3075590872 3347554.490539296, 337039.235569797 3348072.9615805494)))"
1087,1087,2819,883e629481fffff,2192,1134,1057,1036,0.1,"MULTIPOLYGON (((343111.8772417059 3347970.4384460784, 343686.83957364806 3348008.2467384865, 344008.95580879244 3347527.6718258522, 343756.1219863 3347009.2822069842, 343181.158789617 3346971.460748204, 342859.03027233377 3347452.0420742463, 343111.8772417059 3347970.4384460784)))"
1088,1088,1602,883e629483fffff,2192,1134,1057,804,0.0,"MULTIPOLYGON (((344008.95580879244 3347527.6718258522, 344583.8964209333 3347565.4853974595, 344906.0040882514 3347084.92360786, 344653.18242581096 3346566.5407508416, 344078.2409438044 3346528.7129220413, 343756.1219863 3347009.2822069842, 344008.95580879244 3347527.6718258522)))"
1089,1089,999,883e629485fffff,2192,1134,1057,1036,0.0,"MULTIPOLYGON (((342284.0453318216 3347414.2258958416, 342859.03027233377 3347452.0420742463, 343181.158789617 3346971.460748204, 342928.31366927316 3346453.0546235666, 342353.32786055625 3346415.2241554847, 342031.18801664014 3346895.8129929006, 342284.0453318216 3347414.2258958416)))"
1090,1090,2259,883e629487fffff,2192,1134,1057,989,0.0,"MULTIPOLYGON (((343181.158789617 3346971.460748204, 343756.1219863 3347009.2822069842, 344078.2409438044 3346528.7129220413, 343825.4089560413 3346010.3135570576, 343250.44490185264 3345972.4778261255, 342928.31366927316 3346453.0546235666, 343181.158789617 3346971.460748204)))"
1091,1091,2404,883e629489fffff,2192,1134,1057,865,0.0,"MULTIPOLYGON (((343042.5993214551 3348969.412042529, 343617.56169596757 3349007.204935501, 343939.6761862437 3348526.6265965374, 343686.83957364806 3348008.2467384865, 343111.8772417059 3347970.4384460784, 342789.7504938604 3348451.024316145, 343042.5993214551 3348969.412042529)))"
1092,1092,1362,883e62948bfffff,2192,1134,1057,467,0.0,"MULTIPOLYGON (((343939.6761862437 3348526.6265965374, 344514.6159053816 3348564.425908439, 344836.72087487485 3348083.8596087606, 344583.8964209333 3347565.4853974595, 344008.95580879244 3347527.6718258522, 343686.83957364806 3348008.2467384865, 343939.6761862437 3348526.6265965374)))"
1093,1093,3372,883e62948dfffff,2192,1134,1057,1036,0.1,"MULTIPOLYGON (((342214.7664446259 3348413.222430029, 342789.7504938604 3348451.024316145, 343111.8772417059 3347970.4384460784, 342859.03027233377 3347452.0420742463, 342284.0453318216 3347414.2258958416, 341961.9072659797 3347894.819286595, 342214.7664446259 3348413.222430029)))"
1094,1094,1587,883e629493fffff,2191,1134,1057,811,0.0,"MULTIPOLYGON (((346630.715639866 3347198.3797023376, 347205.5893651063 3347236.1959141186, 347527.66475784837 3346755.666712337, 347274.8786042228 3346237.312710018, 346700.00400271267 3346199.4811828644, 346377.916423313 3346680.018972984, 346630.715639866 3347198.3797023376)))"
1095,1095,944,883e629495fffff,2191,1134,1057,521,0.0,"MULTIPOLYGON (((344906.0040882514 3347084.92360786, 345480.9230095957 3347122.7435483634, 345803.0201574655 3346642.193777159, 345550.21063041687 3346123.8176770913, 344975.29181228083 3346085.983483387, 344653.18242581096 3346566.5407508416, 344906.0040882514 3347084.92360786)))"
1096,1096,1214,883e629499fffff,2192,1134,1057,683,0.0,"MULTIPOLYGON (((345664.45203245454 3348640.0219387733, 346239.3475100162 3348677.8197775804, 346561.43074023357 3348197.2729956647, 346308.6297301567 3347678.92088596, 345733.7333735202 3347641.109928309, 345411.63891393266 3348121.66530708, 345664.45203245454 3348640.0219387733)))"
1097,1097,1142,883e62949bfffff,2191,1134,1057,930,0.0,"MULTIPOLYGON (((346561.43074023357 3348197.2729956647, 347136.30358160794 3348235.0749977916, 347458.3772823716 3347754.5401951554, 347205.5893651063 3347236.1959141186, 346630.715639866 3347198.3797023376, 346308.6297301567 3347678.92088596, 346561.43074023357 3348197.2729956647)))"
1098,1098,38963,883e6294a3fffff,5507,2802,2705,4779,0.7,"MULTIPOLYGON (((342422.6159618426 3345416.2182889455, 342997.6016531935 3345454.0630579963, 343319.735584722 3344973.4907875587, 343066.8941986244 3344455.0662685647, 342491.9076853605 3344417.207214972, 342169.76240982366 3344897.78697827, 342422.6159618426 3345416.2182889455)))"
1099,1099,45683,883e6294a7fffff,6895,3522,3372,4921,0.8,"MULTIPOLYGON (((341594.75316073373 3344859.934293256, 342169.76240982366 3344897.78697827, 342491.9076853605 3344417.207214972, 342239.0560330127 3343898.767256061, 341664.045974346 3343860.9002715317, 341341.88933233253 3344341.487531067, 341594.75316073373 3344859.934293256)))"
1100,1100,15229,883e6294a9fffff,4086,2107,1978,820,0.3,"MULTIPOLYGON (((341456.1794937196 3346857.988928606, 342031.18801664014 3346895.8129929006, 342353.32786055625 3346415.2241554847, 342100.47243154084 3345896.802602375, 341525.46401515347 3345858.9642194924, 341203.3118597303 3346339.5605855985, 341456.1794937196 3346857.988928606)))"
1101,1101,3039,883e6294abfffff,2515,1301,1214,1189,0.1,"MULTIPOLYGON (((342353.32786055625 3346415.2241554847, 342928.31366927316 3346453.0546235666, 343250.44490185264 3345972.4778261255, 342997.6016531935 3345454.0630579963, 342422.6159618426 3345416.2182889455, 342100.47243154084 3345896.802602375, 342353.32786055625 3346415.2241554847)))"
1102,1102,13579,883e6294b5fffff,4198,2145,2052,3970,0.2,"MULTIPOLYGON (((343319.735584722 3344973.4907875587, 343894.6995108166 3345011.3408018025, 344216.8228698466 3344530.780564435, 343963.9945875477 3344012.362818509, 343389.0298502289 3343974.4985373, 343066.8941986244 3344455.0662685647, 343319.735584722 3344973.4907875587)))"
1103,1103,652,883e6294bbfffff,751,389,362,221,0.0,"MULTIPOLYGON (((344975.29181228083 3346085.983483387, 345550.21063041687 3346123.8176770913, 345872.31043455726 3345643.272403484, 345619.5027133805 3345124.886570693, 345044.58307492314 3345087.0392483324, 344722.4719701391 3345567.5908869514, 344975.29181228083 3346085.983483387)))"
1104,1104,11247,883e6294bdfffff,2673,1375,1298,2517,0.2,"MULTIPOLYGON (((343250.44490185264 3345972.4778261255, 343825.4089560413 3346010.3135570576, 344147.52965711127 3345529.749911911, 343894.6995108166 3345011.3408018025, 343319.735584722 3344973.4907875587, 342997.6016531935 3345454.0630579963, 343250.44490185264 3345972.4778261255)))"
1105,1105,115,883e6294c1fffff,1390,712,678,3,0.0,"MULTIPOLYGON (((342076.2206281547 3350411.2020853017, 342651.2047494815 3350448.9753513485, 342973.32598483184 3349968.3804160412, 342720.47532169835 3349450.002444419, 342145.4912247889 3349412.2148670494, 341823.35772677924 3349892.8173554777, 342076.2206281547 3350411.2020853017)))"
1106,1106,1128,883e6294c5fffff,1902,981,920,627,0.0,"MULTIPOLYGON (((341248.35189405247 3349855.03511241, 341823.35772677924 3349892.8173554777, 342145.4912247889 3349412.2148670494, 341892.63018941705 3348893.821484112, 341317.6234315458 3348856.0249286075, 340995.4786103214 3349336.6349596577, 341248.35189405247 3349855.03511241)))"
1107,1107,1478,883e6294c7fffff,2107,1089,1017,829,0.0,"MULTIPOLYGON (((342145.4912247889 3349412.2148670494, 342720.47532169835 3349450.002444419, 343042.5993214551 3348969.412042529, 342789.7504938604 3348451.024316145, 342214.7664446259 3348413.222430029, 341892.63018941705 3348893.821484112, 342145.4912247889 3349412.2148670494)))"
1108,1108,304,883e6294cdfffff,1388,710,677,0,0.0,"MULTIPOLYGON (((341179.0850352506 3350854.041189947, 341754.08993574244 3350891.8102263734, 342076.2206281547 3350411.2020853017, 341823.35772677924 3349892.8173554777, 341248.35189405247 3349855.03511241, 340926.2089251502 3350335.650819347, 341179.0850352506 3350854.041189947)))"
1109,1109,1128,883e6294d1fffff,1722,887,835,431,0.0,"MULTIPOLYGON (((344698.1660471213 3350081.715944665, 345273.0832144094 3350119.493137202, 345595.1732574155 3349638.9298499166, 345342.3592996949 3349120.581831944, 344767.44120388885 3349082.7903920347, 344445.3389485723 3349563.3612034144, 344698.1660471213 3350081.715944665)))"
1110,1110,2166,883e6294d3fffff,2192,1134,1057,1036,0.0,"MULTIPOLYGON (((345595.1732574155 3349638.9298499166, 346170.06876366364 3349676.7123370008, 346492.1493136155 3349196.1610635016, 346239.3475100162 3348677.8197775804, 345664.45203245454 3348640.0219387733, 345342.3592996949 3349120.581831944, 345595.1732574155 3349638.9298499166)))"
1111,1111,1699,883e6294d7fffff,2026,1047,979,547,0.0,"MULTIPOLYGON (((344767.44120388885 3349082.7903920347, 345342.3592996949 3349120.581831944, 345664.45203245454 3348640.0219387733, 345411.63891393266 3348121.66530708, 344836.72087487485 3348083.8596087606, 344514.6159053816 3348564.425908439, 344767.44120388885 3349082.7903920347)))"
1112,1112,1426,883e6294d9fffff,1961,1013,948,552,0.0,"MULTIPOLYGON (((344628.8954298801 3351080.6373756216, 345203.811645514 3351118.400318222, 345525.899928747 3350637.83251329, 345273.0832144094 3350119.493137202, 344698.1660471213 3350081.715944665, 344376.06653807726 3350562.292377687, 344628.8954298801 3351080.6373756216)))"
1113,1113,1577,883e6294dbfffff,2192,1134,1057,1036,0.0,"MULTIPOLYGON (((345525.899928747 3350637.83251329, 346100.7944940475 3350675.600768003, 346422.87330939487 3350195.044987808, 346170.06876366364 3349676.7123370008, 345595.1732574155 3349638.9298499166, 345273.0832144094 3350119.493137202, 345525.899928747 3350637.83251329)))"
1114,1114,20588,883e6294e3fffff,2552,1319,1232,1029,0.4,"MULTIPOLYGON (((341386.8996220598 3347857.0095295655, 341961.9072659797 3347894.819286595, 342284.0453318216 3347414.2258958416, 342031.18801664014 3346895.8129929006, 341456.1794937196 3346857.988928606, 341134.0300873725 3347338.5898434264, 341386.8996220598 3347857.0095295655)))"
1115,1115,1358,883e6294ebfffff,2192,1134,1057,1029,0.0,"MULTIPOLYGON (((341317.6234315458 3348856.0249286075, 341892.63018941705 3348893.821484112, 342214.7664446259 3348413.222430029, 341961.9072659797 3347894.819286595, 341386.8996220598 3347857.0095295655, 341064.75201895577 3348337.6150086774, 341317.6234315458 3348856.0249286075)))"
1116,1116,96,883e629513fffff,5113,2687,2425,25,0.0,"MULTIPOLYGON (((334554.92961818224 3346404.020073263, 335130.1153804186 3346441.8556659305, 335452.34203183674 3345961.186943479, 335199.3944083407 3345442.6750488174, 334624.2077971987 3345404.8250212064, 334301.9696506483 3345885.5013227356, 334554.92961818224 3346404.020073263)))"
1117,1117,728,883e629515fffff,3476,1801,1675,324,0.0,"MULTIPOLYGON (((332829.28383562306 3346290.50700332, 333404.51432667975 3346328.3451796775, 333726.7620770789 3345847.657750983, 333473.791805874 3345329.1234273138, 332898.5614302134 3345291.2707687407, 332576.3011856098 3345771.965807238, 332829.28383562306 3346290.50700332)))"
1118,1118,144,883e629519fffff,2538,1315,1223,97,0.0,"MULTIPOLYGON (((333588.21525420144 3347846.079772462, 334163.42206476047 3347883.895530338, 334485.65538823593 3347403.2099541444, 334232.6943561067 3346884.701004024, 333657.48666286666 3346846.8707910054, 333335.2408766183 3347327.563982836, 333588.21525420144 3347846.079772462)))"
1119,1119,144,883e62951bfffff,3704,1942,1762,83,0.0,"MULTIPOLYGON (((334485.65538823593 3347403.2099541444, 335060.841240769 3347441.0310947546, 335383.06501639227 3346960.3577523227, 335130.1153804186 3346441.8556659305, 334554.92961818224 3346404.020073263, 334232.6943561067 3346884.701004024, 334485.65538823593 3347403.2099541444)))"
1120,1120,335,883e629527fffff,4144,2215,1929,166,0.0,"MULTIPOLYGON (((329516.1460021713 3344064.809195584, 330091.4659086494 3344102.6816108054, 330413.7618295079 3343621.962643418, 330160.749475315 3343103.3647600645, 329585.4297515777 3343065.4789107046, 329263.12219141715 3343546.2043783427, 329516.1460021713 3344064.809195584)))"
1121,1121,787,883e629581fffff,3305,1743,1561,375,0.0,"MULTIPOLYGON (((337316.3586980322 3344076.437604671, 337891.47861850436 3344114.3047289117, 338213.6792839514 3343633.6782274167, 337960.7714668316 3343115.1759611126, 337385.65076914337 3343077.2955655796, 337063.4386415934 3343557.929598821, 337316.3586980322 3344076.437604671)))"
1122,1122,1077,883e629587fffff,3330,1757,1572,406,0.0,"MULTIPOLYGON (((337385.65076914337 3343077.2955655796, 337960.7714668316 3343115.1759611126, 338282.97393733286 3342634.554058026, 338030.06813570106 3342116.044222251, 337454.9466510867 3342078.148341324, 337132.7317471827 3342558.7777811447, 337385.65076914337 3343077.2955655796)))"
1123,1123,610,883e62958bfffff,3952,2078,1874,237,0.0,"MULTIPOLYGON (((338144.3893741728 3344632.797193823, 338719.4866004352 3344670.655240614, 339041.67486381216 3344190.0362816923, 338788.7773162738 3343671.550638831, 338213.6792839514 3343633.6782274167, 337891.47861850436 3344114.3047289117, 338144.3893741728 3344632.797193823)))"
1124,1124,22732,883e629593fffff,12817,6669,6147,1916,0.4,"MULTIPOLYGON (((340836.1523442792 3343304.56768161, 341411.1840508119 3343342.4437470515, 341733.3433927931 3342861.8610314154, 341480.483396915 3342343.3958539576, 340905.4509324895 3342305.5065849507, 340583.2801766803 3342786.095682545, 340836.1523442792 3343304.56768161)))"
1125,1125,3321,883e629597fffff,26216,13646,12569,341,0.1,"MULTIPOLYGON (((340008.2258642141 3342748.2116445513, 340583.2801766803 3342786.095682545, 340905.4509324895 3342305.5065849507, 340652.58069769695 3341787.02481885, 340077.5256236787 3341749.1264539734, 339755.34250097786 3342229.7241676385, 340008.2258642141 3342748.2116445513)))"
1126,1126,24061,883e62959bfffff,7318,3805,3512,1491,0.4,"MULTIPOLYGON (((340766.85746036563 3344303.6257940955, 341341.88933233253 3344341.487531067, 341664.045974346 3343860.9002715317, 341411.1840508119 3343342.4437470515, 340836.1523442792 3343304.56768161, 340513.9833505789 3343785.162454708, 340766.85746036563 3344303.6257940955)))"
1127,1127,961,883e6295a3fffff,4193,2209,1984,324,0.0,"MULTIPOLYGON (((336626.8864630526 3341521.717965146, 337202.02964939247 3341559.6218733382, 337524.2473132907 3341078.9970253455, 337271.3323386116 3340560.461874773, 336696.1884173949 3340522.5435771346, 336373.9592515644 3341003.1759417206, 336626.8864630526 3341521.717965146)))"
1128,1128,266,883e6295adfffff,2187,1127,1060,169,0.0,"MULTIPOLYGON (((334832.07082736224 3342407.214300821, 335407.25790432404 3342445.106538418, 335729.4939863924 3341964.457417146, 335476.5545134741 3341445.9085159404, 334901.3666802668 3341408.001853752, 334579.1190684153 3341888.6585168927, 334832.07082736224 3342407.214300821)))"
1129,1129,1181,883e6295b1fffff,3293,1746,1547,394,0.0,"MULTIPOLYGON (((338352.2723946484 3341635.4269159283, 338927.3719534696 3341673.3269404983, 339249.56749808183 3341192.7228239733, 338996.675871768 3340674.2089510355, 338421.5765390812 3340636.2945553935, 338099.3685661099 3341116.9061866133, 338352.2723946484 3341635.4269159283)))"
1130,1130,2825,883e6295b5fffff,3287,1736,1550,506,0.1,"MULTIPOLYGON (((337524.2473132907 3341078.9970253455, 338099.3685661099 3341116.9061866133, 338421.5765390812 3340636.2945553935, 338168.67376024416 3340117.7651643986, 337593.55178322096 3340079.8416312756, 337271.3323386116 3340560.461874773, 337524.2473132907 3341078.9970253455)))"
1131,1131,1697,883e6295b9fffff,3329,1757,1572,452,0.0,"MULTIPOLYGON (((338282.97393733286 3342634.554058026, 338858.07275263907 3342672.4408314996, 339180.2655548572 3342191.831034937, 338927.3719534696 3341673.3269404983, 338352.2723946484 3341635.4269159283, 338030.06813570106 3342116.044222251, 338282.97393733286 3342634.554058026)))"
1132,1132,2172,883e6295bbfffff,13735,7153,6581,1383,0.0,"MULTIPOLYGON (((339180.2655548572 3342191.831034937, 339755.34250097786 3342229.7241676385, 340077.5256236787 3341749.1264539734, 339824.644214298 3341230.6292042984, 339249.56749808183 3341192.7228239733, 338927.3719534696 3341673.3269404983, 339180.2655548572 3342191.831034937)))"
1133,1133,878,883e6295bdfffff,3329,1757,1572,480,0.0,"MULTIPOLYGON (((337454.9466510867 3342078.148341324, 338030.06813570106 3342116.044222251, 338352.2723946484 3341635.4269159283, 338099.3685661099 3341116.9061866133, 337524.2473132907 3341078.9970253455, 337202.02964939247 3341559.6218733382, 337454.9466510867 3342078.148341324)))"
1134,1134,11,883e6295c1fffff,3896,1999,1897,4,0.0,"MULTIPOLYGON (((336280.4422328676 3346517.52426205, 336855.5833392916 3346555.357263908, 337177.7879854244 3346074.7083180463, 336924.8639548666 3345556.219900907, 336349.7219978409 3345518.3724966813, 336027.50589311786 3345999.029005491, 336280.4422328676 3346517.52426205)))"
1135,1135,67,883e6295cdfffff,5179,2723,2455,20,0.0,"MULTIPOLYGON (((335383.06501639227 3346960.3577523227, 335958.22801638383 3346998.185394381, 336280.4422328676 3346517.52426205, 336027.50589311786 3345999.029005491, 335452.34203183674 3345961.186943479, 335130.1153804186 3346441.8556659305, 335383.06501639227 3346960.3577523227)))"
1136,1136,1419,883e6295d1fffff,4689,2465,2224,228,0.0,"MULTIPOLYGON (((338903.1020814326 3346188.221824861, 339478.1767622783 3346226.0575500457, 339800.3508421243 3345745.4415488765, 339547.4616253013 3345226.9811794483, 338972.38610279723 3345189.1311020483, 338650.20063102565 3345669.7557458277, 338903.1020814326 3346188.221824861)))"
1137,1137,138,883e6295e1fffff,2105,1106,999,26,0.0,"MULTIPOLYGON (((334693.4908947215 3344405.6258911695, 335268.6783316248 3344443.490351166, 335590.90876040707 3343962.83089281, 335337.9661613527 3343444.3004784617, 334762.7789011287 3343406.4226825307, 334440.5350347464 3343887.089730358, 334693.4908947215 3344405.6258911695)))"
1138,1138,43,883e6295e9fffff,4346,2270,2075,13,0.0,"MULTIPOLYGON (((334624.2077971987 3345404.8250212064, 335199.3944083407 3345442.6750488174, 335521.6229733619 3344962.012067582, 335268.6783316248 3344443.490351166, 334693.4908947215 3344405.6258911695, 334371.25084258633 3344886.2975504952, 334624.2077971987 3345404.8250212064)))"
1139,1139,97,883e6299a5fffff,1307,671,636,115,0.0,"MULTIPOLYGON (((305411.0122996239 3328916.86554206, 305986.9742606812 3328954.9686991423, 306309.61622458376 3328474.030485602, 306056.3075248818 3327954.9814164983, 305480.3451477153 3327916.8655101275, 305157.6908949245 3328397.8103302503, 305411.0122996239 3328916.86554206)))"
1140,1140,7418,883e6299b1fffff,0,0,0,2749,0.1,"MULTIPOLYGON (((308866.5680687545 3329145.4682376627, 309442.44215305353 3329183.565361532, 309765.0415498904 3328702.666682835, 309511.7771224678 3328183.663230099, 308935.9025978766 3328145.5523138964, 308613.29098586726 3328626.457567271, 308866.5680687545 3329145.4682376627)))"
1141,1141,4814,883e6299b9fffff,0,0,0,2621,0.1,"MULTIPOLYGON (((308797.238430551 3330145.380210029, 309373.11301534425 3330183.4635222806, 309695.7092688069 3329702.5599361225, 309442.44215305353 3329183.565361532, 308866.5680687545 3329145.4682376627, 308543.9596279316 3329626.379516215, 308797.238430551 3330145.380210029)))"
1142,1142,4566,883e6299bdfffff,0,0,0,1594,0.1,"MULTIPOLYGON (((307968.0628660923 3329588.2878038264, 308543.9596279316 3329626.379516215, 308866.5680687545 3329145.4682376627, 308613.29098586726 3328626.457567271, 308037.39473726164 3328588.352028134, 307714.77408647316 3329069.271002422, 307968.0628660923 3329588.2878038264)))"
1143,1143,89,883e62b013fffff,144,73,71,47,0.0,"MULTIPOLYGON (((365945.4520538236 3330915.5928668594, 366519.8625431298 3330953.6273319577, 366841.7463327566 3330473.391489932, 366589.23160040885 3329955.114034906, 366014.82158880564 3329917.0646291967, 365692.9258375139 3330397.308726926, 365945.4520538236 3330915.5928668594)))"
1144,1144,147,883e62b081fffff,144,73,71,77,0.0,"MULTIPOLYGON (((368703.6136339856 3328590.571693372, 369277.95642806316 3328628.6373573756, 369599.8122026407 3328148.4442008883, 369347.3361414207 3327630.1771831657, 368772.9929304195 3327592.0977536584, 368451.1252259776 3328072.2991184075, 368703.6136339856 3328590.571693372)))"
1145,1145,112,883e62b083fffff,144,73,71,46,0.0,"MULTIPOLYGON (((369599.8122026407 3328148.4442008883, 370174.13358514116 3328186.5156047074, 370495.9783565474 3327706.333750579, 370243.5156078702 3327188.074490472, 369669.19381918036 3327149.98933864, 369347.3361414207 3327630.1771831657, 369599.8122026407 3328148.4442008883)))"
1146,1146,246,883e62b089fffff,144,73,71,78,0.0,"MULTIPOLYGON (((368634.23776832083 3329589.0425039916, 369208.58012237714 3329627.0943998937, 369530.43397747685 3329146.895929815, 369277.95642806316 3328628.6373573756, 368703.6136339856 3328590.571693372, 368381.7478578443 3329070.778380949, 368634.23776832083 3329589.0425039916)))"
1147,1147,257,883e62b08bfffff,144,73,71,78,0.0,"MULTIPOLYGON (((369530.43397747685 3329146.895929815, 370104.75491762033 3329184.952474777, 370426.5987716141 3328704.7664148393, 370174.13358514116 3328186.5156047074, 369599.8122026407 3328148.4442008883, 369277.95642806316 3328628.6373573756, 369530.43397747685 3329146.895929815)))"
1148,1148,190,883e62b08dfffff,144,73,71,75,0.0,"MULTIPOLYGON (((367807.38171163027 3329032.718498512, 368381.7478578443 3329070.778380949, 368703.6136339856 3328590.571693372, 368451.1252259776 3328072.2991184075, 367876.75960251526 3328034.224333138, 367554.8818697252 3328514.4381334567, 367807.38171163027 3329032.718498512)))"
1149,1149,176,883e62b09dfffff,144,73,71,78,0.0,"MULTIPOLYGON (((370426.5987716141 3328704.7664148393, 371000.8964094747 3328742.8298293296, 371322.73023785854 3328262.6550476677, 371070.27737667796 3327744.410886842, 370495.9783565474 3327706.333750579, 370174.13358514116 3328186.5156047074, 370426.5987716141 3328704.7664148393)))"
1150,1150,129,883e62b0c1fffff,144,73,71,78,0.0,"MULTIPOLYGON (((367668.637274097 3331029.694119014, 368243.0024954045 3331067.7264275816, 368564.86437927233 3330587.510197688, 368312.37393677945 3330069.254516026, 367738.0082414986 3330031.2084192014, 367416.134418561 3330511.431780306, 367668.637274097 3331029.694119014)))"
1151,1151,224,883e62b0c3fffff,144,73,71,78,0.0,"MULTIPOLYGON (((368564.86437927233 3330587.510197688, 369139.20722068136 3330625.5472031315, 369461.05914004095 3330145.343417832, 369208.58012237714 3329627.0943998937, 368634.23776832083 3329589.0425039916, 368312.37393677945 3330069.254516026, 368564.86437927233 3330587.510197688)))"
